person_id,why_are_pid_with_when,prob_machine_generated,n_tokens,glimpse_criterion
US:178381621,"I had a spiritual awakening that influenced me to adopt the philosophical and spiritual tradition of nondualism, which is to emphasize the absence of fundamental duality or separation in existence. To be closer to the Democratic or Republican Party goes against that tradition.",0.25,49,-3.788012848394405
US:126955461,Their beliefs more closely align with mine that the Democrats' beliefs.,0.31,13,-2.8376613337614995
US:40762975,Liked conservative views .,0.71,4,-9.921053953034132
US:149519411,Because democrats never made any sense to me in what they supported,0.22,13,-4.8997854278314055
US:1358310,"They care about the people, and their social and fiscal agenda aligns with mine.",0.46,17,-1.6072871446185784
US:187857671,My voice has been hushed and it feels like they want to hush it permanently,0.33,17,-2.5861228580176023
US:4353219,"because i am part of the middle, class blue collar family",0.25,12,-3.787266885314192
US:147951013,The Party's values closely align with mine.,0.29,9,-3.0007245832105025
US:196616003,don't know,0.36,3,-2.293573830847079
US:3808046,I think I already answered that.,0.47,7,-1.536065385409333
US:1150398,The Democrats left me.,0.29,5,-3.0051371583048563
US:202204697,i believed in democrats,0.22,5,-5.124918771806347
US:157425517,Republicans do not represent my beliefs.,0.31,7,-2.805097437512621
US:32970725,Because I believe that every human being should have a chance to live on normal life,0.39,16,-2.126994902514309
US:142186485,I’m independent,0.36,3,-2.3049058306132504
US:121338981,I align with the values of working class people and the fact that everyone should have equal rights.,0.64,19,-0.6168241688366534
US:186342561,Candidates,0.22,1,-4.918112714718799
US:2129802,Democrats want to take away my guns.,0.62,8,-0.6964182035031242
US:4714828,I think many things the Republicans do are evil and hateful. They are only for the rich and themselves.,0.53,21,-1.185404318408773
US:139932175,This question does not make sense.,0.57,7,-1.0041565558203094
US:3335947,"Both parties have good and bad ideas. I support the good ones. At the current time however, the Republican parties failure to uphold the rule of law and democracy is a deal breaker for me.",0.38,39,-2.2071773664032923
US:173086831,It is right,0.45,3,-1.6970741251988373
US:173581789,Previous to 2016 I was a no political party registered voter. When Donald Trump decided to run I switched to Democrat to show that Arizona was not a purely red state.,0.23,35,-4.276043987707181
US:41787297,Because republicans don’t care for people like me,0.26,10,-3.4654385480684367
US:101231599,They are saner than the dumbass democrats,0.36,10,-2.36026587406817
US:715480,"in general, both parties are more concerned about retaining political power than needs of country and citizens",0.31,18,-2.8170230444007385
US:3301322,"I don't believe anyone should vote according to what the party feels is the right candidate. Do your own research as to what each candidates platform is, and make the decision based on that",0.4,37,-2.0154206471038205
US:141621219,"They lie and they are all about money and keeping money to them. They don't care about us low income people and families not being able to provide for their families and so many becoming homeless because they can't afford rent, bills, food.",0.37,49,-2.2797898230422398
US:3274215,They both have mostly the same priorities. They both favor more participation in wars and more government control over people's lives.,0.55,24,-1.069297075809962
US:142478193,"Grew up GOP, but decided they had become anti-science and anti-fact, and dealt mainly in propaganda",0.23,23,-4.158654298065127
US:132432035,"I was a republican at 18. I stayed that way until I got fed up with Republican lies -- like saying Barrack Obama voted ""present"" most of the time as a senator, implying that is a nothing vote. It is a meaningful vote, and it made me angry they tried to mislead me. I switched to Democrat. voted for Barrack. He escorted people out of Yellowstone, he forced through the Obamacare (illegally), he pitted blacks against whites. Moreover, I had switched to maintstream media, and the OBVIOUS and AGGREGIOUS lies they told daily dwarfed those presented by the republicans. It became apparent that the republicans were, by far, the lesser of two evils. Sadly, this disparity has become an unsurmountable chasm by now. The Democrats are actively trying to subvert the constitution and the democracy, all while accusing the republicans of doing it. It is sick and evil.",0.23,192,-5.999085058838962
US:28810803,Because I don’t want my political and moral thinking dictated by a party,0.26,14,-3.5955049199001374
US:179341765,Good for business,0.33,3,-2.5880238218737706
US:30591240,Followed my fathers opinion as self employed worker.,0.24,10,-6.146053217469755
US:154053821,It was the best choice for me; my parents were Republicans. After seeing what the Democrats have done to our country decades ago becoming a Republican was the clear choice.,0.3,33,-2.973139986293014
US:46556501,"I believe government must represent and provide for all people, (safety, Healthcare, education etc)",0.26,20,-3.606454928084545
US:1935139,Because I think critically and have empathy,0.27,7,-3.343084328800957
US:40742074,"We took a test at school, at the end it told you if you were more liberal or conservative",0.38,20,-2.192456728363708
US:42790496,i want to keep the money i earn,0.63,8,-0.6632559996189318
US:299088,I was a democrat but the party left me because of their extreme liberal views.,0.65,16,-0.5759225123628553
US:191609515,I am more in the center anyway,0.29,7,-3.047350552801038
US:38262359,I prefer the ideas that Democrats stand for.,0.29,9,-3.023044945800873
US:127495525,the elected should be a mixture of all parties. not just one.,0.44,14,-1.7434522857553825
US:201031447,I decide i am a Democrat because they are more sympathetic to the plight of their constituents. The Democratic party is always on the side of the poor.,0.52,30,-1.2793066404797317
US:39910030,liked the policies that impose,0.36,5,-7.865768203761166
US:1192423,they're closer to my moderate views at this time,0.23,10,-5.819360654183203
US:2771319,I just couldn't support the direction the Republican party was going at that time and ever since they have given more benefits to the rich and wealthy in our country instead of the middle and lower classes. They have evolved into the benefactors of the wealthy and corporations.,0.37,52,-2.2404371867096207
US:40728298,because Democrats are greedy dishonest idiots.,0.29,7,-7.1101394536952816
US:40964749,I believe in fairness and democracy. Trump and the Republican Party have destroyed this country.,0.68,17,-0.4182906135760776
US:102011707,Republicans would rather play games than do what they promised when i joined. Democrats do not keep their promises.,0.23,21,-4.431913468428871
US:134007785,Democrats policies have gone off the rails,0.24,7,-4.019753539805699
US:1240764,I was registered as an Independent. I really wanted to vote in the Primaries and knew that I had to be a registered democrat or republican in order to vote in the primaries.,0.66,36,-0.5227622612711266
US:41180736,Because republicans are now authoritarians,0.22,8,-5.125971723938636
US:1242473,It is a party for and of the people!?,0.36,10,-2.349609777636791
US:139218423,"In high school, they basically taught that the Democratic party was more modern and more for letting people do whatever they want with their lives with minimal gvnt intervention- which in theory sounds great. Who wouldn't want the freedom to make their own choices? When I was in college, I remember one of my professors asking if abortion was right or wrong. I answered that it's fine because the baby in the womb doesnt have consciousness and they dont know whats going on, so to set the pregnant woman up for a good life, it was acceptable. This was what we were programmed in school to believe - you can't have a baby and be successful. I was so ignorant. In my 20s, I learned about abortions and what they actually were, and that they stole the life of a person with unique code of DNA. Babies do have consciousness pre-birth and that is shown by their reactivity in the belly and their playfullness pre-birth. Looking back, it seemed like being a young democrat was the cool thing to do and showed to be more open minded. This was back when gays marrying was a huge thing. I thought that the gvnt should mind their own business about who wants to marry who so that was the leading decision for me. I thought the people should have freedom of choice with their own bodies, which I was not educated on. I still believe the gays should be able to marry, but the way things have been progressing with society regarding this trans stuff, whoever said it was a slippery slope was totally correct. I feel as if the democratic party preys on young people and convinces them to side with them with a common-sense kind of approach, although it is incredibly misleading. After reflecting on what i think is important to me and what aligns with my values, the Republican party definitely resonated more with me.",0.23,374,-5.734697330818969
US:1382468,They align more with my political & social values,0.24,9,-3.9248599528037804
US:205180495,I share values with the republican,0.25,6,-3.637016347449847
US:24918332,both sides have flaws,0.22,4,-4.941107391009755
US:165565,cause the democrats were ruining the country,0.24,8,-4.027325194099489
US:186905511,Because my mom was a democratic chairwoman and I loved her philosophy,0.22,13,-5.055738707646262
US:835576,When I looked at both candidates and decided Ronald Reagan's views most aligned with mine.,0.22,17,-4.638260194680431
US:172566,see above,0.22,2,-5.441343921908876
US:132490067,I have a brain,0.89,4,0.928163997883671
US:29633356,It's the party that aligned with my views.,0.28,10,-3.227433341344232
US:3450301,They have my values.,0.26,5,-3.5745691700866606
US:4330148,believe in order,0.32,4,-2.7625019740198438
US:671852,"Through all the research I've done, I found they are closer to my views",0.33,16,-2.618134566442415
US:193193381,"They seem to be the party that aligns closest to keeping America the strongest country in the world. All politicians are shady, but over the past decade democrats have really shown their true colors.",0.35,39,-2.4237210590750173
US:192681977,Because I don’t like their way of thinking right now,0.28,11,-3.217740796207191
US:29543128,I believe in equality,0.69,4,-0.3303107087070678
US:926824,Parents were educators and labor union members.,0.23,8,-5.781670015394613
US:203734615,I don’t care what party they’re affiliated with some elections I vote more democrats and others it’s more republicans,0.23,24,-4.444219901473819
US:40682344,I support my country,0.41,4,-1.9295252441854245
US:200358739,The person running for Republicans is not honest.,0.27,9,-3.3776817419714207
US:798562,Democrat's never do what they say,0.32,8,-2.7477331902168216
US:26176949,Because,0.27,1,-3.3287414279359746
US:166837151,Cause neither side says anything I agree with,0.3,8,-7.235861213745159
US:196851567,both are not who i am.,0.24,7,-3.857406109612494
US:3364086,I USED TO SWING TO BOTH PARTIES UNTIL I SAW THE DEMS GOING TOO FAR LEFT.THEN I WAS STRICTLY A REPUBLICAN.THE DEMS ARE NOW THE PARTY OF CHAOS.THEY HAVE LOST TOUCH WITH THE PEOPLE.,0.41,55,-1.9393478377288096
US:2396096,By what they believe,0.23,4,-4.32913944161128
US:40790377,"I was in first grade and did not want Jimmy Carter to win. I believed then and now we teach people to fish, we don't give out the fish.",0.22,33,-4.780528664397468
US:109981989,Because the Democrats pushed a woke agenda,0.24,7,-3.9839088333533472
US:158637221,They aligned more with my beliefs of what the government should do for the people. I have always paid my taxes and feel I should be represented in Washington D.C.,0.59,33,-0.8624243916336506
US:1088813,"I have always believed that the Republican Party is the Party of Big Business. It is out of touch with the public. I believe that government should he responsive to the people’s needs and not to a select few. The Democratic Party has always stood for middle America, the poor, children, the elderly and the sick. It is the reason I am a Democratic.",0.51,73,-1.3295607491399841
US:986543,Ronald Reagan and Donald Trump. This bond is being strained by the rise of the Uniparty in DC.,0.49,23,-1.4555925889658126
US:40244390,Neither party does the right thing for the people.,0.47,10,-1.567356844633612
US:1436258,"Noy sure, made no difference",0.22,7,-5.202689976177339
US:1851770,More shared values,0.23,3,-5.776654867723213
US:106331331,Democrats are for thec people,0.22,6,-5.364511767168318
US:191976941,Neither side gives a rat's ass about the Citizen - it is all power and money,0.31,17,-2.7775317889827433
US:3348464,they had the same fauls,0.25,6,-6.516970734560164
US:41485109,Because I read what they believed in and how they stood for America and then I read about the Democrats and what they believed in and I decided that I was more like the Republicans so that is how I saw it.,0.4,43,-2.009908921706674
US:3183908,"Because Democrats are inclusive, fight for civil liberties, and generally have ordinary people's best interests at heart verses the Republicans who put the rich and corporations ahead of ordinary people.",0.22,34,-4.665622311414425
US:1338750,Same reason,0.23,2,-5.883415611920528
US:163763461,They are both corrupt and not serving the people,0.56,9,-1.0587809293659232
US:1447440,Did not like the disrespect given to Veteran’s or our leaders by dope smoking college hippies,0.23,18,-5.768335060336173
US:809637,"Because my thoughts align with that side, the other side is very opposite of my views.",0.27,18,-3.394095357433566
US:180686753,all parties follow their own agendas and not what is best for the country or it's people,0.44,18,-1.7474660517921938
US:2013160,Strong focus on social programs and democratic norms,0.26,8,-3.5066268373268437
US:39197801,xxxx,0.22,1,-5.167291402037574
US:150448781,"Because, as a former Republican, I realized I was on the side of oppression, hate, hypocrisy, and increasing consolidation of power and wealth in the hands of the ultra rich and ultra powerful, and an overall movement of anti-democratic forces that threatened the viability of our country and human life on this planet.",0.33,62,-2.654263023229246
US:133816539,I saw the weakness J Carter showed the world and decided I'd never allow myself to be that way,0.25,20,-3.7757326205330854
US:131944009,I couldn’t agree with Reagan’s policies. Specifically ignoring AIDS and trickle down economics.,0.25,17,-6.454515357725381
US:1209600,"I was a hard worker, and I always do better when a Democrat is in office",0.42,17,-1.8760860261970658
US:35437871,I don’t decide on party platform but individual candidates.,0.22,11,-4.579529903570945
US:3796250,Like their message of less government and lower taxes.,0.23,10,-4.109809921812034
US:134213293,"I was always generally fiscally closer, and Biden's social policy reforms pushed me the rest",0.24,19,-6.318532375767647
US:1922855,"Because people should be able to keep what they earn and not ""share the wealth"" with those morning to put in the work.",0.29,26,-3.07572407649291
US:3780090,just felt that way,0.22,4,-4.553639246176717
US:144891219,The Republicans are not into what the people want,0.47,9,-1.5523024659047975
US:3056112,"I became a Democrat because of the policies and programs supported by democrats. Citizens are given support and programs while Republicans appear to support business, sometimes at the expense of citizens. Democrats are kinder to people.",0.37,42,-2.290416207984445
US:118857001,The Democratic Party supports most of the things I support,0.66,10,-0.5304528519775457
US:181576479,at the time their views where more aligned with my views,0.29,11,-3.031642887472385
US:39061102,My values align more with conservative views,0.32,7,-2.735992586441614
US:183192599,I started to understand the progressive left was not good for the nation. I was in law enforcement and saw the need for stability.,0.48,26,-1.473154525956615
US:387354,"Because I vote for the individual and his policies and not a political party. I have voted for Democrats, Republicans, and Independents over my life time.",0.62,31,-0.6987315422723671
US:124403407,No com,0.24,2,-6.133202273625955
US:1607245,I don't think either party is in touch or cares about what the American people are struggling with. All politicians have their own agenda which is why we rarely see change for the good of the people - look at how low the federal minimum wage is for one example,0.42,52,-1.8674404733730705
US:1100655,The way I was raised.,0.68,6,-0.4143402975780544
US:195202907,I agreed with their economic policies,0.25,6,-3.6066389875583535
US:1801606,The align more closely with my base feelings. That is not to say I agree with the Republican party 100%,0.32,23,-2.704595442012468
US:102291189,To protect freedom of speech and our rights as a democracy,0.45,11,-1.6456839413521689
US:4050783,He is the best choice,0.7,5,-0.2772685605751392
US:2628431,I was being overtaxed and I was unhappy with both options for the election,0.25,16,-3.608318122336973
US:2130895,Scared of the Republican ideas for the country.,0.4,10,-2.011086636054131
US:37418978,Because of the rule of law and common sense among numerous others!,0.26,13,-3.5020549070507783
US:31391531,conservative,0.22,2,-5.557233990652733
US:27813849,my choice,0.22,2,-5.5517074907080755
US:1207020,The democratic party represents the values and ideas of the working and middle class people.,0.55,16,-1.0792496332205515
US:27610611,Democrats have more of a socialist view and getting worse which can lead to communism,0.23,15,-4.267762005664075
US:33115886,To get more votes away from the Democrats and make better choices.,0.25,13,-3.772645063748885
US:123809551,Views,0.22,1,-5.156529088277093
US:2506263,I read up on the Democrats ethics and values.,0.23,10,-4.2199016687900315
US:1552101,They seemed far more conservative.,0.23,6,-4.18898236089545
US:109969457,It is against abortion.,0.24,5,-3.964138962921065
US:1782705,I felt that the Republicans seemed to be doing more to help the working man more than the Democrats. The Democrats seemed to be just pushing Affirmative Action and trying to help other countries.,0.7,38,-0.28725589612832214
US:40548970,Because of OBAMA,0.22,4,-4.6293385151604705
US:1459613,"I prefer to have an independent opinion on whom to cast my vote. Donald Trump, with all his insane comments and actions literally pushed me out of the Republican party.",0.33,33,-2.589264147032229
US:140047513,Human rights issues,0.24,3,-3.9184691299896257
US:421044,"See what I wrote above. And Trump sealed the deal in ‘16. Though I ha voted for Republicans in the past, I will never again vote for the GOP thanks to Trump.",0.24,37,-3.996833469993165
US:31285624,The Democratic Party shared my beliefs.,0.29,7,-2.997352501542163
US:127758531,same as above,0.28,3,-3.1289771016552
US:27341118,"The Republicans are the only party that works for America. Democrats are a joke, lie, cheat, steal and are insane.",0.68,25,-0.39797676047275404
US:131812505,Because Republicans use common sense and that's the way it should always be.,0.25,15,-3.7128429842039825
US:1059224,I realized that republicans have more to offer regular people,0.24,11,-3.9984589423592345
US:160083263,I’ve lost all faith in Republicans. I’m embarrassed by Trump and everything that he gets away with and the Republicans are too chicken to do anything about it.,0.46,32,-1.6361825276573179
US:43593495,It's the way my family thinks.,0.42,8,-1.8598213281686342
US:39614795,I felt that they represent me more than the democrats did.,0.27,13,-3.4130575105315595
US:196500361,Democrats are corrupt.,0.3,4,-2.986245306166667
US:24918143,"Both parties are devoted servants of capitalism, the destruction of the planet and endless war. Their goals are the opposite of the people.",0.49,26,-1.445611241661981
US:127931873,.,0.24,1,-3.82686766899377
US:182109119,i felt like the republicans did not care about being like me or like my friends and i do not feel comfotbale with them being in charge of our country,0.4,35,-2.0485730241633227
US:45753486,dems have more compassion for their fellow beings,0.24,9,-3.83549371875359
US:2810659,I felt that the Republican platform does not give away money to groups simply because they are asking for it.,0.28,21,-3.1978138087337538
US:33608141,Being an independent didn’t allow me to vote in primaries,0.27,11,-3.3783314594766347
US:131350781,"I like somethings about each party, but mostly the d democratic party.",0.26,16,-3.508631035148743
US:3353432,Myself and alit of my family seemed more aligned with the elephants,0.22,14,-5.194755201487036
US:125431911,My parents and grandparents were democrats,0.35,7,-2.45651569179235
US:1714235,Republicans seem to be out of touch and lie a lot.,0.34,12,-2.471108629266632
US:28112354,I believe In helping people and that’s what the democrats do,0.29,13,-3.044737554750874
US:199225561,My parents were democrats,0.26,5,-3.5506697549833386
US:157295059,Neither of them keep their promise's,0.22,7,-4.984473125113878
US:39564325,"I am a Democrat because I believe we are stronger as a whole when we take care of our weakest citizens. I believe in social programs, our right to live and make decisions for ourselves as long as it doesn't infringe on the same right of others.",0.69,52,-0.33029552462657924
US:155886107,"Because Democrats are evil and most of the time downright stupid with no common sense. Just look what Biden administration did… gender idiocy , transgender/ LGBTQ… for example. And then people wonder about all the natural disasters. They have nothing to do with so called climate change! It’s what God says would happen to a nation that turns their back on him! Also those who kill (such as Arbortion) are to be killed also.",0.24,88,-6.134519084657665
US:1531802,I liked Richard Nixon,0.22,4,-4.543206914444035
US:42604904,I care about people,0.54,4,-1.17152625708467
US:4658123,"The Republican party focuses on retaining the principles and values of America's founding, upholding and defending constitutionally protected freedoms through common-sense legislation and governance. The Republican party seeks to maintain peace through strength and provide opportunities for all Americans to pursue personal goals and achieve happiness and prosperity, and to protect, uphold and defend every American's right to life, liberty and the pursuit of happiness.",0.42,77,-1.8614149049053372
US:186901207,"I am pro-union, pro worker's right. pro-middle class and the democrats are the only party that ever attempts to help the middle class rather than exploit it",0.33,34,-2.5721341013662333
US:204683049,We want to liberate our country,0.48,7,-1.475138339684007
US:112940837,exactly I dont have the mayor idea,0.26,8,-6.705125662495846
US:104629999,"i believe in smaller government, personal responsibility, traditional values.",0.32,12,-2.69701242020713
US:28088203,democrat leadership became so corrupt controlling and lying through the media,0.22,12,-4.701594751100796
US:4404089,Didn't like Trump,0.22,4,-4.8355105181295155
US:116840473,When I was 21,0.79,5,0.24797576350405637
US:119972761,I realized I was more liberal and wanted government to help the less fortunate,0.37,14,-2.286691589713784
US:45673939,My parents were democrats & I believed as they believed.,0.26,12,-3.601420424523733
US:30010531,Because I was opposed to business interests taking over the government. And I wanted to see racial and economic justice for all Americans.,0.42,25,-1.854006695526312
US:672072,"Based on values and issues associated with the Republican agenda, and upholding individual freedoms.",0.23,17,-4.343400332764293
US:139480335,He was more like an ordinary person not an elitist,0.32,11,-2.675334513133734
US:121271479,not sure,0.24,2,-4.0409995562355
US:4399493,They didn’t listen to the people. I would have voted for Biden but the very thing happened that they feared trump as president.,0.27,26,-3.288434778316639
US:121399723,"It was because of all the lying and the direction the country was taking, which was far from our Western values.",0.35,23,-2.394992240579687
US:25417167,"Because I support LGBTQ rights, government-run healthcare, stronger government funding for education, and strong government action to fight climate change",0.28,24,-3.256240621874845
US:42684931,I FELT THEIR WAYS WERE BETTER AND MORE IN KEEPING WITH THE TIMES,0.42,19,-1.8559270605403433
US:39471690,The GOP has been captured by Donald Trump.,0.61,9,-0.7747589462069402
US:2757816,Their policies tend to make more sense.,0.28,8,-3.198721350160001
US:1125472,Started paying attention to presidential elections and legislation,0.22,8,-5.361746894869441
US:3700569,I don't agree with most democratic policies.,0.35,9,-2.394386562439426
US:46324796,Because Democrats are all losers,0.22,5,-5.113378037566321
US:40582209,democrats' are liars drooks and communist's,0.46,11,-8.573383360781705
US:33196069,Republicans do what's best for their friends,0.23,8,-4.334562094191774
US:39483585,I think they are the party that believes in helping people in need.,0.69,14,-0.3580059166062425
US:177775741,I agree with more of the platform,0.33,7,-2.6584060143399015
US:357377,As a former Greenpeace and Ralph Nader supporter I saw Al Gore blowing up the dangers of climate change and the rest of the Democrats using it politically to scam voters for money. I disliked every Republican nominee until Donald Trump and voted for him all three times he won.,0.22,54,-5.490701236057607
US:3997343,"I admired John Kennedy as I was growing up. I believe in fairness to minorities and all people. Jimmy Carter is the President I most admire. Although often the Democratic Party goes a bit overboard, they are closer to my beliefs about freedom and respect for ALL peoples.",0.22,54,-5.006379278260606
US:4203069,individual rights and freedom of expression,0.33,6,-2.585105389578394
US:365810,I am a little more conservative because radical change usually fails. It must be slower and deeply thought out! Not quickly decided in a speech or meeting! Republicans are more conservative.,0.22,35,-4.712256895590488
US:168924813,"Don't want communist to run are government, socialism ideas should be outlawed.",0.22,16,-4.552050509299273
US:165860111,My parents. More concerned with the workers,0.22,8,-5.696541833998987
US:31807463,They are conservative and want to protect life. The want big government out to let the people decide what is best for their lives.,0.47,26,-1.5403345079751174
US:3969042,The Republican attacks on Clinton soured me on the Republican Party I’ve voted Democrat every election since.,0.26,20,-3.5764273401892317
US:139628455,To try to defeat the orange idiot (i refuse to use his name).,0.24,15,-3.9645179938267345
US:46344448,"I was stunned that the Republican party would put a gross, sleazy, misogynist, incompetent, ignorant, uneducated, draft-dodging crook on the ticket. I was more stunned that the stupid democrats didn't stop it from happening! They utterly failed in their message, focusing instead on dumb, fringe, ideological talking points. THEN in the aftermath of January 6, the Republicans became moral invertebrates (or showed their true essence), and the Democrats flailed and failed, misunderstanding working class Americans entirely. And then, in 2024, they once again snatched defeat from the jaws of victory. Bad Palestine policies, bad immigration policies, bad platform, very bad candidate (for whom I voted, trying to save the country from the very mess it's in now). Disgusted with both parties. Finally, in 2025 the whole insanity of the Trump so-called-presidency has become clear and I am absolutely furious at both parties in Congress and think frankly that they should all be thrown out of Congress and lose their citizenship for being such traitors: Trump is a clear and present danger to the nation. For gods sake what is the matter with them! This is Fall Of Rome level weakness! They need to get him OUT of office, act fast to shore up election safety and voting rights, and make sure this NEVER happens again!",0.34,275,-7.625358595075156
US:3611596,"I believe in the social issues, education and human rights",0.59,11,-0.8523098039179591
US:1856759,Because I preferred their candidates,0.24,5,-6.320320127854196
US:189946429,I am for pre texting the rights of the amendments and what they stand for.,0.24,16,-3.9406024816592193
US:41009574,"Obama was a terrible president, set our country back. I was a 3rd generation democrat, never voted democrat after Obama, and will only vote republican for the rest of my life .",0.5,38,-1.3856737553314014
US:138735801,Same values,0.23,2,-5.879920751245973
US:24056301,They are more aligned with my views,0.43,7,-1.8111998822089255
US:175230835,"I believe in all conservative values. For example, I believe that abortion is murder unless the life of the mother is in question - it should NOT be used as a contraception method.",0.36,36,-2.3029429077553387
US:2727107,Because Donald Trump stood for everything right,0.22,7,-4.567510425948228
US:170604849,"I believe in smaller federal government, less bureaucracy, strong military, secure borders, less government spending.",0.47,20,-1.5682254569434295
US:1244646,"I realized that Republicans were not going to run candidates I could vote for, so I should admit I only vote Democratic.",0.3,24,-2.947910540195311
US:2968047,I wanted to.,0.38,4,-2.145506886579169
US:124059747,I follow the truth and what is right and I found the Republican party does the opposite,0.35,17,-2.4379139869976574
US:1122219,"In recent years, both the Republican and Democratic parties have grown increasingly divisive and extreme, prioritizing partisan loyalty over collaboration and common ground. Rather than working together to solve pressing national issues, each side often resorts to vilifying the other, creating a toxic political climate that fuels polarization and alienates moderate voices. This growing extremism has eroded public trust in government and made compromise seem like a weakness instead of a strength. As a result, meaningful policy progress is frequently stalled, and the needs of everyday Americans are lost in the noise of ideological battles.",0.86,109,0.6702506175896391
US:39737022,"Trump. He is the worse of the worst, both politically and personally",0.43,14,-1.8313660040990911
US:33688478,Democrats have a big tent and take care of people. Republicans tend to have a narrow group of affinities and espouse misanthropic ideologies in general.,0.26,32,-3.5106399944432876
US:43908780,Mostly stand to with their principles value,0.33,8,-7.547864933176849
US:672969,"Pick any major topic - border security, the economy, inflation, crime, oil, health care, our public schools, homelessness, all this DEI crap, the anti-Semitism riots in our colleges, our crushing national debt, and many more. all of these issues are totally out of control and I don’t think anybody can argue that. So yeah I believe the Democrat party is on the wrong track. It is pretty easy to see that.",0.23,89,-4.37836582110302
US:39890854,Our representatives have not been good at representing the majority of the population.,0.75,14,-0.026869655736833586
US:1829038,The republican party is essentially the only party that at least pays lip service to actaul american values. They have moved further to the left as the years go by so I am further away from them each time they abandoned the core values,0.28,46,-3.177271081596673
US:40593308,I did not like the moral values being used in the ZuSA transgenders in the bathroom was the last straw,0.22,23,-5.311980555526286
US:117540281,because both sides have issues too stuck in definitions and need to listen to the people,0.22,16,-5.439296556331768
US:4017738,Most politicians do what they do for special interests that support their re-election,0.27,14,-3.325559145109091
US:2062755,"They believe in the family, the church, low taxes, small government and protection of babies.",0.3,19,-2.948721305983893
US:41002666,Keep my own money,0.23,4,-4.233924328433879
US:191299665,"I believe that government is the only institution capable of doing big things that support safety, security, & opportunity for all. Government is our defense against unmitigated self-interest & the dominance of white male supremacy. Government builds systems & looks beyond the immediate future.",0.25,52,-3.6844740907735383
US:203671095,more sensible,0.23,2,-5.954373572135223
US:4251715,my family influence,0.27,3,-6.888556186815381
US:40164018,even at a young age i could see Democrats were more for the rights of the people,0.36,17,-2.349073504841317
US:185927833,I'm not a strong Republican as I watch each party to see who offers to help the people,0.35,19,-2.4613000073329303
US:3766998,I would never vote for a lying rat democrat,0.32,9,-2.689540747305496
US:30135935,"Both parties have good and bad ideas. I feel if you are elected, you are to serve ALL the people in your district, not your party, and certainly not an individual",0.44,35,-1.7515469857597956
US:2158829,"The two parties have grown more extreme, regarding their bases",0.3,11,-2.9771472566050936
US:182546603,Because I want more for the human race than the Republicans do!,0.23,13,-4.340904474362976
US:4571606,Why it's non of no one I mean no one business,0.22,12,-4.499316369939692
US:447454,I don't like Republican policies,0.29,6,-3.001013559820915
US:26300713,"Don't remember why at that time but I'm glad I did. Now that I'm older, I'm definitely a conservation and totally again socialism and all that the Democrats stand for.",0.25,37,-3.7925269738272087
US:3865936,Closer to my religious beliefs as a Christian,0.38,9,-2.138620447492431
US:40658695,because of obama,0.22,4,-5.3478680407110115
US:4254501,The choice is mine to make not what the party believes it should be.,0.33,15,-2.627222939985057
US:160486719,I decided due to how crazy the democrats are in california,0.22,12,-5.2252498447887525
US:116486495,They fight more for the people.,0.3,7,-2.8997697000314027
US:185161887,Because it's the party that fits with my personality,0.32,10,-2.672809775312391
US:185230669,I also realize that conservatives are against the progression of African Americans within the country.,0.3,16,-2.9096713026217063
US:36693578,"I became a Republican because my family was a Republican family. Now that I am significantly older, I still find that I agree with more Republican ideals than with Democrats.",0.6,33,-0.8319648722671633
US:100936619,They keep their promises!!,0.22,5,-4.758909546279895
US:173782745,Neither party gets it 100%. There are policies on the left that appeal to me and policies on the right that appeal. It’s the people who the parties pick.,0.31,34,-2.8431687248327733
US:696892,"As a child, my father was a minor functionary in the Democratic Party. I attended many Democratic meetings and functions with my father. Over time, I formed my opinion of politics and determined that I did not agree with the Democratic philosophy.",0.67,48,-0.4708065407523138
US:4365895,Their views are very similar to mine,0.58,7,-0.9177612470250691
US:152207433,They align with my values,0.43,5,-1.8148727667853954
US:159896935,There are things each party does that I approve of and disapprove of. My ideas fall in the middle.,0.27,22,-3.355846557489447
US:1372239,I realized that after the Republicans put a pro-life plank in thier organization they were closer to Christianity.,0.23,21,-5.8509518530845765
US:1963517,"I was a Democrat for my entire life - career working for 2 AFL-CIO Unions - I did not leave the Democrat party - the party left me. It is patently absurd how far ""left"" the party has become. JFK must be ""spinning""!",0.23,56,-4.391441285174938
US:186501179,My morals line up to Republican stances more than democrats,0.25,12,-6.504806230283189
US:151577065,Because I have empathy for others,0.34,6,-2.5428736721719827
US:42501285,Ronald Reagan,0.65,3,-0.5656274543877751
US:29681999,Bushes policies and war mongering was infuriating,0.28,10,-6.929310088873472
US:159061105,After the Carter presidents,0.23,4,-5.971568470675948
US:43575707,I believe we have a responsibility to care for the least among us,0.78,13,0.18130871663043197
US:181421481,"I did not belong to any union, my parents both did.I di not have hthe same political values as my parents. I've always been a white collar non unon worker.",0.26,37,-3.4731549102551758
US:2380616,"Same BUG here! The Republicans started acting just like the Democrats from ten years earlier. More spending, more programs, more bureaucracy. Trump may be elected as a Republican but he's left of Bill Clinton.",0.22,41,-5.707158619612893
US:180937753,"I care about people, including myself",0.58,7,-0.9307476766727282
