person_id,why_are_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:32122833,More open-minded,0.24,3,-4.054866723341661
US:40764440,The party most aligns in my belief structure on how government is supposed to work for the people. Put the people and their welfare first and apply the rule of law equally to every part of the electorate.,0.22,41,-4.903266567422619
US:625108,I don’t particularly care for trump.very obnoxious,0.22,11,-4.718098542925872
US:158510227,I believe in freedom and they more closely align with freedom than the Democrats,0.34,14,-2.533036437552681
US:101792775,I believe in a women's right to chose and I believe in democracy,0.53,14,-1.1739710693004242
US:46345305,"I am a libertarian, which places me with Republicans on most economic issues and Democrats on most social issues. I favor free trade and immigration reform, but am against DEI and funding for most domestic programs.",0.42,41,-1.8757251422747558
US:885183,"Pro-life, pro-business, strong foreign policy",0.27,9,-3.3427905702100373
US:178680193,"I’m a democrat because I think that all people, regardless of their race, gender, background, or religion should have their opinions heard. Republicans try to suppress the voice of anyone that disagrees with their far right agenda.",0.58,44,-0.9098788981567771
US:36854567,Donald Trump,0.47,2,-1.5799181480345033
US:181354925,KIND OF THOUGHT THEY WERE FOR THE WORKING CLASS,0.38,14,-2.16591567779461
US:196026713,Democrats are no longer the party of the working man. Too many wacky liberals views.,0.32,18,-2.68463630011364
US:187022085,Because I believe helping the mosr vulnerable and giving everyone a fair chance,0.22,14,-4.784607905737582
US:4577362,Original party i registered with. Thought along these lines. In the last 5 years very disappointed in the party. In current administration is absolutely horrible. Gutting Americans. Modern day euthanasia. And thinking people want to have and raise children in this world right now. DOGE is a f*king joke and has zero idea how Government works. Just costing the government more money in the end.,0.31,81,-7.3538912578124895
US:119918729,Because the Democrats live in a world that has no reality.,0.37,12,-2.2615343690978675
US:3571538,Republicans are more American friendly,0.22,5,-4.944351230712947
US:545934,They are more conservative than the Democrats. The Democratic party is now socialist. They have gone too far left.,0.83,22,0.49181166905748713
US:28082258,"When I choose to be a Democrat, I felt that it was the party for people who carried about all people.",0.28,23,-3.1796641721228425
US:2052555,"Because, TO THIS DAY, they are the ONLY PUBLIC SERVANTS interested in LISTENING to their constituents, even when many of those are MAGAs. Because they are the only ones making sense at this moment. REPUBS have ABDICATED their legislative responsibilities in service and fealty to one man, not their voters! CHAOS reigns in this WH.",0.22,77,-5.314732130720235
US:24122608,To liberal.,0.22,3,-5.028306891853019
US:131280207,"I had been registered as unaffiliated for most of my adult life. The Democrats always deliver better economic results, defend & expand civil rights, and are generally looking out for the People. I switched my affiliation to Democrat when the Republicans went completely off the rails, embraced the corruption of Trump and MAGA, and idealized plans to destroy the societal gains of the last half century. In the America my immigrant ancestors admired, my grandchildren should not have fewer rights than I have enjoyed.",0.23,97,-5.765045926880013
US:23058926,no,0.23,1,-6.076349784212942
US:132783487,"I believe that healthcare is a human right, and that includes women's reproductive care. I believe that new vaccines decreases the severity of a potential virus. I think the focus should be on bolstering the middle class and making the top 10% wage earners pay their fair share in taxes. I believe America should honor our agreements and keep our allies trust.",0.31,71,-2.8107191885463996
US:695229,Because I don't want the USA to become a left wing commie country,0.28,15,-3.196477671683862
US:160083499,I agree with some Republicans and some Democrats but not all,0.34,11,-2.513419340954157
US:46545015,They are actually trying to solve problems in this country while also trying to reduce spending. Democrats are trying to spend more on their select groups and projects.,0.35,30,-2.4143111090038865
US:1319756,it is the better of the two choices,0.62,8,-0.7308596797611688
US:184800349,they aren't doing enough,0.25,5,-3.7974441190805814
US:169021687,I never know how to answer these questions,0.64,8,-0.6356132504870791
US:4350869,I want things in this country to be fair and honest for everyone.,0.35,14,-2.38387848581314
US:155602447,"This is the party of Common Sense and dedicated to returning the rule of order etc to the States, people.",0.22,22,-5.702690891860668
US:121979575,Republicans are only for themselves and the rich.,0.59,9,-0.8871428935938083
US:35876375,I have interests covered by both sides,0.27,7,-3.314795864703581
US:179577763,I am a Democrat because I believe government’s purpose is to make our lives better and solve problems without curtailing basic civil rights,0.3,25,-2.950711588678027
US:203982855,Because they stand for the things that I believe are important and make good sense. Republicans are trying to save our Country.,0.35,24,-2.448856749156939
US:173600587,Empathy for others. All sexes and races should have the same rights.,0.38,15,-2.1581721302135737
US:173643479,Too long to list,0.25,4,-3.8135235804581424
US:953521,for the most part the democratic party mirrors my own views.,0.35,12,-2.434899047232751
US:114856733,Because they care more about the law and people and not about themselves.,0.36,14,-2.305370639652279
US:39312245,Because Democrats are socialist/communist and against American citizens,0.22,11,-4.824405134527629
US:2357493,They are not self serving crooks like republicans,0.22,10,-4.597239820065127
US:1262235,More commitment to people and less to large corporations and billionaire,0.27,11,-3.3646437933004725
US:28279,"Because their policies are closer to mine. I believe in smaller government, lower taxes, much less government interference in our lives. Government should not be in our schools, etc. The Democrat's nanny government and nanny state is anathema to me!!!",0.37,50,-2.218641783400212
US:177379749,"About 8 years ago, after being a life-long Democrat,(I'm 83 years old) I left the Democratic Party because they left me, their core ideas no longer reflect my positions. They are no longer the Party of the working class, but of far left ideology. Now they haven't any strong leaders or vision. They are being represented by Socialists and Hate Fearing Mongering Idealogs.",0.22,82,-5.567918582767809
US:182222365,The love of the vision portrayed by the party,0.3,9,-2.979731511645666
US:193559759,They have more common sense than Democrats,0.29,7,-3.0019279186596965
US:205441099,Because democrats help the less fortunate,0.22,7,-4.928819405069347
US:1582189,Morals,0.29,2,-3.015515159389572
US:201835399,I am a Democrat because most of the time I side with their view on issues.,0.62,17,-0.6967125423447296
US:179187863,They support the same issues I do,0.31,7,-2.8536946549115294
US:34826173,it is how I was raised and it follows my beliefs,0.32,11,-2.7549592274175754
US:31223055,fiscal responsibility abortion is murder less goverment invasion of every single aspect of business and life,0.22,18,-4.970337932441623
US:139404025,because they’re both trash. Both are corrupt and neither is doing anything for the average american worker. a third party should be able to access the same funds that dems and republicans do to run a proper campaign.,0.46,44,-1.6235908987906622
US:172252631,My opinion,0.44,2,-1.708892315531842
US:25186974,Because it depends on what the person will do for me,0.34,11,-2.5028027724720565
US:2943117,because the democrats are tooo liberal and the republicans generally support the military,0.3,16,-2.9748198204733605
US:186835783,I am a Christian and believe in GOD.,0.67,9,-0.4403332719884245
US:127259295,"I don’t feel like the Republican party has the same outlook, values and morals that align with mine",0.42,20,-1.9080160205560404
US:116563907,The Democrats and Republicans need to work together.,0.71,9,-0.2659637037102769
US:3694599,I like their policies,0.31,4,-2.8268531177677954
US:2740804,I'm a Democrat because the Republican Party has sold out to someone who is a conman and a criminal.,0.78,22,0.16061557004424828
US:2267689,"Democrats generally support the average person, not the 1% or big corporations.",0.42,16,-1.8778042279760014
US:27479233,They listen to the needs of the people,0.55,8,-1.0654881559278369
US:2644452,I don't know,0.79,4,0.2193787796126488
US:4276962,Democrats suck,0.38,2,-8.016503208848285
US:194611817,They hate me less,0.23,4,-5.74358962752636
US:168701603,Both parties seem to be too far to left or right and unwill8ng to compromise. We shouldn’t give the farm away but we also shouldn’t make life harder for people.,0.35,37,-2.459195823700264
US:162801773,"Because the Republicans at this point are waging a war on human rights and American's rights. They started with women's health rights on abortion, have moved onto women's healthcare rights and now are going to all rights - free speech, due process, court orders...",0.24,53,-3.952579973659758
US:28282453,Because the Democrates are for the people and their rights and the Repuplicans are for rich.,0.41,20,-1.9581317467235135
US:41054125,both side has bad and good,0.22,6,-5.044192562130384
US:1682916,"They are more humane in their policy and tend to be on the right side of history. Their policies carry us forward, not backward and support democracy.",0.45,30,-1.649504928590824
US:179628811,I am a Republican because I believe in keeping the government's role limited to ensure individual liberties are protected.,0.67,21,-0.47905940176139855
US:41263315,"They are realistic, the democrats give away everything",0.23,10,-4.095905757984863
US:4542749,"I am a Democrat because I believe this party cares about middle and lower class people, the poor, and migrants. Republicans have become too spineless and let the President do whatever he pleases, even when it's not in the best interest of the country.",0.56,52,-1.0324926893403805
US:28973599,Empathy Care for all,0.23,5,-4.199945622763142
US:40971218,"I was a Democrat until I was 51 years old when my eyes were opened. I am a Christian. When a party boos God and makes its major platforms about murdering unborn babies, mutilating minors, grooming children in grade schools, allowing men in women's sports and locker rooms, there is no choice in voting. I am a Republican because it is the party that is the most closely aligned with my religious views, which are what determine my actions. I am a Republican because I watched the government shut down our country based on a threat that did not exist. Covid was not that deadly and the actions taken destroyed businesses, children's learning and development and created mental illnesses in numbers we have not seen in decades. My Governor, Tim Walz turned into a dictator and a sick man offering money and scholarships to those who brought their children in for the deadly pretend vaccine. I am a Republican because even I could see that Biden was suffering from severe dementia even before he was elected and the Dems knew it and they allowed someone else to run and try to ruin our country. The mainstream media are not news shows, they are propaganda and brainwashing trolls that communists would love. I am Republican because I knew the Russia collusion was false, Hunters laptop was real, the impeachments and arrests of Trump were lawfare and January 6th was a set up and infiltrated with FBI and antifa to stir things up. I watched Minneapolis burn and the fake trial and the country go crazy with vandalizing and burning and killing and the Democrats were thrilled with it all. There is a severe sickness in the Democratic party and our news media and it will never align with people who wish to live their lives, protect others, help others and honor truth and service. The Dems are the lowest form of human in our country today. It is a sign. Those who scream their words, who use profanity (which children can hear) and attack, attack and attack are the ones who have the most to lose by Trump being President. They are criminals in my mind. Everyone I know, no matter which party they are in, want these 20 million illegals that the Dems let into the country deported. NOW. The Democrats are the ones using judges to slow everything done. They are all sick and frankly, evil. They hate this country. They hate the people of this country. No one does the things that Schumer, Pelosi, Waters, AOC, Crocket and that stupid shit who talked for 24 hours unless it is all about THEM. They do nothing to work in Congress to help this country. They can only tear down. Those who pushed people to destroy Tesla and Elon Musk are terrified on the money trail in USAID coming back to them. Those pushing for violence should be removed from office. All of these reasons are why I am sure I will be Republican until the day I die. President Trump truly loves this country and has given up more and taken more shit than anyone should have to, to serve his country. I am totally ashamed with the Dems in Congress. Too bad they do not know the meaning of the word, shame.",0.73,633,-10.014590907593085
US:175215363,My people,0.31,2,-2.8198485042104555
US:135024081,After Trump was re-elected I ask myself that question everyday. Why am I still a Republican !,0.22,19,-4.519221825813166
US:3031478,Because I believe Republicans have stronger moral values and are in touch/reality with middle and lower.class citizens,0.42,20,-8.315328819122916
US:29509,I want our nation to remain a Democratic Republic with all rights In in our constitution and bill of rights.,0.22,21,-5.244198374132713
US:164439309,Because Democrats have had control too long.,0.23,8,-5.8247905388018415
US:130500135,They are interested in what is best for the people.,0.81,11,0.3517969330303395
US:121347853,Because I believe in justice and liberty for all men and we should live in a country where everyone is free.,0.32,22,-2.6673068316290607
US:2298732,Because I am more conservative than liberal. I am economically conservative but socially liberal.,0.51,16,-1.288657026526204
US:100874949,I agree with their values,0.31,5,-2.774678916076241
US:23412535,This party represents my ideas and the integrity of our country,0.28,11,-3.2579383397132036
US:123456859,Because the Republican policies and agenda most closely align with my beliefs and moral values.,0.26,16,-3.4511046436323882
US:3672190,They said Democrats are for the poor people,0.29,8,-3.0381376839462058
US:29252389,do not agree with democratic policies,0.27,6,-3.3227342037035656
US:26687139,My family and everyone back to Robert E Lee they were all Republicans. So who am u to rock the boat.Plus I like the people that run for a spot in the government.,0.31,37,-7.356779221870606
US:1754261,"to portect the Republic, and stop thid nation from becoming socialist/communist",0.22,17,-5.083587158775363
US:428550,I want to see the American Experiment carried on. And not fall prey to socialist ideas.,0.26,18,-3.481911107205474
US:44233318,"I grew up in a very Republican home until Trump's first term..... Now I am embarrassed and a bit apprehensive about even saying I was one. There are so many things these complete and totally brainless, heartless, money-loving morons have done against our own country and The Constitution..... makes me physically ill to think about the time they will remain in office",0.22,73,-5.4940710083032185
US:41131719,"I believe in lifting people up who need help. I support services to the poor, homeless, elderly and disabled. I am Pro-choice. Immigrants enrich our country. People of color are equal. I don’t care who loves who, how much money anyone makes or the color of their skin. Tax the rich!!",0.36,64,-2.303291086859595
US:170210515,"There's no other choices. If a party existed that better aligned with my views, I would support that party.",0.31,23,-2.769983850540277
US:3714122,"The Democrats at least tend to (or pretend to) promote policies that benefit everyone, not just favor the wealthy at the expenses of the poor and middle class. I'll never vote Republican again, because extremists and ignorant assholes have taken over the party. But the Democrats don't fight back, they just yap on about how bad the GOP is and whine that they can't do anything.",0.33,79,-2.6138399183281495
US:45034019,I like to see all people be able to make a living. I like to see all people receive benefits and help.,0.86,24,0.7081341207102481
US:182729603,Because Republicans are against abortion and care more for the rights of the people.,0.22,15,-4.468944370864664
US:174899901,"I’m not sure. the country is the wealthiest country and should take care of the people that are struggling. I don’t believe in big government per se , but not in a government catering to only the elites either",0.25,43,-3.6865006406148657
US:44992931,The Republicans are too focused on identity politics,0.54,8,-1.1452348657431042
US:151356893,Why not,0.36,2,-2.3098674408762383
US:196670611,"I am fiscally conservative with my money and want a government that is the same. I like small government. I also think that unborn babies have rights and should not be killed, obviously they can't consent to being killed.",0.5,46,-1.4006455737038312
US:24360491,Democrats are supposed to work for the common good.,0.41,10,-1.9358313520516675
US:2866054,I believe they get more done and their values align better with my own. 10 years ago I would just call myself a Democrat as I believe I could see and vote across the political aisle. Now I call myself a strong Democrat because I can't believe what the GOP is allowing to happen in our counrty and their level of hypocrisy is mind bending.,0.3,72,-2.8776821265836046
US:2384262,Because I registered Republican as a teenager and have yet to have a compeling reason to change. I have voted for many Democrats in the past.,0.26,29,-3.513725072805581
US:2061041,I believe in the Bill of Rights and the Constitution of the United States. Democrats want Socialism/Communism.,0.46,24,-1.6111480131334401
US:55290,Because I believe in the Constitution,0.41,6,-1.9232171660265356
US:30225565,"I believe in freedom of choice, free speech and the values of the Democratic Party.",0.72,17,-0.18552852875349787
US:99965,"they are basically the same, and both worthless",0.39,9,-2.1246782325713602
US:4388959,I don't believe in handouts for no good reason like the Democrats want to do.,0.55,18,-1.0865213930095727
US:643193,"Because I believe in freedom of speech and the principals laid down in the US Constitution. People are all created equally and all should be given the same rights to vote no matter what your color, race, rich or poor. And all people should be given the right process of the law no matter what. NOT the will of a deranged president and his lackeys.",0.25,74,-3.614612076222876
US:2391964,Because it is the best party to be a member of.,0.48,12,-1.510517891417941
US:43177,Because the democrats are idiots.,0.27,7,-3.2837707458431105
US:46470277,I'm not really. I'm more of a socialist,0.69,11,-0.348327942026733
US:4281017,It's the only major party that's not completely rotten and corrupt.,0.72,14,-0.18293553646435642
US:4523056,"I registered when I was 18 years old and really didn’t know much about politics. I just literally picked a party, no reason",0.5,27,-1.3610543076722421
US:31418542,They align with my values more,0.29,6,-3.045778243785619
US:305852,Because they are the same people just different letters and they are all owned by khazarian Jews except Massey it’s not maga it’s miga,0.22,31,-4.571317951098879
US:195607747,Because there is no other choice,0.57,6,-0.9606631435285141
US:36700908,"Well if you want illegal immigrants, wars in countries, decrease the police involvement YOUR A POS DEMOCRAT",0.44,21,-8.401684794139626
US:442730,Because they aren't as liberal as Democrats with the people's money,0.32,13,-2.7265501951294873
US:127436837,"I’m a Democrat because I believe that the Democratic Party most closely supports middle class, working class and low income Americans. They are more concerned with creating policies that address both social and income inequality.",0.43,39,-1.8073349281214208
US:127340015,No real reason,0.28,3,-3.156727469195051
US:401554,"I'm conservative and I'm tired of the liberal nonsense going on in our country. I used to vote for the person but after what I've witnessed in the last 16 years, unless something changes; I'll never vote for a democrat at any level of government.",0.46,54,-1.6059379577918536
US:1836309,"I am a conservative. I despise most Republicans almost as much as I do the Democrats. (E.g. It makes me cringe to vote for someone like Sen. Tillis here in NC.) Nonetheless less, I find that most Republicans, whether because of political pressure or by true belief, tend to vote some in accord with my beliefs.",0.23,70,-4.193392605010513
US:25186591,"note sure, both aren’t doing much in the way of being lawful",0.23,14,-6.064033009317184
US:125636389,I was raised by my parents who were Democrats. My views generally align better with the Democrat's rather than the Republicans.,0.35,24,-2.444085675273241
US:40875112,Republicans are conservative,0.22,3,-4.852628111022449
US:972610,"I am a conservative Republican and hold the values of traditional Republicans in the mold of Reagan. Free speech, strong defense, pro-life, free trade, market economy, rule of law.",0.38,37,-2.135504652800559
US:666744,"I hate them both! The Republicans represent the rich 🤑, and the Democrats represent the dead 💀 beats and criminals! Nobody represents the descent people!",0.24,32,-3.9157064848284224
US:40573982,"Life, liberty and freedom of choice.",0.33,8,-2.568394218625145
US:165231637,Why because both the parties are not doing what they say.. they only do for themselves and party benefits,0.24,20,-4.012404821592523
US:112999883,Better policies,0.27,2,-6.859555326093185
US:163597777,more in tune with america,0.22,5,-4.906123275936165
US:737501,"Fiscally responsible, believe in law and order and criminals being punished, believe in secure borders, believe in America first",0.48,24,-1.5168992873569664
US:42214437,"The Republican party is for the rich. I am in the poverty level. I am barely able, with credit cards, to make it month to month.",0.52,31,-1.2524045735626104
US:158393201,"Jesus said: fish from the right side of the boat. Also, who sits on the right hand of God.?",0.24,23,-3.965471479665064
US:442003,The Democratic Party closely advocates for my beliefs and priorities with most issues. I am strongly opposed to Republican Fascist Party positions on nearly every issue.,0.24,29,-3.8285484992750836
US:180892929,The Republican Party used to be closer to libertarianism. Not so much anymore.,0.55,16,-1.1016641162113447
US:1581459,Because democrats have devolved into ridiculously high levels of violence and idiocy. And that Donald Trump along with Ronald Reagan are two of the greatest presidents ever!,0.22,32,-5.182791633540285
US:42581037,Because I don’t like the policies of the republican’s,0.29,11,-3.0679715992043928
US:197663877,I was a democrat for quite qwhile until the progressive faxction slowly started it rise. The quintessential moderate or cenrtristhas vanished. That party is the far left and the overeducated coastal liberal now. Which one will destroy the p[arty first. Im not a Rep but closer because they are more logical.,0.67,66,-9.699326009383677
US:187113865,Democrat are very honest people,0.24,6,-3.875881833530514
US:30591192,I believe in fighting for the people,0.74,7,-0.10026766662826248
US:170731037,Because the Democratic party is fighting for people like me and for our freedom of choice,0.32,16,-2.7122258939062545
US:4544169,Because they are the only ones that make sense,0.79,9,0.23640392575279515
US:28216828,Fight more for people and their rights.,0.3,8,-2.9296844000992155
US:30907920,"I believe in helping the poor in America to be educated, to be healthy, and have decent housing",0.58,20,-0.9493297756087152
US:724266,had to register republican to live where I do,0.22,9,-5.449435904117244
US:1820899,"I support limited government, states rights, and common-sense solutions. ""Woke"" policies are abhorrent.",0.3,24,-2.976864607883914
US:1117442,The Republican Party views align more with my views and values.,0.33,12,-2.5900273707076154
US:40902796,I support the Democratic platform,0.42,5,-1.8686071963338986
US:3706008,I've been for many years. I wouldn't change that.,0.57,13,-1.0062534828872367
US:186447633,Because the alternative is not a good one.,0.68,9,-0.405445521980535
US:181820597,I agree with Bernie Sanders push for Medicare for all as we are spending the most money in healthcare with least amount of positive outcome with for Profit Hospitals and pharmaceutical companies,0.22,32,-4.453439747797094
US:168623187,for the people,0.39,3,-2.0780505447940194
US:135240067,Because they're both terrible.,0.31,6,-2.773227126007522
US:138677011,i think so of the things they do make more since,0.27,11,-3.3679538004902736
US:4102823,"I have followed politics for many years and I used to vote Democrat, but as I’ve grown older I am convinced that they are for the most part a pack of thieves and liars and the party should be dissolved or reformed extensively and brought back to common sense. Period",0.34,55,-2.4678820597410405
US:176911157,I have no comment,0.67,4,-0.4314146225197779
US:40545848,Because their values align with my own.,0.34,8,-2.5154530879178516
US:171505951,I don't think we need parties. It divides people. Neither side is right on everything. They fight each other instead of fixing issues.,0.32,28,-2.7276169797223546
US:160752397,"Close the border, deport illegal aliens, voter ID, end fraud, waste and sbuse, DOGE every spending bill,politicians, elon misk DOGE California government from Savtsmento down to all leftist tim cities.",0.99,49,-12.878654929574386
US:30106015,Because I care about other people and about the environment more than I care about money and Democrats are more aligned with this than Republicans/MAGA,0.23,28,-4.25898731634905
US:124934653,I'm for God and country.,0.42,7,-1.8985663220958253
US:102837679,Neither party is getting things done for regular working class people.,0.28,12,-3.199163191427505
US:106818053,Because they are more conservative than Democrats.,0.35,8,-2.39079961161588
US:41880172,I feel the republican party is more for the working class and their agenda is more of how I feel our country should be.,0.53,25,-1.2273595538763256
US:252103,A republic buffers gut-reactions to avoid mobocracy. Pure democracies can be dangerous and destructive when they become driven by emotion rather than logic and long-term thinking.,0.22,33,-5.229372204461696
US:1463449,"I used to identify as a Democrat in the seventies, but the party moved away from supporting blue collar workers and transitioned to identity politics and ""Wokeness"" leaving me behind. While agreeing with some Republicans ideas, the party as a whole does not represent my views in any real sense.",0.27,60,-3.2917913200169915
US:4291159,I want freedom.,0.38,4,-2.193129100126401
US:36885750,"Democrats are responsible compassionate people, and care about the wellbeing of others",0.23,13,-4.402732696274766
US:173394155,I don’t feel like I’m I think I just in the middle,0.48,14,-1.4735927318486404
US:164392093,Because they provide a safety for people in need and care about more than billionaires,0.22,15,-5.091456458160167
US:3375538,We are dedicated to preserving traditional America.,0.34,8,-2.5291817369284124
US:149151643,because i believe in human rights and civil liberties,0.41,9,-1.951494758774719
US:26194102,Their policies and how they want to run the country align with mine get rid of only legal aliens no matter what two genders two sexes male female only that's it and stop the Democratic look towards from being such whiny ass f****** babies,0.27,47,-6.837012323834384
US:2558435,"Because the Democrat politicians are only interested in raw power. Just in the past 4 years we have seen an administration that used the Justice Department against their political adversaries. They swept in a mentally diminished president and maintained him despite the risks to 330 Million people, and when it was clear he could not win and the nation knew he was non compos mentis, they Undemocratically installed another candidate.",0.22,81,-5.070184719708187
US:2646941,I'm in the majority of the polling that gives congress the worst approval rating ever,0.29,16,-3.110994388889758
US:4585355,because I actually care about people and can empathize and feel,0.33,12,-2.588767541308729
US:44489967,because it is the right choice,0.4,6,-2.0041319807633213
US:241829,"Limited govt, states rights, protect the unborn, lower taxes, protect women against trans nonsense",0.25,19,-3.7404642049566763
US:186102243,"My values align with the Republican Party. I don’t promote abortion, illegal aliens coming into the u.s., I don’t support criminals, dei, transgender agenda, men in women’s sports, rapist, murders, or Democrats.",0.22,47,-4.6981167319502735
US:136386101,"Republicans have become a cult party in their featy to Trump, MAGA, violence, racism, mysogyny, birtherism, conspiracy theories, billionaires, Nazism, etc.",0.22,38,-5.417591434098149
US:125578563,no,0.23,1,-6.076349784212942
US:2480369,fredom,0.26,2,-6.685587524535489
US:187461569,"Because the MAGA movement under Trump is leaning into authroitarianism as Trump is backing fascist, white, male ideaology",0.26,25,-6.569732441564151
US:179810411,Both parties are bought and paid for they do not represent the people but the corporations who lobby them,0.61,19,-0.7773134861783941
US:122218845,I was raised to be a Democrat growing up that's why.,0.27,13,-3.3148129498848315
US:172850719,Democrats support important social issues and safety net issues. Republicans oppose safety net issues and support issues that discriminate against classes of people. Republicans want to tear down the separation of church and state.,0.31,37,-2.78570453880967
US:34154111,I believe in that party more,0.3,6,-2.8960806269466013
US:413421,I WAS an independent that was neither close to either party. I voted for who was closest to what I believed in and wanted for others and myself. But this republician party is no longer aligned with what they use to be. They are totally a different party and worship and bend the knee to their king. We do not have a person who follows the law or constitution.,0.27,75,-3.3829299283538523
US:119069121,"Both parties sold their loyalty to Israel, and the military industrial complex, and are working against the interests of the American people",0.49,24,-1.4202517710772466
US:206689041,i am not sure,0.64,4,-0.6145376669882273
US:4696576,Because my views and beliefs are more in line with democrats and their ways:,0.23,16,-4.2478640045031915
US:46355316,"The left wing is off the rails, and it is loony.",0.67,14,-0.4335024933855021
US:30934358,I am more conservative,0.45,4,-1.7011717869169518
US:1024893,The Republican have a ton of more common sense than the Democrats who have turned into a joke.,0.46,19,-1.5884665347906068
US:4274617,I believe in our constitution. I also believe in a woman’s right to choose. I believe you cannot override the constitution. We have separation of state and church. We cannot run over these values.,0.5,40,-1.3715105607559002
US:140343559,I would like less government and curtailment of spending. I don’t see either party working to balance our budget. I also think neither party follows the law and utilizes presidential power to push policy on people. Congress is weak and this is both parties. Let local people determine laws in their states.,0.22,60,-4.87758635299762
US:28892150,"I'm a Democrat because I believe in making sure everyone has equal rights. I believe in making sure women are equal to men when it comes to income, Job opportunities, and safety. I believe in making sure minorities have the same rights as white people.",0.85,51,0.649915363873246
US:339849,I have always been a Democrat as long aI was eligible to vote. I was raised that way.,0.46,21,-1.6265389096370222
US:2566153,I think the Republican party is on its way to becoming the Republican Nazi party of the USA.,0.54,19,-1.1272463868842257
US:112846673,"The Democrats have historically been the party of the ordinary working class and middle class American. They have attempted to offer the majority of Americans a better socio-economic opportunity to upward mobility in our country; they have been abandoned by white working class American males based on a misunderstanding of the tenants of the Republican party, i.e. represent the rich and powerful at all costs- Elon Musk and the talented billionaire oligarcy.",0.23,81,-4.4345838986725035
US:2092695,"Respect for people w/o regard to race, gender, ethnicity, orientation; respect for our Constitution and the right to vote; commitment to due process and the rule of law. Republicans -- elected officials and the people who support them -- share none of those values.",0.26,53,-3.516405618331658
US:29688019,Both parties have good ideas and bad ideas.,0.52,9,-1.2561846188552437
US:2956498,"Neither as a party have the best interest of America at heart, and neither, as a party, follow the constitution. Both parties are willing members of the Deep State and The Uniparty.",0.42,39,-1.8666455422207227
US:159110259,Because I believe in most everything Republicans believed in prior to most of them becoming MAGA.,0.22,18,-4.950096608097605
US:36479134,Republicans want to do what's best for our country but Democrats just want to do what is best for them and the Democratic party.,0.62,26,-0.7093748433905022
US:672042,"The Republican Party actively works to take away my rights as a naturalized citizen, immigrant, and woman of color. The Democrats do nothing to defend democracy in the United States and are not progressive enough for me to align with them as a party.",0.56,49,-1.0143599505674128
US:31145307,"Both are dogmatic, both make horrible decisions",0.29,9,-3.08338639305508
US:2825383,democrats have no plan no policy only oppose,0.22,9,-4.744270376906189
US:21633,I hate the religious right,0.43,5,-1.806629006601511
US:24858805,I believe in smaller gov and more personal responsibility.,0.46,10,-1.5854637494940038
US:966316,Alot of reasons,0.33,4,-2.6060197404990797
US:148449893,All Democrats are Marxist.,0.25,5,-3.7065723233150236
US:146186243,"Freedom of speech, freedom of what I do with my body, protecting the rights of all people, equality and so much more.",0.59,26,-0.8817983672491845
US:39820822,0ur freedom,0.27,3,-6.819271729059339
US:44901343,"The political system in America is two sides of the same coin. Lobbying has destroyed any semblance of the two party system. Congressmen/women are open to the highest bidder and/or being blackmailed to give big corporations whatever they want. The Supreme Court hasn’t followed the Constitution for a very long time. The agencies (CIA,FBI et al) have never been what we the people were told they were created to do; to keep America safe from foreign entities intent on harm to us. They were created to infiltrate other countries and control other countries to the best interests of the United States. Now, these same agencies are being trained on the American people. The people who are sick and tired of the agendas, lies, and propaganda being fed to us by a captured press.",0.29,160,-3.0051899241324582
US:176955665,"I believe in the commons, progressive taxation, universal healthcare, and freedom of thought and expression. Everything else is negotiable.",0.52,25,-1.2391740574069405
US:4357295,Both parties have strayed to extremes and have lost touch with the true ideals of their party.,0.57,19,-0.9595080822330112
US:183250517,My views align best with Republican candidates.,0.25,8,-3.7268200323522422
US:201883303,"I think Democrats work more to help all Americans, not just wealthy ones",0.33,14,-2.648469881956564
US:39460822,Feel they are more compassionate and kind,0.22,7,-4.496538970420402
US:1159389,Because Democrats have always stood up and represented the average citizens and not bowed down to the billionaire class.,0.22,20,-4.836531192447805
US:1479474,I've heard the democrats talk. That's way,0.24,11,-3.8785943717414355
US:819999,Because big government doesn’t help the middle and working class and it is taking away true freedom. It is destroying us and the democrats are all about big government and control and social programs and saving us from ourselves by stripping away our freedoms little by little.,0.3,51,-2.900686924501911
US:28702767,I'm a single mom that struggles financially I work hard and still don't get paid enough. I have to budget and inflation hurts my finances.,0.44,29,-1.7462260200992814
US:28778303,"I believe in fairness, compassion, helping the downtrodden, truth, justice, and the American. I'm against the stupidity, corruption, avarice, greed, and meaness of the Republicans",0.41,41,-1.9731930410765526
US:134905865,The Constitution is enormously important and needs to govern all our decisions and point the way forward.,0.25,18,-3.7551021810862686
US:206756117,"Because they have always fought for the vast majority of Americans, whereas the Republicans seem to have always wanted to protect the rich",0.45,24,-1.6711394119411203
US:24868092,"Both parties are an embarrassment to this country. They simply want to get re-elected. They are kowtowing to lobbysits and lining their pockets, while we ""average"" people are getting screwed.",0.49,43,-1.452054231803502
US:173316067,"I define myself as a republican, rather than democratic, because I believe that any true republican sticks to traditional values and principles. I like to keep those traditional values such as; respect for authority/elders, as this helps maintain discipline and general respectfulness. It also helps maintain stability in personal family relationships and societal relationships. Moral values and being able to know and choose what is right and what is wrong. I personally believe that this is the exact opposite of what the democratic viewpoints and goals are.",0.28,100,-3.2102140338112815
