,person_id,question,text,prob_machine_generated,n_tokens,glimpse_criterion,full_text,prob_machine_generated_full,n_tokens_full,glimpse_criterion_full
3176,US:165087689,why_moved_to_current_state,Parents,0.22,1,-5.272819317914015,Parents,0.22,1,-5.272819317914015
3177,US:165143077,when_decided_pid,When I learned you had to pick a party to vote at age 18,0.32,15,-2.759095032875365,When I learned you had to pick a party to vote at age 18   Because my views don't align with Republican views   School and just to live,0.25,31,-6.3504221161441885
3178,US:165143077,why_are_pid_with_when,Because my views don't align with Republican views,0.24,9,-4.044755182136527,When I learned you had to pick a party to vote at age 18   Because my views don't align with Republican views   School and just to live,0.25,31,-6.3504221161441885
3179,US:165143077,why_moved_to_current_state,School and just to live,0.22,5,-5.65138918317829,When I learned you had to pick a party to vote at age 18   Because my views don't align with Republican views   School and just to live,0.25,31,-6.3504221161441885
3180,US:165153229,why_are_pid,They are for the middle class,0.53,6,-1.1965828428636234,They are for the middle class,0.53,6,-1.1965828428636234
3181,US:165213033,when_think_pid,Long ago (I am 750,0.31,7,-2.7888450532652187,"Long ago (I am 750   Safety, educated populace and culture.   Because the Democrats are crazy.",0.51,22,-8.87662479126118
3182,US:165213033,why_moved_to_current_state,"Safety, educated populace and culture.",0.23,7,-6.075761938322384,"Long ago (I am 750   Safety, educated populace and culture.   Because the Democrats are crazy.",0.51,22,-8.87662479126118
3183,US:165213033,why_think_pid_with_when,Because the Democrats are crazy.,0.24,6,-4.020896912406424,"Long ago (I am 750   Safety, educated populace and culture.   Because the Democrats are crazy.",0.51,22,-8.87662479126118
3184,US:165231637,why_are_pid,Why because both the parties are not doing what they say.. they only do for themselves and party benefits,0.24,20,-4.012404821592523,Why because both the parties are not doing what they say.. they only do for themselves and party benefits   Job,0.23,22,-6.049197308476838
3185,US:165231637,why_moved_to_current_state,Job,0.33,1,-2.6298001581011357,Why because both the parties are not doing what they say.. they only do for themselves and party benefits   Job,0.23,22,-6.049197308476838
3186,US:165262967,why_moved_to_current_state,Home,0.3,1,-2.993164674738649,Home   The republicans are working towards answers as I do.,0.26,13,-6.675340919727189
3187,US:165262967,why_think_pid,The republicans are working towards answers as I do.,0.23,11,-4.232584893447216,Home   The republicans are working towards answers as I do.,0.26,13,-6.675340919727189
3188,US:165320667,when_think_pid,it was in my DNA and I acted upon it when I became aware of what was going on in America.,0.37,22,-2.2690985901713896,it was in my DNA and I acted upon it when I became aware of what was going on in America.   Dems treat people more fairly and cheat less,0.22,31,-5.6290891323955785
3189,US:165320667,why_think_pid_with_when,Dems treat people more fairly and cheat less,0.22,9,-5.134579974439494,it was in my DNA and I acted upon it when I became aware of what was going on in America.   Dems treat people more fairly and cheat less,0.22,31,-5.6290891323955785
3190,US:165408191,why_are_pid,they're not quite as actively setting the world on fire,0.3,11,-2.8967532505180795,they're not quite as actively setting the world on fire   .,0.22,13,-5.123944253055262
3191,US:165408191,why_moved_to_current_state,.,0.24,1,-3.82686766899377,they're not quite as actively setting the world on fire   .,0.22,13,-5.123944253055262
3192,US:165453519,why_are_pid,I vote with my wallet and never with my heart,0.49,10,-1.4135701375007668,"I vote with my wallet and never with my heart   Family, and it will always be home.",0.23,20,-4.208460444745841
3193,US:165453519,why_moved_to_current_state,"Family, and it will always be home.",0.33,9,-2.566810843830195,"I vote with my wallet and never with my heart   Family, and it will always be home.",0.23,20,-4.208460444745841
3194,US:165453939,when_decided_pid,I will say in 2000,0.4,7,-2.02884802611035,I will say in 2000   I don't vote at all   Never moved out of Wisconsin,0.23,20,-5.791641992362032
3195,US:165453939,why_are_pid_with_when,I don't vote at all,0.33,6,-2.6442357521917645,I will say in 2000   I don't vote at all   Never moved out of Wisconsin,0.23,20,-5.791641992362032
3196,US:165453939,why_moved_to_current_state,Never moved out of Wisconsin,0.22,5,-5.193337674259911,I will say in 2000   I don't vote at all   Never moved out of Wisconsin,0.23,20,-5.791641992362032
3197,US:165457161,when_decided_pid,"Not sure, but I have always aligned with the party that supports unions, and protecting the people in our country who need more assistance.",0.37,27,-2.2538626407312137,"Not sure, but I have always aligned with the party that supports unions, and protecting the people in our country who need more assistance.   I believe in protecting the most vulnerable in our country, I support a woman's right to choose what to do with her body and protect the environment.   Idaho was too right wing for me and we wanted to be closer to better healthcare",0.27,75,-3.3028837532610478
3198,US:165457161,why_are_pid_with_when,"I believe in protecting the most vulnerable in our country, I support a woman's right to choose what to do with her body and protect the environment.",0.58,30,-0.9480204956326326,"Not sure, but I have always aligned with the party that supports unions, and protecting the people in our country who need more assistance.   I believe in protecting the most vulnerable in our country, I support a woman's right to choose what to do with her body and protect the environment.   Idaho was too right wing for me and we wanted to be closer to better healthcare",0.27,75,-3.3028837532610478
3199,US:165457161,why_moved_to_current_state,Idaho was too right wing for me and we wanted to be closer to better healthcare,0.24,17,-3.828350582541153,"Not sure, but I have always aligned with the party that supports unions, and protecting the people in our country who need more assistance.   I believe in protecting the most vulnerable in our country, I support a woman's right to choose what to do with her body and protect the environment.   Idaho was too right wing for me and we wanted to be closer to better healthcare",0.27,75,-3.3028837532610478
3200,US:165484167,why_moved_to_current_state,Got married,0.23,2,-5.7645829711388705,Got married,0.23,2,-5.7645829711388705
3201,US:165505285,when_think_pid,Since I was old enough to vote,0.31,7,-2.824497621035215,Since I was old enough to vote   Husband job   It goes alone with my religion,0.57,17,-9.154453297052854
3202,US:165505285,why_moved_to_current_state,Husband job,0.22,3,-5.273053866755689,Since I was old enough to vote   Husband job   It goes alone with my religion,0.57,17,-9.154453297052854
3203,US:165505285,why_think_pid_with_when,It goes alone with my religion,0.22,6,-4.845588068419324,Since I was old enough to vote   Husband job   It goes alone with my religion,0.57,17,-9.154453297052854
3204,US:165545971,why_moved_to_current_state,born here,0.28,2,-7.017825511327215,born here   The liberal democrats only think about them self's not about the people they are to represent.,0.24,22,-3.9225230601903855
3205,US:165545971,why_think_pid,The liberal democrats only think about them self's not about the people they are to represent.,0.5,19,-1.3806486453521944,born here   The liberal democrats only think about them self's not about the people they are to represent.,0.24,22,-3.9225230601903855
3206,US:165565,when_decided_pid,no idea,0.22,2,-5.143346079882542,no idea   cause the democrats were ruining the country   I was born here,0.22,16,-5.051007312853535
3207,US:165565,why_are_pid_with_when,cause the democrats were ruining the country,0.24,8,-4.027325194099489,no idea   cause the democrats were ruining the country   I was born here,0.22,16,-5.051007312853535
3208,US:165565,why_moved_to_current_state,I was born here,0.62,4,-0.738409544674931,no idea   cause the democrats were ruining the country   I was born here,0.22,16,-5.051007312853535
3209,US:165590601,why_are_pid,Will I feel that I'm working class I'm stuck in the middle,0.33,14,-2.606057269449099,Will I feel that I'm working class I'm stuck in the middle   Family was here,0.22,18,-5.217175772537359
3210,US:165590601,why_moved_to_current_state,Family was here,0.22,3,-5.00193117502692,Will I feel that I'm working class I'm stuck in the middle   Family was here,0.22,18,-5.217175772537359
3211,US:165606295,why_moved_to_current_state,To pursue a music and radio career.,0.24,8,-3.8199067122441113,"To pursue a music and radio career.   I've been raised as one, and won't stray from my beliefs.",0.22,24,-4.775804677608307
3212,US:165606295,why_think_pid,"I've been raised as one, and won't stray from my beliefs.",0.39,15,-2.130403892466193,"To pursue a music and radio career.   I've been raised as one, and won't stray from my beliefs.",0.22,24,-4.775804677608307
3213,US:165665325,when_decided_pid,When I entered the US Army,0.5,6,-1.3734862655602884,"When I entered the US Army   The R party shares my beliefs on a strong border, following the rule of law and keeping trans men out of women’s sports and spaces.   Wife’s job",0.27,39,-6.756831730490173
3214,US:165665325,why_are_pid_with_when,"The R party shares my beliefs on a strong border, following the rule of law and keeping trans men out of women’s sports and spaces.",0.22,28,-5.294567075623168,"When I entered the US Army   The R party shares my beliefs on a strong border, following the rule of law and keeping trans men out of women’s sports and spaces.   Wife’s job",0.27,39,-6.756831730490173
3215,US:165665325,why_moved_to_current_state,Wife’s job,0.48,4,-1.5049561559829243,"When I entered the US Army   The R party shares my beliefs on a strong border, following the rule of law and keeping trans men out of women’s sports and spaces.   Wife’s job",0.27,39,-6.756831730490173
3216,US:165708959,why_moved_to_current_state,to be closer to family.,0.34,6,-2.543311417261324,"to be closer to family.   I am a conservative in all aspects of my life. I believe in a religious and ethical life. i believe in freedom of religion. I support the Constitution of the US. I am for a small federal government and strong local government. I do not support DEI, but merit based hiring practices. I believe that abortion should only take place because of rape or incest and a concern for the life of the mother. I believe there are only two sexes. I believe that strong families are the backbone of the US. I believe in pledging allegiance to the flag.",0.38,120,-2.2013231772466266
3217,US:165708959,why_think_pid,"I am a conservative in all aspects of my life. I believe in a religious and ethical life. i believe in freedom of religion. I support the Constitution of the US. I am for a small federal government and strong local government. I do not support DEI, but merit based hiring practices. I believe that abortion should only take place because of rape or incest and a concern for the life of the mother. I believe there are only two sexes. I believe that strong families are the backbone of the US. I believe in pledging allegiance to the flag.",0.46,113,-1.6219136073774127,"to be closer to family.   I am a conservative in all aspects of my life. I believe in a religious and ethical life. i believe in freedom of religion. I support the Constitution of the US. I am for a small federal government and strong local government. I do not support DEI, but merit based hiring practices. I believe that abortion should only take place because of rape or incest and a concern for the life of the mother. I believe there are only two sexes. I believe that strong families are the backbone of the US. I believe in pledging allegiance to the flag.",0.38,120,-2.2013231772466266
3218,US:165827235,when_think_pid,Probably about ten years ago when I was learning about the different parties and coming into my identity as a marginalized person.,0.28,23,-3.2028625021608814,Probably about ten years ago when I was learning about the different parties and coming into my identity as a marginalized person.   I think they do a much better job looking out for marginalized people,0.23,37,-4.321557695435526
3219,US:165827235,why_think_pid_with_when,I think they do a much better job looking out for marginalized people,0.24,13,-3.8976410475365553,Probably about ten years ago when I was learning about the different parties and coming into my identity as a marginalized person.   I think they do a much better job looking out for marginalized people,0.23,37,-4.321557695435526
3220,US:165828455,why_moved_to_current_state,To get away from my ex-wife and her family,0.59,10,-0.8516937762553345,To get away from my ex-wife and her family   I despise these whte trash magamorons,0.23,22,-5.886184572865934
3221,US:165828455,why_think_pid,I despise these whte trash magamorons,0.22,11,-5.619589341200847,To get away from my ex-wife and her family   I despise these whte trash magamorons,0.23,22,-5.886184572865934
3222,US:165842269,why_are_pid,I believe in a small efficient government,0.56,7,-1.0089263639450865,I believe in a small efficient government,0.56,7,-1.0089263639450863
3223,US:165860111,when_decided_pid,In my 20’s,0.65,5,-0.5563334215952548,In my 20’s   My parents. More concerned with the workers   Weather and hayfever,0.35,20,-7.7135179495960315
3224,US:165860111,why_are_pid_with_when,My parents. More concerned with the workers,0.22,8,-5.696541833998987,In my 20’s   My parents. More concerned with the workers   Weather and hayfever,0.35,20,-7.7135179495960315
3225,US:165860111,why_moved_to_current_state,Weather and hayfever,0.22,5,-5.417805300725488,In my 20’s   My parents. More concerned with the workers   Weather and hayfever,0.35,20,-7.7135179495960315
3226,US:1658830,when_decided_pid,The first time Donald Trump ran for president.,0.48,9,-1.4939393982299651,"The first time Donald Trump ran for president.   Because Donald Trump, and his supporters, are racists.   To be nearer to family",0.24,28,-4.042832729795699
3227,US:1658830,why_are_pid_with_when,"Because Donald Trump, and his supporters, are racists.",0.5,12,-1.3440296187742016,"The first time Donald Trump ran for president.   Because Donald Trump, and his supporters, are racists.   To be nearer to family",0.24,28,-4.042832729795699
3228,US:1658830,why_moved_to_current_state,To be nearer to family,0.27,5,-3.3010104897054493,"The first time Donald Trump ran for president.   Because Donald Trump, and his supporters, are racists.   To be nearer to family",0.24,28,-4.042832729795699
3229,US:165922855,when_think_pid,Always,0.23,1,-4.413427954033356,"Always   Health   Because both sides are corrupt. When in doubt, vote them out",0.23,17,-5.746958929347025
3230,US:165922855,why_moved_to_current_state,Health,0.31,1,-2.8711094562839894,"Always   Health   Because both sides are corrupt. When in doubt, vote them out",0.23,17,-5.746958929347025
3231,US:165922855,why_think_pid_with_when,"Because both sides are corrupt. When in doubt, vote them out",0.29,13,-3.049059544926389,"Always   Health   Because both sides are corrupt. When in doubt, vote them out",0.23,17,-5.746958929347025
3232,US:1659535,when_think_pid,1968 when Richard Nixon was running. I admired the people who were voting for him much more than those against.,0.24,23,-3.8644272611249377,"1968 when Richard Nixon was running. I admired the people who were voting for him much more than those against.   Law school and karate   The democrats are against free speech, religious freedom, are open borders advocates, ant-2nd amendment, pro tax, pro war and are more corrupt than republicans.",0.22,65,-5.390829418869598
3233,US:1659535,why_moved_to_current_state,Law school and karate,0.23,5,-4.294840671726295,"1968 when Richard Nixon was running. I admired the people who were voting for him much more than those against.   Law school and karate   The democrats are against free speech, religious freedom, are open borders advocates, ant-2nd amendment, pro tax, pro war and are more corrupt than republicans.",0.22,65,-5.390829418869598
3234,US:1659535,why_think_pid_with_when,"The democrats are against free speech, religious freedom, are open borders advocates, ant-2nd amendment, pro tax, pro war and are more corrupt than republicans.",0.43,35,-1.8246740705304936,"1968 when Richard Nixon was running. I admired the people who were voting for him much more than those against.   Law school and karate   The democrats are against free speech, religious freedom, are open borders advocates, ant-2nd amendment, pro tax, pro war and are more corrupt than republicans.",0.22,65,-5.390829418869598
3235,US:165991839,why_are_pid,"I was a Republican until the January 6 insurrection and Trump. After those two events, I became independent. I do not identify with the MAGA Trump Republicans. I am independent now. I like that the Democratic Party looks out for the environment and wants to regulate big business.",0.54,57,-1.1455270119726058,"I was a Republican until the January 6 insurrection and Trump. After those two events, I became independent. I do not identify with the MAGA Trump Republicans. I am independent now. I like that the Democratic Party looks out for the environment and wants to regulate big business.   My Dad got stationed in Florida.",0.29,65,-3.0467391166102598
3236,US:165991839,why_moved_to_current_state,My Dad got stationed in Florida.,0.24,7,-3.939462183134305,"I was a Republican until the January 6 insurrection and Trump. After those two events, I became independent. I do not identify with the MAGA Trump Republicans. I am independent now. I like that the Democratic Party looks out for the environment and wants to regulate big business.   My Dad got stationed in Florida.",0.29,65,-3.0467391166102598
3237,US:1661362,why_moved_to_current_state,I was away for 3 months to help my daughter with her new child,0.75,15,-0.0323758188642802,"I was away for 3 months to help my daughter with her new child   I believe that the Federal Government should enhance the well b being of its citizens like, for example, when it funded the Interstate Highway System",0.24,43,-3.8437677713227196
3238,US:1661362,why_think_pid,"I believe that the Federal Government should enhance the well b being of its citizens like, for example, when it funded the Interstate Highway System",0.27,27,-3.305013565452691,"I was away for 3 months to help my daughter with her new child   I believe that the Federal Government should enhance the well b being of its citizens like, for example, when it funded the Interstate Highway System",0.24,43,-3.8437677713227196
3239,US:166138413,why_moved_to_current_state,My husband's job,0.37,4,-2.2230585591760157,"My husband's job   Because they're further to the left. I have no love for the Democratic Party left, however, they are the closest to me on the political gradient.",0.27,36,-3.27616196758531
3240,US:166138413,why_think_pid,"Because they're further to the left. I have no love for the Democratic Party left, however, they are the closest to me on the political gradient.",0.37,31,-2.223719786047443,"My husband's job   Because they're further to the left. I have no love for the Democratic Party left, however, they are the closest to me on the political gradient.",0.27,36,-3.27616196758531
3241,US:166143775,when_think_pid,1980,0.3,2,-2.97577091420927,1980   divorce of parents,0.39,6,-8.10543675222859
3242,US:166143775,why_moved_to_current_state,divorce of parents,0.23,4,-4.087815223215534,1980   divorce of parents,0.39,6,-8.10543675222859
3243,US:166176695,when_think_pid,Can’t remember,0.35,3,-2.447336381365011,Can’t remember   I was able to afford a house there   Because of the policies of that party,0.24,20,-3.9282426590611146
3244,US:166176695,why_moved_to_current_state,I was able to afford a house there,0.43,8,-1.806238785958761,Can’t remember   I was able to afford a house there   Because of the policies of that party,0.24,20,-3.9282426590611146
3245,US:166176695,why_think_pid_with_when,Because of the policies of that party,0.32,7,-2.722342843355648,Can’t remember   I was able to afford a house there   Because of the policies of that party,0.24,20,-3.9282426590611146
3246,US:166194131,when_decided_pid,When I saw what the republican party represents. Not the people.,0.24,13,-4.032629454694179,"When I saw what the republican party represents. Not the people.   The only party concerned about peoples lives. Not corporations and the maga rich, who don't need more.   I WAS BORN IN NEW JERSEY",0.22,47,-5.630140266802748
3247,US:166194131,why_are_pid_with_when,"The only party concerned about peoples lives. Not corporations and the maga rich, who don't need more.",0.22,22,-4.493778225650146,"When I saw what the republican party represents. Not the people.   The only party concerned about peoples lives. Not corporations and the maga rich, who don't need more.   I WAS BORN IN NEW JERSEY",0.22,47,-5.630140266802748
3248,US:166194131,why_moved_to_current_state,I WAS BORN IN NEW JERSEY,0.54,10,-1.11931570908942,"When I saw what the republican party represents. Not the people.   The only party concerned about peoples lives. Not corporations and the maga rich, who don't need more.   I WAS BORN IN NEW JERSEY",0.22,47,-5.630140266802748
3249,US:166240663,when_decided_pid,When the bastards followed the same uniparty fascistic and imperialiastic policies toward Russia and Gaza.,0.31,22,-7.303296528251006,When the bastards followed the same uniparty fascistic and imperialiastic policies toward Russia and Gaza.   Because they're the same.   Job opportunity,0.35,32,-7.703716844141468
3250,US:166240663,why_are_pid_with_when,Because they're the same.,0.42,6,-1.8873555811117364,When the bastards followed the same uniparty fascistic and imperialiastic policies toward Russia and Gaza.   Because they're the same.   Job opportunity,0.35,32,-7.703716844141468
3251,US:166240663,why_moved_to_current_state,Job opportunity,0.26,2,-3.5106980414946056,When the bastards followed the same uniparty fascistic and imperialiastic policies toward Russia and Gaza.   Because they're the same.   Job opportunity,0.35,32,-7.703716844141468
3252,US:1663104,when_think_pid,The democrats have been very deceiving and dishonest.,0.56,11,-1.0545907635200018,The democrats have been very deceiving and dishonest.   work,0.22,13,-4.637262424126911
3253,US:1663104,why_moved_to_current_state,work,0.23,1,-5.758092195569234,The democrats have been very deceiving and dishonest.   work,0.22,13,-4.637262424126911
3254,US:1663104,why_think_pid_with_when,The democrats have been very deceiving and dishonest.,0.56,11,-1.0545907635200018,The democrats have been very deceiving and dishonest.   work,0.22,13,-4.637262424126911
3255,US:166330549,why_moved_to_current_state,Work,0.44,1,-1.709566926274204,Work   I am a fiscal conservative. Believes we shouldn’t spend more then we take in,0.22,19,-5.176453292665557
3256,US:166330549,why_think_pid,I am a fiscal conservative. Believes we shouldn’t spend more then we take in,0.32,17,-2.748021238715044,Work   I am a fiscal conservative. Believes we shouldn’t spend more then we take in,0.22,19,-5.176453292665557
3257,US:1663552,why_moved_to_current_state,U.S. Air Force duty,0.43,6,-1.820224406014608,U.S. Air Force duty   The political parties chose their party over their nation.,0.22,17,-5.023592579552841
3258,US:1663552,why_think_pid,The political parties chose their party over their nation.,0.31,10,-2.8088318919906214,U.S. Air Force duty   The political parties chose their party over their nation.,0.22,17,-5.023592579552841
3259,US:166371393,why_are_pid,Why do we have a felon for a president. Why don't they ban plastic with,0.24,17,-3.915897164529384,Why do we have a felon for a president. Why don't they ban plastic with   Someplace to go,0.23,22,-6.075776230670376
3260,US:166371393,why_moved_to_current_state,Someplace to go,0.5,4,-1.3806504060441387,Why do we have a felon for a president. Why don't they ban plastic with   Someplace to go,0.23,22,-6.075776230670376
3261,US:1663994,why_moved_to_current_state,"Retired, to be near grand children",0.25,8,-3.734932418615605,"Retired, to be near grand children   I don’t believe in murdering babies, don’t think sexual preference should give anyone special rights, totally against illegal immigrations, and will not go to El Salvador to bring an ElSavadorian citizen, who was in America illegally, back to America, so he can be deported again! One last point, watching the Demoncrats on tv, I am not an idiot and out of touch with reality!",0.23,92,-4.4509256700739686
3262,US:1663994,why_think_pid,"I don’t believe in murdering babies, don’t think sexual preference should give anyone special rights, totally against illegal immigrations, and will not go to El Salvador to bring an ElSavadorian citizen, who was in America illegally, back to America, so he can be deported again! One last point, watching the Demoncrats on tv, I am not an idiot and out of touch with reality!",0.24,83,-3.850813060531935,"Retired, to be near grand children   I don’t believe in murdering babies, don’t think sexual preference should give anyone special rights, totally against illegal immigrations, and will not go to El Salvador to bring an ElSavadorian citizen, who was in America illegally, back to America, so he can be deported again! One last point, watching the Demoncrats on tv, I am not an idiot and out of touch with reality!",0.23,92,-4.4509256700739686
3263,US:166432403,why_are_pid,Because I am not a republican,0.29,6,-3.025920271102738,Because I am not a republican,0.29,6,-3.025920271102738
3264,US:166448297,when_think_pid,Probably in the early 1980's.,0.42,9,-1.90857872992458,"Probably in the early 1980's.   I believe democrats generally care about the people regardless of income status. The middle class is disappearing, and everyday people are struggling to pay for basic necessities that include affordable and reliable childcare, lack of transportation, etc. In Alabama the school systems are not doing their job and they're funneling money to charter and private schools and it's been PROVEN they do NOT provide a better education than public schools. I CARE about everyone whether you're yellow, black, white, red, brown!",0.22,108,-5.207651569262319
3265,US:166448297,why_think_pid_with_when,"I believe democrats generally care about the people regardless of income status. The middle class is disappearing, and everyday people are struggling to pay for basic necessities that include affordable and reliable childcare, lack of transportation, etc. In Alabama the school systems are not doing their job and they're funneling money to charter and private schools and it's been PROVEN they do NOT provide a better education than public schools. I CARE about everyone whether you're yellow, black, white, red, brown!",0.22,98,-5.262874816946403,"Probably in the early 1980's.   I believe democrats generally care about the people regardless of income status. The middle class is disappearing, and everyday people are struggling to pay for basic necessities that include affordable and reliable childcare, lack of transportation, etc. In Alabama the school systems are not doing their job and they're funneling money to charter and private schools and it's been PROVEN they do NOT provide a better education than public schools. I CARE about everyone whether you're yellow, black, white, red, brown!",0.22,108,-5.207651569262319
3266,US:166556621,why_moved_to_current_state,"For more freedoms, better.weather",0.32,6,-7.435206357338736,"For more freedoms, better.weather   I think we should have a smaller government.",0.23,16,-4.3443125855443485
3267,US:166556621,why_think_pid,I think we should have a smaller government.,0.9,9,1.0574920203700806,"For more freedoms, better.weather   I think we should have a smaller government.",0.23,16,-4.3443125855443485
3268,US:166616069,why_are_pid,Their policies more closely reflect my personal beliefs than Democrats.,0.27,11,-3.3825860460145307,Their policies more closely reflect my personal beliefs than Democrats.,0.27,11,-3.3825860460145307
3269,US:166634,why_are_pid,Neither respects or represents moral clarity with respect to Israel and the genocide they are conducting.,0.24,17,-6.170424292272868,Neither respects or represents moral clarity with respect to Israel and the genocide they are conducting.   My family is here.,0.28,23,-6.909706504417804
3270,US:166634,why_moved_to_current_state,My family is here.,0.5,5,-1.3542032146088403,Neither respects or represents moral clarity with respect to Israel and the genocide they are conducting.   My family is here.,0.28,23,-6.909706504417804
3271,US:166671255,why_are_pid,I believe in freedom of the people. Not the government telling us how to live our lives like the democrats do.,0.64,24,-0.6353043510646615,I believe in freedom of the people. Not the government telling us how to live our lives like the democrats do.   Family and it was a red state at the time.,0.27,36,-3.33457207785312
3272,US:166671255,why_moved_to_current_state,Family and it was a red state at the time.,0.28,11,-3.1509219975075204,I believe in freedom of the people. Not the government telling us how to live our lives like the democrats do.   Family and it was a red state at the time.,0.27,36,-3.33457207785312
3273,US:166681195,why_are_pid,Want our nation protected and have people deserve and work to be in our country.,0.23,16,-5.7898405708803224,"Want our nation protected and have people deserve and work to be in our country.   Much more for our money, low taxes and the state is beautiful",0.25,30,-6.505450948313396
3274,US:166681195,why_moved_to_current_state,"Much more for our money, low taxes and the state is beautiful",0.28,13,-3.139057290890785,"Want our nation protected and have people deserve and work to be in our country.   Much more for our money, low taxes and the state is beautiful",0.25,30,-6.505450948313396
3275,US:166723,when_decided_pid,I was always on the right side,0.68,7,-0.4206916914515806,I was always on the right side   I like to be on the right side   my husband was in the Army,0.36,23,-2.3503459417837953
3276,US:166723,why_are_pid_with_when,I like to be on the right side,0.81,8,0.3372131242927268,I was always on the right side   I like to be on the right side   my husband was in the Army,0.36,23,-2.3503459417837953
3277,US:166723,why_moved_to_current_state,my husband was in the Army,0.37,6,-2.251278573335815,I was always on the right side   I like to be on the right side   my husband was in the Army,0.36,23,-2.3503459417837953
3278,US:1667263,why_are_pid,Reagan and Trump have proven they are/were for the Americans....and not their own personal greed.,0.34,21,-2.479685582864963,Reagan and Trump have proven they are/were for the Americans....and not their own personal greed.   Much better than Indiana.,0.22,27,-4.7861880327496
3279,US:1667263,why_moved_to_current_state,Much better than Indiana.,0.23,5,-5.980616650444693,Reagan and Trump have proven they are/were for the Americans....and not their own personal greed.   Much better than Indiana.,0.22,27,-4.7861880327496
3280,US:166729569,why_are_pid,right now I voted for republicans but have voter for both throught out the years,0.27,17,-6.829118085120393,right now I voted for republicans but have voter for both throught out the years,0.27,17,-6.829118085120393
3281,US:166729765,when_think_pid,Since always,0.23,2,-5.815215467945503,Since always   I dont want any party to decide my vote.,0.22,13,-5.576886496377003
3282,US:166729765,why_think_pid_with_when,I dont want any party to decide my vote.,0.37,10,-2.2126673957477503,Since always   I dont want any party to decide my vote.,0.22,13,-5.576886496377003
3283,US:166764263,when_decided_pid,2016,0.36,2,-2.358311613479094,2016   I identify more with the patriotic values   Warm weather,0.28,13,-7.007542792975246
3284,US:166764263,why_are_pid_with_when,I identify more with the patriotic values,0.29,7,-3.113399813536001,2016   I identify more with the patriotic values   Warm weather,0.28,13,-7.007542792975246
3285,US:166764263,why_moved_to_current_state,Warm weather,0.43,2,-1.8119217821133264,2016   I identify more with the patriotic values   Warm weather,0.28,13,-7.007542792975246
3286,US:1668222,when_decided_pid,ages ago,0.25,2,-6.358748142236341,ages ago   because they're usually sane   nonya,0.8,11,-10.416554579407634
3287,US:1668222,why_are_pid_with_when,because they're usually sane,0.23,5,-6.009572661723308,ages ago   because they're usually sane   nonya,0.8,11,-10.416554579407634
3288,US:1668222,why_moved_to_current_state,nonya,0.25,3,-3.724821987338569,ages ago   because they're usually sane   nonya,0.8,11,-10.416554579407634
3289,US:166837151,when_decided_pid,When both showed.no.interwst in what the people want and need,0.35,14,-7.73470640228777,When both showed.no.interwst in what the people want and need   Cause neither side says anything I agree with,0.72,23,-9.958698787198117
3290,US:166837151,why_are_pid_with_when,Cause neither side says anything I agree with,0.3,8,-7.235861213745159,When both showed.no.interwst in what the people want and need   Cause neither side says anything I agree with,0.72,23,-9.958698787198117
3291,US:166893161,when_think_pid,At the age of 17,0.86,6,0.7199542999946588,At the age of 17   Because democracy is always better for people of color,0.22,16,-5.03201647753373
3292,US:166893161,why_think_pid_with_when,Because democracy is always better for people of color,0.26,9,-3.600790800073276,At the age of 17   Because democracy is always better for people of color,0.22,16,-5.03201647753373
3293,US:166901911,when_think_pid,When Grorge Wallace was governor of Alabama,0.22,8,-4.4751159689442295,When Grorge Wallace was governor of Alabama   Born in Texas   Could never be a republican,0.28,18,-6.950668297097385
3294,US:166901911,why_moved_to_current_state,Born in Texas,0.42,3,-1.90403367102602,When Grorge Wallace was governor of Alabama   Born in Texas   Could never be a republican,0.28,18,-6.950668297097385
3295,US:166901911,why_think_pid_with_when,Could never be a republican,0.24,5,-4.042318662820674,When Grorge Wallace was governor of Alabama   Born in Texas   Could never be a republican,0.28,18,-6.950668297097385
3296,US:166973633,when_think_pid,"As far back as I can remember, everyone of My family has been a democrat",0.35,16,-2.3965559298130032,"As far back as I can remember, everyone of My family has been a democrat   philadelphia PA   I believe that it's the party that helps people no matter what and I have the same conviction",0.23,40,-4.398555246357142
3297,US:166973633,why_moved_to_current_state,philadelphia PA,0.22,3,-5.302435043899333,"As far back as I can remember, everyone of My family has been a democrat   philadelphia PA   I believe that it's the party that helps people no matter what and I have the same conviction",0.23,40,-4.398555246357142
3298,US:166973633,why_think_pid_with_when,I believe that it's the party that helps people no matter what and I have the same conviction,0.35,19,-2.434490407925307,"As far back as I can remember, everyone of My family has been a democrat   philadelphia PA   I believe that it's the party that helps people no matter what and I have the same conviction",0.23,40,-4.398555246357142
3299,US:167050857,why_think_pid,Only because I’m concerned about humanity and rights of people but I want to keep my hard earned money,0.28,20,-3.1606875335157767,Only because I’m concerned about humanity and rights of people but I want to keep my hard earned money,0.28,20,-3.1606875335157767
3300,US:167065531,why_moved_to_current_state,Because I thought it was a beautiful state,0.3,8,-2.9555672824571553,"Because I thought it was a beautiful state   I don't necessarily think of myself as a Democrat as much as I think of myself as a responsible citizen who wants our government to work for the people and not for big money donors, corporations and special interests. The government should do what it can to help and benefit the most people and improve lives.",0.42,69,-1.8896652914670098
