person_id,why_moved_to_current_state,prob_machine_generated,n_tokens,glimpse_criterion
US:167521275,Husband was transferred by company,0.27,6,-3.3548506817579304
US:153420309,Parents moved,0.49,2,-8.710171425794718
US:40650859,Job,0.33,1,-2.6298001581011357
US:22176025,I was born in this state.,0.79,7,0.2264707365563266
US:1924816,I was born...and it happened to be in RI,0.31,11,-2.8242115461343476
US:149283887,Beauty and good weed.,0.22,5,-5.137887070203417
US:29701159,Retired,0.36,2,-2.3629177271358044
US:1096150,personal relationship,0.25,2,-6.456351156643872
US:30178832,born,0.3,1,-7.236120512622556
US:206398053,I was born in Kansas,0.82,5,0.40377050696202454
US:2147126,I was born there.,0.48,5,-1.4681502629535303
US:183208553,My wife wanted to.,0.24,5,-3.8770952259522953
US:3213703,To be close to family,0.33,5,-2.6490987365760463
US:41063862,To get away from snow,0.25,5,-3.731681150548299
US:119636643,I PCS’d here from Germany while serving on active duty in the U.S. Army.,0.42,18,-1.8697903899452082
US:147754821,"It’s home, and for my husband’s job.",0.26,11,-3.476057863891641
US:171454341,Thought I missed the mountains and snow,0.22,7,-4.501624594552666
US:3457079,Because I was born here and this is where my family are,0.39,12,-2.1158348747542077
US:193164715,Got married,0.23,2,-5.7645829711388705
US:146731711,"Like the environment, the people, and the freedom.",0.49,11,-1.4306568680715988
US:1437241,"Weather, politics",0.25,3,-3.649279956054063
US:45827685,Born here,0.24,2,-6.211084609295849
US:124203867,My home,0.44,2,-1.7148908179055762
US:835529,My parents moved here.,0.28,5,-3.2255444385729852
US:40915882,Husband's job,0.39,4,-2.0560802122977506
US:182884763,Family,0.25,1,-3.7675180728671025
US:24918722,For personal reasons,0.45,3,-1.702531958971568
US:162089701,Bad marriage.,0.22,3,-5.498119496670063
US:156674223,Job offer,0.27,2,-3.3297204121235486
US:191587055,To be in the city of Philadelphia,0.7,7,-0.31323020929566253
US:125423673,military,0.36,2,-2.3319677294128507
US:25513147,My wife lost her job but got one in Tennessee.,0.31,11,-2.851299871915826
US:799985,college,0.38,1,-8.01762236337824
US:183971137,It’s beautiful. The Pacific Northwest! There’s nothing like it,0.53,13,-1.201132996309917
US:40618263,To escape lawless NY,0.28,5,-7.017261060847335
US:195013463,Was born here,0.23,3,-5.952310534431207
US:156890959,Hated California,0.22,3,-4.777091799986129
US:22969670,Job,0.33,1,-2.6298001581011357
US:186797443,Dad's military service,0.57,5,-0.9963228654663256
US:1325933,Military,0.23,1,-4.3068628575084205
US:114543151,New job,0.32,2,-2.679164289476525
US:46857908,Safe and cheaper rent,0.29,4,-7.061325668027613
US:27382076,I was born here,0.62,4,-0.738409544674931
US:2086149,I was born here in 1949.,0.66,9,-0.48682268399298245
US:27271192,Born there,0.27,2,-6.753916288151027
US:201793023,June,0.29,1,-3.123702579011967
US:135972431,"Taxes are lower, like the climate, retired",0.22,10,-4.910075093888719
US:2955142,Came with parents,0.26,4,-3.55880190332822
US:1571973,had sleep apnea could no longer work,0.22,8,-4.58368280720611
US:36099928,Ex husband moved us here,0.34,5,-7.61856242056799
US:200266563,to find work,0.24,3,-3.9268664365154216
US:39272753,I moved back to Idaho to be near family.,0.46,10,-1.6421440352718686
US:174514921,Job relocation,0.23,2,-6.026546139292969
US:41571570,I didn't want to raise my son where I lived. My parents lost their jobs and we wanted to start over and be closer to family that lived in Florida,0.39,32,-2.0707113446214174
US:198736091,Husband’s job,0.48,4,-1.5120374430607737
US:201757891,military move,0.24,3,-3.8376795944827804
US:187954419,Divorce,0.32,2,-2.710674065312122
US:203369965,Cheaper living than CA,0.23,5,-5.8797077908074264
US:105604235,bought a house,0.6,4,-0.8113647356674021
US:192777411,My out of state job was over and Georgia is where I'm from.,0.25,15,-3.769963228724884
US:1305863,Husband wanted to,0.36,4,-2.3503622988510853
US:2451346,Fathers job,0.24,3,-6.190119484589495
US:1606192,Got married,0.23,2,-5.7645829711388705
US:27121401,I was born in Illinois,0.79,5,0.21475738250047438
US:151078541,1978,0.23,2,-4.079265896854116
US:145782741,Granddaughter & husband lived there,0.22,6,-5.2323272472863795
US:3667180,My family moved to New York for career opportunities.,0.55,10,-1.084594576594893
US:28156510,To be close to family,0.33,5,-2.6490987365760463
US:2597338,I was born here,0.62,4,-0.738409544674931
US:189651357,Personal,0.4,1,-2.0262214324867878
US:165922855,Health,0.31,1,-2.8711094562839894
US:40614179,Husband's job,0.39,4,-2.0560802122977506
US:34695224,father was transferred,0.25,3,-6.491857141252253
US:181447493,For a better future and opportunities,0.38,6,-2.1438243635597596
US:1949924,My mother’s failing health,0.49,5,-1.4578486733882245
US:38913207,Mother had to relocate for health reasons.,0.26,8,-3.476541330060104
US:179679629,I was born here,0.62,4,-0.738409544674931
US:25580322,Safe environment for my family,0.29,5,-3.0542299344875667
US:124472141,It didn't work out for me in Idaho,0.32,9,-2.7540321805473464
US:41198284,To move back to our home state,0.36,7,-2.360733361070035
US:183369565,Grandchildren,0.25,2,-3.675904258888477
US:849670,"To retire, better weather and cheaper housing lower taxes better politically",0.36,12,-7.833074325415803
US:46332279,Be near parents,0.53,3,-8.97420531929269
US:39417223,The climate,0.63,2,-0.6521296095219957
US:152169027,My father took a job and moved the family here while I was a minor.,0.3,16,-2.894404495808177
US:2362919,family divorce,0.36,2,-7.811053587859245
US:190606355,To find greener pasture,0.24,5,-3.9954142927095875
US:32348799,military,0.36,2,-2.3319677294128507
US:115395569,WeTher,0.23,3,-4.241452023889286
US:150549625,Job,0.33,1,-2.6298001581011357
US:40926800,Parents choice,0.49,2,-8.716958834994056
US:174649803,I was born here,0.62,4,-0.738409544674931
US:217575,Job relocation,0.23,2,-6.026546139292969
US:171107041,Family,0.25,1,-3.7675180728671025
US:206068529,It's my hometown,0.27,4,-3.3518813436511574
US:192025671,My Husband's Father was ill,0.27,6,-3.407909820045677
US:189969363,work,0.23,1,-5.758092195569234
US:195224515,US Navy,0.43,2,-1.839565752981465
US:132592787,family work,0.4,2,-8.141325812865873
US:154728427,Been born here and lived here for 18 years then moved and came back.,0.33,16,-2.6283849113154454
US:187253879,Education,0.26,1,-3.4734527437099536
US:32490416,Because I lived here f0before,0.37,7,-7.934992919914194
US:198783471,Job,0.33,1,-2.6298001581011357
US:194310127,lower prices,0.23,2,-5.934607454008932
US:186972733,Weather,0.28,1,-3.250849411559235
US:207421231,Job,0.33,1,-2.6298001581011357
US:193198921,Military transfer!,0.28,3,-6.954010449950398
US:4037061,to attend college,0.24,3,-3.955555728205947
US:1726063,"Lower taxes, weather",0.26,4,-6.5656817017770255
US:404350,FATHER GOT TRANSFERRED,0.24,6,-3.950140614382316
US:186918827,Retired,0.36,2,-2.3629177271358044
US:664033,Get the hell out of Tennessee,0.26,6,-3.5341961455941617
US:553429,love,0.31,1,-7.370554728270084
US:3167392,To get the band back together,0.46,6,-1.6082887299331834
US:167353981,born here,0.28,2,-7.017825511327215
US:200818699,I was born here,0.62,4,-0.738409544674931
US:194160611,to be near family,0.22,4,-4.534782411316456
US:41733614,married and bought a house,0.29,5,-3.1081357078309106
US:203805443,Closer to family,0.28,4,-3.2641701939882948
US:204645491,To take of my son,0.28,5,-3.155814738821352
US:182665931,for employment,0.3,2,-7.2762902801903575
US:176988331,Home,0.3,1,-2.993164674738649
US:2357501,I hate snow.,0.46,4,-1.6294900277347386
US:2999933,Moved back with parents,0.22,4,-4.520830368149573
US:24933131,Retirement,0.38,2,-2.21027587774901
US:137083711,Help my sister who had lost her j9b,0.24,10,-3.9078294925944856
US:171031917,"Transferred from Germany, worked for DOD",0.22,9,-5.199646477073422
US:43035327,job,0.28,1,-6.973120537884909
US:23969584,Mother in law,0.36,3,-2.330985746161837
US:193770925,Met a woman online,0.24,4,-4.0370887270317315
US:178381621,"The relative I was living with wanted me to leave. Another relative knew of an inexpensive place to live in New Jersey. I didn't have any better options, so I moved there.",0.44,37,-1.7114173502639423
US:126955461,"job, boy friend",0.23,4,-5.969314085038928
US:1233693,graduated from high school and got a job in Illinois,0.35,11,-2.3942169743191957
US:40949722,"Because my then-boyfriend had been laid off from his job in Kentucky. He had a law license in CO, so we decided to head here. As a freelance book editor, I could work from anywhere.",0.29,42,-3.06549241967163
US:40762975,Get out of the City .,0.27,6,-3.3657202760617797
US:155847739,Parents,0.22,1,-5.272819317914015
US:1599,my home in florida was destryed by hurricane Ian,0.23,11,-4.408387662138277
US:4471330,For the weather,0.29,3,-3.03784738914198
US:149519411,Job,0.33,1,-2.6298001581011357
US:170062489,My I had friends who were from West Virginia,0.3,9,-2.9350465180963874
US:142482955,Active duty military,0.41,3,-1.9405293603420342
US:1513086,Job,0.33,1,-2.6298001581011357
US:37558461,planned it,0.22,3,-5.153617501889192
US:1358310,"I was born in NH, and left hospital to MA",0.24,11,-4.051380583349683
US:187857671,Adaopted,0.26,3,-3.5718221180036624
US:1069980,Was unemployed. Parents had moved to Florida.,0.24,9,-3.9654214196807276
US:4349947,Ba k to family and a job,0.22,7,-5.224348374536179
US:39982701,My father’s work,0.59,4,-0.8715684343358021
US:4353219,husband's illness,0.22,4,-4.97153350355776
US:189668067,Job,0.33,1,-2.6298001581011357
US:147951013,To attend college.,0.23,4,-4.105475759532001
US:886594,Family,0.25,1,-3.7675180728671025
US:198659091,Florida got expensive,0.47,3,-8.585571966830907
US:196616003,for job,0.24,2,-6.33844650575027
US:3808046,"To relocate from New York to Va, where I'm from. To get out of the frigid NY winters.",0.29,23,-3.1074079919455375
US:192920469,Housing was cheaper and I wanted a quieter and less congested area to live in,0.45,17,-1.663746067306502
US:190113387,Family and work,0.36,3,-2.311135942529777
US:168171309,Job,0.33,1,-2.6298001581011357
US:183780973,Help my parents,0.29,3,-3.1179326519883177
US:25164130,My parents retired. I wanted to be near to care for them.,0.27,14,-3.316054147778578
US:2740379,Beaches,0.34,2,-2.546950800695765
US:187792641,Moved back with parents,0.22,4,-4.520830368149573
US:35809539,Lower property tax,0.22,3,-5.673580806064295
US:157425517,I like suburban life.,0.36,5,-2.3582306559554946
US:39551490,My parents jobs,0.25,3,-6.3964784799557215
US:1624910,Moved for a job,0.31,4,-2.811081151027368
US:192363905,"To be nearer my parents/father, who was dying.",0.22,12,-5.011732885132332
US:180608803,Get away from a oppressive leftist San Antonio government.,0.26,10,-6.596704843336888
US:32970725,1983,0.25,2,-3.7995214549886884
US:747960,Opportunity,0.4,2,-2.0436596789310584
US:149749489,My family moved & my Dad is from Tennessee.,0.23,10,-4.389624796153916
US:142186485,I wanted to,0.65,3,-0.5831530084010289
US:2428814,help elderly parents,0.26,3,-6.699495512757621
US:205581651,For a job,0.44,3,-1.7650648211858004
US:205174765,Dad wanted me to become involved in a business,0.35,10,-2.445217065734387
US:198191597,I moved to attend and graduate school because my parents decided to move.,0.38,14,-2.1824279014523413
US:193946419,To build my own business.,0.46,6,-1.6352541292388816
US:159931283,spouse employment,0.26,3,-6.585464095623497
US:2409084,why not,0.22,2,-4.955555684073498
US:3074529,"family moved, father tranferred to a job in TX",0.22,11,-5.17202159217931
US:24283092,To be closer to family,0.31,5,-2.7828602354045757
US:39524103,Job,0.33,1,-2.6298001581011357
US:35950452,Parents moved,0.49,2,-8.710171425794718
US:187891651,to be a warmer climate where I could enjoy being outside year around,0.32,13,-2.7409761363083405
US:4482183,Failing health,0.4,3,-2.021249782802908
US:166330549,Work,0.44,1,-1.709566926274204
US:199816397,Because of my job,0.55,4,-1.0973080274158538
US:3416672,"Escape Illinois taxes, crime, weather and Democrats.",0.24,10,-6.2714049743417295
US:2865802,to live here,0.22,3,-4.606109625192049
US:30565548,My dad was in the Army he was sent to Iran . My mom's parents lived in Texas so she wanted to live near them .,0.45,27,-1.6879395416047447
US:188591241,Family and lower cost of living,0.29,6,-3.049192846197328
US:25285394,Because my parents brought me here,0.27,6,-3.2853442411828118
US:199136757,Personal,0.4,1,-2.0262214324867878
US:887627,better financial opportunities for women,0.22,5,-5.019415638806244
US:3335947,"better job, closer to family",0.24,6,-3.9108760588138565
US:624926,I don’t like snow and cold weather anymore. Florida is paradise to me.,0.31,16,-2.871661880695699
US:173086831,Weather,0.28,1,-3.250849411559235
US:4297591,I moved from Wisconsin when I was semi retired and could work remotely. I wanted to experience a very large city.,0.28,23,-3.1609861227603013
US:173581789,It is my home state,0.38,5,-2.1561757575902485
US:41003250,Military orders,0.22,2,-5.4240201700143915
US:157880829,Family,0.25,1,-3.7675180728671025
US:171753517,"Cheaper cost of living, didn't like the direction California was going, bought a small farm to retire to, able to retire early",0.35,27,-2.4168153369082646
US:715480,"great climate, well governed",0.24,5,-6.188242436007134
US:1758325,military,0.36,2,-2.3319677294128507
US:1915603,Home/university,0.24,3,-6.303884129443001
US:154799359,Family from New York and dad was active service and assigned back to New York.,0.22,16,-4.755669877954155
US:1295300,To finish my Masters degree,0.25,5,-3.7176982164355064
US:122180983,NO REASON JUSTA CHANGE,0.22,6,-5.619981405882287
US:1485481,Real estate was cheap. The economy had been destroyed by environmentalists. Cost of living was low.,0.46,20,-1.6277094926280087
US:104092449,Returning home to be with family,0.37,6,-2.2383738452531383
US:171875041,Because I like it,0.31,4,-2.8128313627933315
US:46854801,Job opportunities,0.24,2,-3.870329389274676
US:141316529,Job,0.33,1,-2.6298001581011357
US:945248,I liked it here.,0.42,5,-1.88543117602279
US:35974578,Found a house we liked,0.23,5,-4.310018184617447
US:1015933,came with my husband,0.22,4,-5.29042786858999
US:3274215,"I was 2 years old, so not sure.",0.5,11,-1.3757500874593696
US:142478193,Retirement,0.38,2,-2.21027587774901
US:144102289,I was born,0.94,3,1.4705002295903091
US:26589211,"Re-locating after working in Saudi Arabia, we picked a place where we had friends we had made while working abroad.",0.31,25,-2.79602830568356
US:190809023,I was born here,0.62,4,-0.738409544674931
US:132432035,My mother brought me,0.52,4,-1.2474621475547367
US:589992,Employment,0.39,2,-2.104787896840956
US:28810803,Graduate school,0.3,3,-2.9004998546991727
US:173847589,Born here,0.24,2,-6.211084609295849
US:4276144,returned home,0.23,2,-5.9168374336369824
US:179341765,Work,0.44,1,-1.709566926274204
US:199228833,"I was born here. I wasxonly gone for 3 years, then moved back to Massachusetts",0.23,20,-4.277980307351453
US:2602711,My father left the military for civilian work.,0.4,9,-2.0112510245483612
US:138955263,Cost of living,0.53,3,-1.1896825588485167
US:137094779,Change for me,0.23,3,-4.193771975585752
US:30591240,To live on lake,0.22,4,-5.319675489218307
US:154053821,To get married,0.28,3,-3.232963468461779
US:40740267,no winter,0.39,2,-8.095053800367824
US:2031786,Job,0.33,1,-2.6298001581011357
US:188279507,Was more favorable to my family at that time,0.25,9,-3.690530992027267
US:4290188,MET MY SOON TO BE HUSBAND,0.23,9,-4.115473577566434
US:191845717,Warm weather year round,0.3,4,-2.9879438809948007
US:46556501,Husband wanted to move,0.34,5,-2.532706313698786
US:1005909,Parents relocated when I was a child,0.26,7,-3.4487153432598077
US:1935139,Job transfer,0.23,2,-5.710488293819559
US:142487859,Grandchildren are here,0.27,4,-3.418127658037653
US:40742074,Because I was 4 yrs old and that's what my parents did,0.47,14,-1.5376334948502666
US:173640705,Job,0.33,1,-2.6298001581011357
US:42790496,work moved me,0.32,3,-7.478553806560754
US:4557356,Had a large community of my nationality and was located near where I wanted to be with my relatives.,0.24,20,-3.9655213778474936
US:30021244,born here,0.28,2,-7.017825511327215
US:299088,Born here.,0.22,3,-5.684750817140806
US:191609515,IL Taxes,0.67,2,-9.687959384536365
US:38262359,"I have live here my whole life, except for the 4 years I was in the military",0.74,19,-0.05062072861921231
US:4031742,I like the four seasons of the weather.,0.53,9,-1.2263004343710195
US:46510028,I had liked Austin and decided to return there.,0.27,10,-3.314169288181909
US:188327943,Grad school,0.26,2,-6.669013481156336
US:2532513,To be close to my daughter,0.37,6,-2.2894430618877246
US:27223772,Retired; moved near family,0.23,6,-4.349199521243887
US:132783155,Wife's job.,0.37,5,-2.270766682208201
US:127495525,I ALWAYS WANTED TO LIVE HERE.,0.44,8,-1.7476806352884835
US:186578159,Oil business,0.23,2,-5.9347994651203635
US:193760887,For the weather,0.29,3,-3.03784738914198
US:3297219,Husband’s work,0.45,4,-1.698500996342224
US:131590195,Work,0.44,1,-1.709566926274204
US:201031447,My husband was born here,0.32,5,-2.7128358506407544
US:39910030,Better cost of living,0.28,4,-3.219529430031377
US:1192423,parents,0.69,1,-9.811203922750435
US:120761893,Born here,0.24,2,-6.211084609295849
US:4370942,To go to College,0.33,4,-2.6324557602674608
US:22703481,home state,0.26,2,-6.728041679671401
US:2474594,For the opportunities.,0.22,4,-4.983441458240591
US:27133163,To be closer to young grandchildren,0.22,6,-5.273661230997945
US:25440819,be near family,0.32,3,-7.453970576154829
US:133057067,Job,0.33,1,-2.6298001581011357
US:40728298,finished military service,0.3,3,-7.273703489062781
US:29454577,"low cost of living, weather",0.43,6,-1.797130204534156
US:40964749,Parents retired and I wanted leave New York,0.41,8,-8.249072388855545
US:39565636,My favorite parents were transferred for their job.,0.24,9,-3.8896422602247975
US:2559310,Transferee back from a job,0.22,7,-5.150233045514332
US:192062951,Por la economia,0.25,4,-6.464783056596718
US:189923343,My mom didn't like the winters in NY,0.25,9,-3.6164985490738517
US:143564507,For my job and the warmer weather,0.24,7,-3.8798052500143747
US:200787237,To be with family,0.31,4,-2.860333085334644
US:2594180,new job,0.22,2,-5.218849479791115
US:27124844,The weather.,0.4,3,-1.9996813799537017
US:102011707,military,0.36,2,-2.3319677294128507
US:188436735,Job,0.33,1,-2.6298001581011357
US:1240764,Rest of family moving.,0.27,5,-6.815173299801255
US:41180736,Family,0.25,1,-3.7675180728671025
US:140242283,Occupation,0.35,2,-2.4097644521631008
US:40640371,TO BE CLOSER TO GRANDKIDS,0.3,10,-2.955569107856344
US:1242473,so was born there,0.22,4,-5.4428885640128595
US:140159349,Hated where I grew up. Hated winter,0.24,10,-3.830418928062683
US:196799939,Jobs,0.22,1,-4.661945782885834
US:110098525,Seriously injured,0.22,2,-4.577867719890065
US:174034439,Education.,0.24,2,-4.0088574596014475
US:1382468,Father took new job,0.22,4,-4.884625705189931
US:205180495,Take care of my mom,0.36,5,-2.3038181960857136
US:108028501,Better weather,0.22,2,-5.5939565217708775
US:1637086,Taxes and the weather,0.47,5,-1.5226020488357723
US:42494119,My father retired from the Air Force,0.6,7,-0.8167828697844685
US:186891765,parents,0.69,1,-9.811203922750435
US:24918332,work,0.23,1,-5.758092195569234
US:165565,I was born here,0.62,4,-0.738409544674931
US:32122833,Better life with family,0.22,4,-4.57715705376272
US:40764440,to be near family,0.22,4,-4.534782411316456
US:672977,business transfer,0.31,2,-7.344895068599893
US:835576,moved back to my hometown with my children,0.31,8,-2.855563839312003
US:27087513,I was born there.,0.48,5,-1.4681502629535303
US:41478604,To be closer to my kids and grandchildren,0.31,8,-2.827175255170734
US:4166043,Employment,0.39,2,-2.104787896840956
US:187630747,Husband,0.48,2,-1.4811834826374866
US:172566,got married,0.37,2,-7.89079272166478
US:1372584,"weather, less populated",0.22,4,-5.6209794330545
US:158510227,To be with my now husband,0.27,6,-3.332189198317789
US:2856700,Like the weather,0.38,3,-2.1601621845795136
US:167130783,work,0.23,1,-5.758092195569234
US:2817038,Personal reasons,0.22,2,-5.549294999039093
US:46345305,Work related,0.26,2,-3.5033982752058033
US:180449191,Parents returned to Georgia,0.3,4,-7.2575388015447855
US:138927083,Marriage,0.38,2,-2.145412607267349
US:132490067,College,0.25,1,-3.653671016954066
US:2563039,Separated from the Army,0.24,4,-3.888358061799218
US:178680193,To be close to my grandchildren,0.31,6,-2.79400762475943
US:36854567,I was born here,0.62,4,-0.738409544674931
US:26619647,Weather,0.28,1,-3.250849411559235
US:186895145,Lower altitude and better climate,0.24,5,-4.0065955549122725
US:356874,A job,0.53,2,-1.2162047615224842
US:3450301,My parents retired here and I wanted to be near and help them in their old age.,0.44,18,-1.7088845300237405
US:4330148,job for father,0.37,3,-7.901154738997986
US:196026713,Love the state,0.23,3,-4.345758985126164
US:671852,Job,0.33,1,-2.6298001581011357
US:29962104,Wife is from NJ,0.26,5,-3.5617177347574485
US:39178274,Work,0.44,1,-1.709566926274204
US:187022085,To be closer to family,0.31,5,-2.7828602354045757
US:3089805,born in Illinois,0.24,3,-3.870584029795587
US:192681977,"I retired, and my son wanted me to move in with them so I could enjoy the rest of my life without having to take care of a home and 2 acres of land",0.59,36,-0.866198728154029
US:171060083,"Mother made choice. Michigan was a good part of Midwest, still is",0.26,14,-6.5967132098272305
US:3790214,military transfer to Luke AFB,0.23,7,-4.079947767382973
US:172820435,Most of my relatives lived there,0.27,6,-3.2691023993162833
US:36497032,Back with family,0.22,3,-4.7910163150921115
US:4577362,My parents brought me as a baby,0.4,7,-1.983875298436035
US:926824,Wanted to live here,0.47,5,-1.5689225490374241
US:118883263,my parents moved,0.22,3,-4.498558148383401
US:203734615,Weather,0.28,1,-3.250849411559235
US:200358739,Got remarried,0.39,3,-8.08957393297141
US:2876445,Family,0.25,1,-3.7675180728671025
US:119918729,movd for job,0.31,4,-7.339829763195311
US:3571538,father's job,0.22,3,-4.700180581500839
US:584971,be close to family,0.24,4,-4.073269726921826
US:32967718,family moved,0.48,2,-8.659062407870746
US:545934,It's a great place to live.,0.83,8,0.4659719524402686
US:28082258,Job,0.33,1,-2.6298001581011357
US:141524063,Family,0.25,1,-3.7675180728671025
US:2052555,US Marines,0.29,2,-3.098355874480394
US:1205565,Family,0.25,1,-3.7675180728671025
US:2273805,Family reasons,0.3,2,-7.225158045747614
US:798562,wife told me too,0.27,4,-6.757754935423842
US:26176949,Job opportunity,0.26,2,-3.5106980414946056
US:24122608,To be near inlaws,0.25,5,-6.520144614048174
US:121448459,Husband's job,0.39,4,-2.0560802122977506
US:39409256,Wanted to live on the West Coast,0.64,8,-0.6054045125297041
US:131280207,Closer to son & grandkids,0.22,7,-5.265049482899953
US:28233243,To get out of NY and I liked Florida,0.25,9,-6.416906337941638
US:46130737,nice enviornment,0.27,3,-6.870721700288585
US:196851567,unfit environment. relocated.,0.27,6,-6.744678153100954
US:1215825,It’s where my home is,0.4,6,-2.0376095591537857
US:29291320,To get married,0.28,3,-3.232963468461779
US:132783487,Family moved,0.24,2,-6.180743024598224
US:2396096,Warmer weather,0.39,3,-2.092906788735936
US:40642036,Be near relatives,0.41,3,-8.218118267779884
US:180644843,Family,0.25,1,-3.7675180728671025
US:40790377,Job,0.33,1,-2.6298001581011357
US:135088049,To be closer to my family.,0.41,7,-1.9785990296663023
US:109981989,I was a kid. I didn't have a choice.,0.92,12,1.234538317061676
US:32255549,For work,0.26,2,-3.505979826637592
US:4738928,father in the navy. stationed here,0.23,7,-5.850092240758115
US:197366017,Family,0.25,1,-3.7675180728671025
US:160083499,retirement,0.23,2,-4.190910430323236
US:205339015,To attend college,0.31,3,-2.8086199526625717
US:46545015,Born here,0.24,2,-6.211084609295849
US:1319756,family,0.39,1,-8.061827286318932
US:28780630,Seeking employment. Friend invited me.,0.22,8,-4.802300523077872
US:184800349,wanted to get the hell out of wisconsin and away from my family,0.41,14,-1.959233354442312
US:963660,parents wanted to relocate,0.27,4,-6.783301313880736
US:25761561,because my kids joined the Coast Guard and were assigned to this state,0.23,13,-4.422104860063071
US:106791941,More affordable housing than NYC,0.23,5,-4.2403707030664695
US:1436258,Family was here,0.22,3,-5.00193117502692
US:169021687,Dad moved back here for a job,0.28,8,-3.196859807367212
US:33946851,To be closer to my children and grandchildren.,0.41,9,-1.914238444255774
US:943166,fathers job,0.25,3,-6.375469936861808
US:1851770,Retirement,0.38,2,-2.21027587774901
US:33759408,moved with parents,0.32,3,-7.479207306720944
US:41792194,Retired,0.36,2,-2.3629177271358044
US:106331331,To retire,0.22,2,-4.4537840767548875
US:191976941,Work - Life,0.3,3,-2.9616263059947947
US:155602447,Tribal Housing,0.55,4,-1.1076672054523335
US:121979575,For my job,0.44,3,-1.7212544852050706
US:153975485,I was born and raised in Ohio.,0.85,8,0.6497278183433388
US:42677366,Had to take care of business for a friend and just stayed.,0.32,13,-2.6618649462631083
US:35876375,The Cascade Mountains,0.45,3,-1.666788918570185
US:179577763,To go college and then stayed for work,0.28,8,-6.979945171293013
US:203982855,It's home,0.25,3,-3.779839152476526
US:173600587,lost job,0.26,2,-6.729677106624763
US:190423581,To be with family,0.31,4,-2.860333085334644
US:42894785,i was born here,0.37,4,-2.2110278164412622
US:172225161,Housing,0.67,2,-0.4496004764005349
US:177326641,Just did,0.23,2,-5.937436453282822
US:32546137,To Pastor a small town church,0.24,6,-4.02923336780636
US:3183908,I was born here.,0.64,5,-0.6347928988493824
US:166973633,philadelphia PA,0.22,3,-5.302435043899333
US:188253815,Moved back home,0.23,3,-4.244998032135591
US:1338750,Husbands job,0.22,4,-5.502323429324987
US:206097593,1957,0.24,2,-3.8381475634210904
US:163440249,I was sick of cold weather,0.54,6,-1.1481432062706767
US:163763461,Stay with family,0.22,3,-5.338275406756635
US:1447440,Father was in the Navy and got stationed at Bainbridge Naval Training Station,0.39,14,-2.0780157383553104
US:129325605,Military assignment,0.31,2,-7.30709935355629
US:809637,divorced. came back where most of my family was.,0.25,13,-3.7525433112700206
US:180686753,family,0.39,1,-8.061827286318932
US:953521,"because i always considered it to be my ""home base""",0.32,12,-2.66853300760709
US:2013160,Work,0.44,1,-1.709566926274204
US:134351069,Because my mom was dying of cancer and I didn’t want to be residing in Maryland if she was going to pass away,0.3,24,-2.884937648790274
US:27926123,Was born here,0.23,3,-5.952310534431207
US:39312245,My parents moved us.,0.23,5,-4.199690251437125
US:3663753,To be close to family in Montreal,0.23,7,-4.1517233688890745
US:2357493,Work,0.44,1,-1.709566926274204
US:168714757,Returned to finish school.,0.22,5,-5.235042701748853
US:40624657,Company transfer and to reunite with family and grandchildren,0.24,10,-6.104268462579243
US:35412516,Take custody of siblings,0.3,4,-7.244056340890617
US:133816539,Family,0.25,1,-3.7675180728671025
US:1262235,Spouse’s job,0.26,4,-3.5941515707335703
US:131944009,I was born here and I like it for the most part.,0.64,13,-0.5973092532764691
US:28279,I came back to Illinois to be with family after working in NJ and VA for 12 years.,0.42,20,-1.8804468315994203
US:1184762,A woman,0.68,2,-0.4062773263414433
US:4278761,My home,0.44,2,-1.7148908179055762
US:35437871,Retired,0.36,2,-2.3629177271358044
US:177379749,Like the life style,0.22,4,-4.772813797863506
US:177983087,I came home.,0.34,4,-2.46907609150239
US:182222365,I secured a job in California,0.37,6,-2.21216785573358
US:193559759,The climate,0.63,2,-0.6521296095219957
US:2719891,To have a better life.,0.49,6,-1.4459817578021317
US:3796250,job transfer,0.34,2,-7.656637455204673
US:1922855,Work,0.44,1,-1.709566926274204
US:1378954,work,0.23,1,-5.758092195569234
US:45726052,Family,0.25,1,-3.7675180728671025
US:201835399,"I didn’t move here, I was born here.",0.75,11,0.008139095442932297
US:38437349,Nice rural area. California too busy and lawless…,0.31,11,-7.293508807412121
US:3780090,to be with partner,0.22,4,-4.5381345848702
US:169123083,Missed being so far away from family,0.33,8,-2.6588819709775255
US:179187863,Born here,0.24,2,-6.211084609295849
US:143904979,I wanted a change,0.44,4,-1.762861484818026
US:1403746,Climate and family,0.22,3,-5.443618159589636
US:34826173,job propects,0.37,3,-7.905934363601124
US:146206817,"Because I was familiar with the Twin Cities, and there were job opportunites in my field.",0.3,19,-2.957035015969172
US:144891219,Born here,0.24,2,-6.211084609295849
US:31223055,Home,0.3,1,-2.993164674738649
US:139404025,family,0.39,1,-8.061827286318932
US:2631103,My mother moved because my sister go married and moved to MA. Hated her for it,0.22,18,-5.239619335666581
US:172545521,I found more affordable living,0.24,5,-3.848126611697853
US:3056112,To be near family and a better standard of living - and shorter winters!,0.22,15,-4.873946072126593
US:41414604,Family,0.25,1,-3.7675180728671025
US:172252631,to br near to my daugter,0.22,8,-4.848253547339548
US:181576479,Overtown,0.44,3,-1.7525464813945784
