person_id,why_think_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:519026,Democrats are Socialist Marxists and half of the Republicans are RINOs.,0.28,15,-3.2052865143328564
US:171753517,1. Economy 2. Law and Order 3 Immigration 4. Tax cuts for the middle class and no tax on SS,0.24,26,-4.074026309354547
US:120511145,Republicans align with what I believe in. Fairness and equal opportunities for all legal citizens. Not select groups. Democrats have lost their grip on reality and common sense.,0.29,33,-3.0698947500255906
US:202900273,I believe in equality,0.69,4,-0.3303107087070678
US:122180983,they dont lie as much,0.22,5,-4.514823029458092
US:104092449,Because I hope for a better future for my country. A country where all are given equal opportunity and standing in society. The Republicans will only deliver a hellskape like Russia or N Korea.,0.22,39,-5.18405461482069
US:189920859,"because i don't subscribe to the two party system. I think views and opinions are nuanced and can't be housed in just two camps - Red and Blue. I have views/opinions that span both, that disagree with both and some that are disagreed on by both parties as well. I just think we need to do away with blind party allegiance and vote for politicians for their character, stance on policy, and their ability to listen and be an advocate for their constituency and not the lobbyists and corporations or the 1%.",0.29,104,-3.1034614761929413
US:26589211,"Being fiscally conservative, which means balancing the budget (an historic impossiblity for poorly motivated congressman and women-as time has proven), I support the idea of less government. Does this make me a conservative with a large or small 'c'? To do otherwise is to flirt with all the typical high budget-high inflation problems of Third World countries such as Milei's problems in Argentina. Growing Local, County, State, and Federal bureaucracies are exactly where many people hope to be employed. Is this real productivity or just sand in the gears?",0.47,112,-8.639978286935227
US:196798879,I lean more towards the conservative ideals of the Republican Party.,0.79,12,0.24105323206919912
US:199228833,Because Donald Trump sucks,0.22,4,-5.630955258512537
US:188279507,"As a democrat the most important decision is putting citizens first, then protecting the country boarder",0.23,18,-4.093873132480514
US:191845717,"I can see the pros and cons of each party's platforms. I take the time to research and form my opinions. Both parties talk too much and act too little. I have conservative views but still believe that the government should provide a social safety net; also, the current GOP is filled with performance artists, not civil servants.",0.46,66,-1.5930567843726804
US:142487859,.,0.24,1,-3.82686766899377
US:30021244,I agree with their policies,0.34,5,-2.5041481836270356
US:27690778,They are with working people.,0.25,6,-3.6648453597869697
US:132783155,"Things change, but at this time the democrats are for the people more than the republicans. There was a time when the Republicans were the Democrats and the Democrats were the Republicans. Personally, I agree with President Washington in that there should be no Political Parties.",0.46,53,-1.6079142976381988
US:186578159,Free speech freedom of religion violence is not protest let the president be the president not unelected judges. Illegals cannot vote deport the invasion of Illegals biden let in leave the Jewish people alone!!!! Stop DEI stop teaching children sex change ideas. Teach reading writing math and so much more,0.26,60,-6.699606764444834
US:3297219,"Because I want secure borders, law and order, lower taxes, and I want all of the fraud and waste in government to be eliminated",0.28,27,-3.163141243981771
US:131590195,"Democrats are for the people. Democrats advance social issues, protect unions and our democracy.",0.29,17,-3.1082959858205323
US:152984413,I was don't like what the democrats represents,0.24,10,-6.154690311641516
US:22379511,I think they are more emphatic towards people facing challenges in life while republicans favor the wealthy,0.25,19,-3.7823648624232233
US:192062951,Libertad de expresión,0.44,6,-1.7128704395802878
US:189923343,"I am closer to the Dems by default, Republicans are terrorists, and don't offer any policy that benefits me or anyone like me.",0.36,27,-2.346002626682046
US:200787237,"I don't agree with ""we the people""' Christ yes is king.",0.31,15,-7.3862641314875255
US:40640371,I LIKE TO STAY INDEPENDANT,0.27,8,-3.3536330375266665
US:110098525,"I like to be conservative in our government affairs, I think we need less laws and less waste of our hard earned money.",0.43,25,-1.807494322284989
US:1637086,They aren't as power hungry as the democrats,0.23,10,-4.256089210920934
US:42494119,I am a Christian with conservative values. I believe in the Constitution and truly believe the Democrats do not have the best interest in our country. They have gone way too far left,0.73,35,-0.11587826695235003
US:39612778,I believe in the values of the President and the GOP,0.78,11,0.181301370928595
US:27087513,We the People do not even have a duopoly.,0.38,11,-2.1930886680022637
US:41478604,I do not approve of either party and their beliefs/actions,0.35,11,-2.442185524688301
US:167130783,Democratic party doesn't represent anything about me. Literally nothing.,0.25,13,-3.81074259786752
US:2817038,They are marginally the least disgusting of the two disgusting options.,0.35,13,-2.4333898721913263
US:138927083,This is how I voted. I align more with democratic values,0.32,12,-2.668518293572451
US:356874,Because the ideology of the liberal Democrats is too far out of touch with reality,0.58,15,-0.9506629782530582
US:29962104,Politicians in general lie cheat and look out for themselves. ON BOTH SIDES.,0.24,17,-6.304543121065087
US:39178274,Moral issues,0.47,3,-1.5736446922527156
US:3790214,"Both parties have strengths and weaknesses. It's important to do what is the best interest of the nation, not a political party or a leader who makes impulsive, unsearched decisions. Political promises are like water in a sieve, empty!",0.26,49,-3.5466447837604544
US:31973041,"I agree with the majority of their positions, even if I don't think highly of all of their officials.",0.43,22,-1.8083007282467967
US:118883263,none they dont care,0.24,4,-6.181271426222519
US:1205565,"Because the current republican party is looking out for all people in the USA. For example, trying to get illegal immigrants out of our country. That's good for everybody. All I see from the democratic party is obstruction at the cost of common sense. All the democrats want is power at all costs while their policies are destructive to the constitution!",0.27,69,-3.274623727272628
US:121448459,"Republicans lie all the time, are far too extreme, and are also extremely corrupt. Plus they are a cult who's only concern is pleasing Donald Trump. At least the democrats are authoritarians.",0.32,41,-2.696019465709794
US:32323765,"I believe that people should be respected; they should believe in the country that they live in, fly its flag and respect its laws. They should try to assimilate and become cohesive instead of living in cliques together.",0.26,44,-3.5785203473202394
US:44105911,I believe what they stand for,0.31,6,-2.8491909619394415
US:29291320,"They are slightly less corrupt. They are more concerned with human rights. Proof is how trump is handling they are deporting people they brand as criminals with no evidence, no chance of proving their innocence and that includes people who are legal citizens. And deporting them to prisons in other countries with NO DUE PROCESS WHATSOEVER and then lying and not following Supreme Court orders.",0.22,73,-4.473659123818467
US:180644843,I was a Democrat before the progressive crap.,0.3,9,-2.975412144814716
US:32255549,"Because the Republican Party has basically given itself over to fascism. It doesn't leave a lot of room for folks like me, but the Democratic Party hasn't done that, hence why I stick with them.",0.29,41,-3.0468234740521267
US:32565579,I do not like where either one is going,0.36,9,-2.348094726224598
US:188802743,"Supporting fair economic policies that help close the income gap, protect workers, and distribute resources more evenly.",0.35,21,-2.3956792717987083
US:4738928,Neither one of them are doing a damn thing.,0.44,10,-1.7517283209583527
US:31653893,I’m a conservative. Many liberals are very liberal and considered “woke “ and I don’t agree with any of their principles.,0.38,26,-2.135287787672018
US:205339015,"The Democratic Party is at least trying to protect the interests of average people. They are also trying to protect their rights and the rights of LGBTQ+ people. The Republican Party is an absolute embarrassment. If they had an ounce of competence, we'd be in dire trouble because the entire party is made up of rapists, criminals and Nazis.",0.43,68,-1.7775523134286324
US:28780630,"Donald Trump has made me a strong supporter of the democrats. The country is headed in the wrong direction. He is a convicted criminal, liar, conman, and a racist.",0.81,37,0.3445104838418642
US:25761561,"I woudn't be a Democrat, don't believe in any of them",0.32,16,-2.7062075592760957
US:33946851,trying to prevent the USA from becomeing a third world country.,0.44,13,-1.7257275791387656
US:943166,My opinions change based on information that I find so I don't like to lock myself on one side or the other,0.34,23,-2.5473136885852643
US:4165205,"Democrats stand for freedom of choice for women, not judging others, caring for those unable to care for themselves, protecting the environment, gun control, etc. and I think of myself as agreeing with those stands.",0.33,42,-2.6301696935894827
US:102775893,Respect for all no matter race. Sex gender,0.25,10,-3.6078332881380604
US:190423581,"In my personal history Democrats have been the party of workers. It is the party that most aligned with the concept of raising the quality of life for everyone. They don't always get it right, but they are open to review and discussion.",0.51,48,-1.3180225548924245
US:167083403,Conservative values and pro-Israel,0.34,6,-2.556959484278669
US:40576236,"Because I have seen nothing redeeming in the Republican Party, which I find amoral at best.",0.27,20,-3.405556141093064
US:1588133,Just what I believe,0.28,4,-3.2553618603774774
US:42894785,Because i agree with most of their policies.,0.25,9,-3.6963248270929716
US:177326641,Just do,0.25,2,-3.735432152057194
US:27826258,They stand for truth and morality. They are against killing babies. They are against mutilating children. They are against open borders. They are against allowing criminal gang members staying in America. They stand for Americans FIRST.,0.39,43,-2.0930877915750252
US:129325605,I am moving towards an independent. I look at the person more often. Also there is too much extremism.,0.22,22,-4.88396506254391
US:414424,I’m not a liberal loon,0.47,7,-1.5732828139125512
US:3663753,"I am a Democrat because I believe in a robust role for government in advancing opportunity, equality, and freedom.",0.79,22,0.24612506755647623
US:168714757,Both major US political parties are self-serving and are concerned only with Washington-centric affairs. Both pander to global economic powerhouses and war hawks at the expense of everyday citizens.,0.23,36,-4.33527513372127
US:35412516,"Less government, more civil service police, fire. Education should be competitive and not indoctrination. Immigration should be focused on integration and merit instead of diversity and division",0.23,33,-4.242655224290966
US:123486819,I agree with Democratic policy on almost every issue Except capitalism. I am pro-choice I believe that we should be putting more money into climate change I believe in Medicare for all I believe our tax dollars should go to social programs that actually help Americans and I don’t believe in tax breaks for billionaires and the one percent at the top,0.36,65,-2.3159126176086127
US:170740853,"I believe that Democrats support workers as opposed to owners, people as opposed to corporations (and corporations are not people), and individual freedoms for all regardless of race,creed, religion, politics, or sexual persuasion",0.25,42,-3.685733463788849
US:134857691,"I believe in a government for the average person, not millionaires and billionaires. I believe in the rule of law and free truthful speech and am against propaganda.",0.29,32,-3.055529078070227
US:2719891,Because they aren't condoning things that the democrats are.,0.24,13,-3.864117160621406
US:131610889,Neither part really cares about us. It is all $ in their pockets,0.25,14,-3.791367000904895
US:1058435,Democrats favor the working man and veterans more than the Republicans do.,0.25,13,-3.7874103025175594
US:1378954,Democrat officials refuse to follow the laws and the U. S. Constitution. Their views are so radical I can't vote for them.,0.32,28,-2.6861850076289255
US:38437349,"I am a staunch conservative. In years past, I’ve appreciated views from both sides. Recently, however, the Democratic Party has ZERO policies I identify with. They are also intentionally badmouthing my political choices.",0.24,44,-3.9842187151799835
US:143904979,Because I believe in the constitution and I believe that we all have a responsibility to help the most vulnerable.,0.6,21,-0.8127903018070146
US:1403746,"Republicans take care of the people, democrats don’t give a shit",0.37,14,-2.2144386059964876
US:193097287,"Currently the Democrats are more interested in yelling, screaming, and cutting the current the administration down. They are more interested in spreading ill conceived possible laws. They need to work. Imagine the outcry if the Republicans refused to work with the Democrats and did nothing. Not another would be elected again.. They are the ones who are doing their job at this time.",0.22,71,-4.84868517874928
US:172545521,I see myself as completely independence because both political parties in the United States disappointed me because their particular agenda against the general population.,0.23,25,-5.931098985739163
US:34373345,I believe in fairness rule of law and the truth,0.37,10,-2.2604346201512273
US:3831696,"The Democrats have gone bonkers. They support open borders, criminals, and insane behaviors.",0.47,18,-1.5360241188545818
US:183525355,Freedom,0.23,1,-4.309834217354992
US:39431113,Both have serious problems that I cannot make peace with,0.22,10,-4.49787717869346
US:27527282,They are for the rule of law and democracy,0.7,9,-0.3176401273451981
US:4309355,I am conservation socially and economacally,0.22,8,-5.071278408871531
US:24919639,"Fiscally conservative, strong defense",0.47,7,-1.5323443678930309
US:4128862,Over the last couple of decades the Republican party has drifted strongly away from the Constitution. They practice election fraud through gerrymandering and voter suppression and favor authoritarianism and oligarchy.,0.29,37,-3.0552233039806294
US:27710545,The Republican Party still has most of the core values of the country.,0.59,14,-0.8711411311406116
US:4069829,I believe I'm the constitution,0.27,6,-3.355877023193017
US:177343737,"I believe in separation of church and state, the right to chose, equality for all, (not just billionaires), free speech, the Constitution and due process of law. I have compassion for people, especially those less fortunate than myself. I believe millionaires and billionaires should pay their share of taxes instead of those of us just trying to survive. I believe in climate change, helping and cooperating with other countries, especially those who have been our allies (ie Canada) I believe in free press, not just the ones who agree with me. I believe in NOT trying to take land from other countries and renaming bodies of water to suit my whim. I believe In KINDNESS.",0.34,135,-2.549816589644261
US:174132845,I believe I vote for politicians who make the most sense hence I consider myself a Republican,0.38,17,-2.1578587799376274
US:23759994,Because Republicans have become a cult,0.25,6,-3.706578098966978
US:628080,I believe in small government,0.57,5,-1.0008785495944892
US:175132603,I care about all people and not just money.,0.43,10,-1.802345753412194
US:27823236,Because on some issues I agree with the democrats and on some issues I agree with the republicans.,0.5,21,-1.3456112511588825
US:1488187,Because it is the Democrats who think logically and understand economics.,0.23,12,-4.330930970480896
US:24934839,always been one,0.23,3,-4.115959989448092
US:40985165,"I am a former Republican, now vehemently anti-Trump. Under Joe Biden, our post-covid economy and our relations with other countries were repaired. In Democrats I see more compliance with the Constitution and more ""justice tempered with mercy."" Democrats are generally more willing to acknowledge nuances, ""gray areas,"" and not stubbornly cling to a ""black and white"" view.",0.24,74,-4.001902043356028
US:786572,"Independent, but the Republican Party is definitely more Conservative.",0.37,11,-2.2819852843858057
US:29288173,The Democratic party's stand on issues is closest to my position.,0.41,13,-1.9598991101751126
US:180977893,I align with their beliefs,0.31,5,-2.8552316217215674
US:2921645,Because the Republicans in office are strictly grifters! They’re paid off!,0.22,16,-5.120536194576866
US:26128,I’m a conservative,0.61,4,-0.7898237559385295
US:331474,Believe in secured borders and controlling inflation,0.28,8,-6.896543456354899
US:43055713,Because I have the belief that everyone is equal and I believe in free speech and the working people.,0.38,20,-2.1844988354752317
US:3158935,more conservative,0.24,2,-6.185916792317445
US:116735223,"Believe in small government, believe in constitution, believe states should have more say than federal government",0.31,19,-2.785376037591121
US:156099709,"After weighing the 2 sides, I felt that being a Republican was a better choice for me.",0.71,20,-0.25709276591348046
US:169009619,Because at the end of the day both parties work to gain power for themselves and keep that power. They are two sides of the same coin. I’m not closer to either side as I try to be not of this system.,0.32,46,-2.7449815942817333
US:116199799,"I was a staunch Democrat for most of my adult life and a union member. I was kind of center in most of my beliefs but the democrats seemed to more be in line with my values. Then they started to come after my guns and I began leaning towards the right and then they started wanting more rights for pregnant women and had no regard for the voiceless children and I leaned farther right. Then as a state employee whose union supported our democrat governor I watched as he adopted the same position regarding our union as the republican candidate and I began to vote republican. Then the affirmative action came and I as a management employee of the state was forced to hire not the best candidates for the job but minority candidates and I was required to stay within a strict budget while dropping my current suppliers of many different items and replacing them with other suppliers who sold the same products but at budget shattering inflated prices from minority owned businesses and I realized that the democrats were not about equality but about a whole different agenda and it kept getting worse to the point that I could no longer consider myself a centered democrat or even a right leaning one because the center line for me was so far to the right that I had no choice especially because it's only gotten worse with gays having special rights that I as a heterosexual don't have or minorities getting special treatment even though they are hardly a minority anymore and I couldn't understand why we didn't have equal rights anymore but specialized rights. The gun laws they keep proposing make it harder for me to get a weapon or ammunition to defend myself while they cry to defund the police so I can be defenseless and the bar keeps getting lowered in areas such as faith and abortion, the government in the hands of the left was leaning towards totalitarianism and I stopped recognizing my country anymore as they weakened our military and opened our borders and then told me there's more than two genders and our fucking sex was assigned at birth and we could change it at will contrary to the science they propose to support. That's why I am a registered republican and I consider myself a conservative because the few values I share with the liberals are not even considered left leaning any longer. I could write a book about it but my overpriced expired bacon that I got from the dumpster of my local supermarket where the blue haired gender fluid chick with a dick who was getting paid $20 an hour to take out the garbage chased me away because it was better that I should starve to protect its rights than for me to eat there fucking garbage.",0.28,505,-6.909708165391168
US:45367185,Until the election of twenty sixteen I was a registered independent voter. When trump won that year I switched democratic. I will do anything to help keep trump at bay.,0.22,33,-4.562315262302087
US:128059307,I have always sided with the democrats and their views,0.63,11,-0.674795595563113
US:1453132,Believe in traditional values and uphold the constitution,0.54,9,-1.1587406239081166
US:36412219,"I am very liberal, socially and fiscally",0.5,10,-1.3789113691537778
US:985118,I am a democrat because I am financially poor and democrats provide more support for people like me than the republicans do.,0.4,25,-2.038046415975167
US:1271842,Conservative,0.35,2,-2.4603725794151234
US:4064327,"Kind of by default, I guess.",0.49,8,-1.4516649350887476
US:169109395,The Republicans under Trump are actively trying to take away my rights and the rights of others chose to me.,0.4,21,-2.0491794328146953
US:242546,"No options, look at the alternative EG, AOC, Booker, Jeffries, Schumer. the list goes on and on.",0.24,26,-3.8530026677168596
US:2370880,"I agree with most Republican policies, I think most Democrat policies are absurd and/or treasonous",0.29,18,-3.0483506867073684
US:4424645,They have a moral standard!,0.29,6,-3.101081565790718
US:29454466,Because Trump is a lunatic.,0.32,7,-2.736847044399978
US:25194449,I believe small government and conservative ideals are best for the country,0.52,12,-1.2405374608479962
US:1548298,"I feel that people should have complete individual freedom to live life as they please, and make all their own personal life choices without interference from political entities.",0.43,30,-1.8361733269081517
US:2743054,I for less government and not having the government tell me what to do or how to live,0.39,18,-2.126202082359225
US:111635659,They have more ideas on issues that I align with,0.22,10,-4.674311360092988
US:128895389,"I believe in a fair & just society, the power of the people being an important check on elected officials, 3 functioning branches of government, the rule of law, and the constitution.",0.57,38,-0.9897151361624327
US:3881007,Conservations,0.24,2,-6.201027363978739
US:4608932,Because I want to take care of people as a whole and not just look out for myself. We need to band together to take care of the masses.,0.39,31,-2.0804512059158706
US:492685,I think of myself as a Democrat because that's how I've been voting and because the Democratic party is more truthful than the republicans. Democrats get things done the right way.,0.37,36,-2.2464821650739255
US:189121583,Less government in your life,0.26,5,-3.5220796212026593
US:136574059,"It is the party most closely aligned with my values: data driven decision making, support for science, progressive society.",0.26,23,-3.4347919003756906
US:40099643,Brought up with there views. Less Government spending. Gun rights. Lower taxes.,0.22,17,-4.819248884865394
US:629518,"Democrats as a group are more focused on identity politics and attacking President Trump than on doing what's best for the country. Republicans on the whole are more patriotic, more supportive of law enforcement and the military, and make a point of empathizing with crime victims rather than with the criminals and illegals.",0.36,60,-2.3316858899696817
US:1594647,Because I am not a Nazi or a facists which is what the GOP has become. They are the party of treason.,0.51,25,-1.3251227505910246
US:189919687,As I've gotten older that's just the way I lean.,0.4,13,-1.9863588934427432
US:2726755,It’s generational.,0.25,5,-3.8147464985121124
US:175596559,I believe everyone under age 62 should have a job.,0.32,12,-2.687525779261922
US:128975543,The most important issues to me are protecting the environment and protecting public education and my views align closer to democrats on those issues. I disagree with democrats on a lot of other issues but I disagree with republicans on a lot of issues as well.,0.67,51,-0.4739894140051557
US:39750116,"I am a fixed income senior citizen. Democrats don't have a clue what I might go through. Republicans at least are interested in helping me, just not trying to tell me how to live like democrats seem to like to do.",0.28,47,-3.187491238688547
US:134860915,I’m not a racist,0.84,5,0.5246374259453768
US:135122513,They vote for things that help the working class like Social Security Health care drugs and education,0.22,17,-4.742281070963408
US:3486428,"I believe Democrats stand for helping those who are in need of assistance, with housing, food , child care and more..I believe republicans have lost sight of what America is supposed to represent!!",0.22,39,-4.832043952873311
US:23979976,Because I believe that the regular people are not represented by other parties,0.4,13,-2.0453028045076698
US:1583424,most demon policies are about how they can control everyone so they can stay in power,0.23,16,-4.199637134440185
US:165262967,The republicans are working towards answers as I do.,0.23,11,-4.232584893447216
US:28155774,"I have officially left the party due to Donald Trump and the MAGA maggots. I have been a Republican since I was 18 and left the party after January 6th and the farce. I am a Republican, not a MAGA maggot (there is a difference), at heart as I believe in small government, hand-ups not hand-0uts and fiscal responsibility.",0.35,78,-2.42153137991255
US:185482491,Because I'm not a moonbat or communist,0.28,9,-3.2478112926426754
US:3170006,"I have always been aligned with the ideals as stated in the Democratic platform and been mostly opposed to the garbage the Republicans spout. I see the Democratic Party more as followers of the Christ and the Republicans as the worst sinners in the world. Democrats help people, Republican hurt people.",0.26,57,-3.4324163134585253
US:160334763,I agree more with the Republican agenda than the Democratic agenda. My biggest concern with the Republican agenda is the issue of abortion. It should be legal in every state of the US.,0.73,36,-0.14035263170594992
US:40545201,"I believe in the freedom of our country, the people having rights, women being able to control their bodies. NOT having a rapist in the most important job of our country paying off and threatening everyone that goes against his will like Hitler in 1939. Please remember JANUARY 6TH",0.22,60,-5.569178323106622
US:29307812,I am closer to the Republican party not because of the policies they support but because the democratic party has shifted so far to the left I can no longer support them in the majority of their policies.,0.67,39,-0.47620747793353935
US:146615915,"The Democratic Party has always represented the things that I believe in. In the current situation, the Republicans are ruled by Trump, and are being required to “kiss his ass“ — his own words.",0.34,41,-2.5342853459620853
US:40927810,Like the conservative way.,0.22,5,-5.089686383876532
US:486778,"I believe in the best for ALL the American people not what is best for fringe groups, gender, skin color.",0.25,23,-3.788759969714406
US:177660621,I prefer the goal of democrats to increase or maintain public projects and services.,0.27,16,-3.281030470423158
US:46500960,"I have carefully considered the candidates and issues since before I was old enough to vote, in the 1980s, in every election. My main deciding issues have been about environmental issues, and humane issues. In high school, we would compare the actual voting records of those in the legislature, to how we ourselves would vote on bills. In the 1980s, this led to me mostly being aligned decidedly more often with Democratic Party candidates. Since the 1980s, there have not been many Republican environmentalist candidates. Since the turn of the century, the Republican Party has become more and more insane and, well, blatantly mendacious and stupid, and in 2025, seems to be attempting a neo-Nazi fascist coup of sorts. That doesn't make me forget that the Democratic Party is still also largely in the pocket of megadonors, but it does rule out any support I might have considered for Republicans at this point.",0.22,191,-5.650772100995086
US:178605411,The Republican Party has become far too conservative and I don’t like that they want to exclude certain groups of people.,0.66,23,-0.49551225504977936
US:30629352,Republicans tend to be more conservative and old fashioned,0.42,9,-1.898642255164499
US:1661362,"I believe that the Federal Government should enhance the well b being of its citizens like, for example, when it funded the Interstate Highway System",0.27,27,-3.305013565452691
US:28221668,I believe in freedom and democracy for all.,0.76,9,0.06115675341945136
US:160277593,The Republican party mostly supports the Constitution. The Democrats support their party power over the good of the country.,0.5,21,-1.3643296585182718
US:4659628,"My values and priorities are aligned with those of the Republican party. I want smaller more efficient government. I live in CA, a Dem stronghold and I detest it. Dems who want illegal criminals to stay in the US, they want men in women's locker rooms, etc is just disgusting to me. Republicans do not want these types of policies.",0.28,70,-3.1551025037651894
US:126891685,not sure,0.24,2,-4.0409995562355
US:196553449,In part because the conservative side of the political spectrum has started using an echo chamber to create a huge divide in our country and the policies that these politicians and people are putting forward goes against my values such as anti-LGBTQ+ laws and trying to remove our history from being taught to younger generations.,0.31,60,-2.837132578416577
US:2249522,"Dems are extreme, supporting issues I do not agree with and have lost common sense. I’m closer to the Rep party because they’ve managed to stay less controversial",0.22,33,-4.923353923314019
US:2762577,I tend to be more pragmatic on social issues and fiscally conservative which aligns better with republicans,0.25,21,-3.735397773123204
US:128048393,I don't favor either party one more than the other... I vote for the party that best meets my political interest and promotes what's best for America...,0.26,31,-3.5543555079538187
US:2657787,"Because the values of service to the people and provide Basic needs to everyone, rule of law, freedom of speech and providing access and opportunities to all resonates with me. Democratic policies are inclusive, Republican policies are exclusive focusing more of keeping people out.",0.22,50,-5.652940267228074
US:155040945,"Because republican policies are antithetical to the ethos of aiding the collective; I believe billionaires should not exist; I think that climate change is among the most important issues of our time; I believe in public education and in the Accessibility of higher education, not as vocational training but for making better people and a stronger citizenry. I Would not, however, call myself a democrat, because they are closer to republicans. We live in a right wing nation and it sucks.",0.22,95,-4.712672996397132
US:25627194,Because I have a brain and love my country. Demonrats hate the United States.,0.26,17,-3.588084244841303
US:168557029,"I am an ""old school"" Republican and do not agree with very much if the current ""faux Republicans"" in office. The party used to stand for safeguarding our freedom and incomes, reducing government waste, enforcing the rule of law, and supporting the US Constitution. The current regime seems to only be interested in bettering themselves rather than the people and the government they are supposed to serve and being subservient to a man who has proven to have no interests except his own.",0.3,98,-2.9656767934229986
US:447766,I lean toward the left on most social issues which aligns more with the Democrats. I am pretty conservative about fiscal matters and neither party is very good at budget balancing.,0.48,34,-1.4911227657460657
US:40647715,"I believe in small government - doing more with less. I believe in democracy, the rule of law, the right to self defence, severe punishment and the death penalty.",0.32,34,-2.6939960042747146
US:142733453,To be a Democrat is to believe in the power of government to lift all classes of society.,0.68,19,-0.40243937690546017
US:28178790,Freedom and opportunity,0.27,3,-3.366484493020675
US:4351978,I'm not sure,0.9,4,1.078421432981274
US:43153038,"Equality, voting rights, rule of law.",0.23,9,-4.107161525785839
US:134441783,"They at least pretend to care about people and do benefit some public good areas, like education. They aren't outright hateful.",0.25,25,-3.6818859524017284
US:30251734,No particular reason,0.24,3,-4.066228502647239
US:1746193,No,0.34,1,-2.475901908344918
US:35374595,Have fiscal responsibility and believe in the laws of the land,0.31,11,-2.8167589511981617
US:194359447,"I am more of a reagan republican, I am not maga. I think people should have choices I don't think there should be dictators.",0.31,31,-2.826523688238527
US:1747115,Democrats have a heart and compassion. They put our money into helping its people,0.23,15,-4.1307870989898055
US:1520626,"Because I am conservative and am against DEI, transgender in women’s sports, abortion and illegal immigration.",0.23,21,-4.188545135664806
US:25422320,Align with the values of democrats,0.33,7,-2.6052576995104486
US:529362,Both parties disgust me,0.22,4,-4.945470326774726
US:2070872,"We don't need Division, we need unity. Both parties want their own way no matter the cost",0.35,20,-2.437062507196357
US:1158769,Democrats are more aligned with the values expressed in a democratic society,0.43,12,-1.8408881582766008
US:486023,neither party represents my views.,0.29,7,-3.1157439571342325
US:39452485,I agree with about 75% of what they stand for.,0.35,13,-2.41087718429601
US:184478035,"Pro abortion and same sex marriage. Anti illegal immigration. Against biological men in women's sports. I am mostly republican as I am strongly against any type of welfare, section , housing",0.24,36,-6.125181115200845
US:4465975,I like common sense and all Republicans believe in the Constitution,0.23,11,-4.1591511552817675
US:37670190,"I’m for freedom of speech, the 2nd amendment, I’m pro life",0.57,17,-0.9628059330639788
US:810851,"As a former Republican, the values of the current Democratic Party align more closely with those I have held for the past 65 years. The fact of the matter is there is no longer a Republican Party; it has become the party of Trump, the ultimate RINO.",0.73,54,-0.15755640733982207
US:144121255,I couldn't imagine being a Republican.,0.45,8,-1.702522502488642
US:40853098,"I'm a conservative republican, I'm not looking down my nose to make you feel bad for your views. Babies are babies at conception. This that don't think our military has a hard job, need to be mad to go thru boot camp. Anyone over the age of 18 but less than 65 of they are on welfare they should be made to work and pay back some of the monies spent on them. We live in America, learn our language, be proud to be an American. If you left your home to come here don't try to change this nation into what you left. I'm a Bible believing Jesus loving daughter, sister,mom, and wife and I'm proud of this USA.",0.22,144,-4.790482826958757
US:4494466,"I believe in democracy, following the Constitution, wanting the best for our country, and caring that all people are treated with respect and dignity.",0.69,28,-0.3480990413856416
US:3968201,very old school,0.22,3,-5.456361343376266
US:39713408,i believe democrats want to give too many programs away for the people and spend unwisely,0.22,19,-5.5857104212990105
US:153789579,"Their policies on protecting the environment, civil rights, abortion rights, worker's rights, education, healthcare, voting protections and just about everything else, align more with my own beliefs.",0.27,36,-3.4216552927543824
US:24917543,I believe that everyone should be treated equally and have the same opportunities to succeed as the rich people.,0.81,20,0.34995474723007514
US:174861947,Because I care for ppl. And I agree a lot of what they stand for,0.23,16,-4.431279977164158
US:194148603,Because I agree with more issues that with the Republicans,0.23,10,-4.369747452067612
US:1259356,I think that I'm a good American that believes that democracy is threatened terribly. The Mango Musselini is destroying our great country and is being run over rough shod! I believe being a Democrat is the voice of reason!,0.3,46,-7.237551591177623
US:40709435,Because I feel Trump fights for us to be free. To be able to speak your mind on whatever subject you're talking about.to protect yourself from harm. To eat what we want even if we can't afford it.,0.22,44,-4.5532917833282305
US:1907976,my believes are more towards the democratic party,0.29,8,-3.0399411605614275
US:196693643,I love democrat policies,0.35,4,-7.715554178798038
US:1840152,Can’t accept the Republican Party,0.31,6,-2.8067476250860297
US:150635879,I don't even know what $wording means.,0.31,11,-2.823803496961178
US:3446103,Because need to be diplomat,0.27,5,-6.760257653683185
US:201716761,Fiscally conservative,0.51,4,-1.2944375474633574
US:959931,Democrat party has no morals left,0.38,7,-2.1855739863193007
US:41518830,I believe in what they say.,0.61,7,-0.742820832559688
US:207741327,I consider myself closer to the democratic party because the party represents all different types of people and does not cater to the rich whites and racist.,0.34,28,-2.5271973416258597
US:42299522,Equity,0.33,2,-2.5863019688128186
US:113566757,I am a libertarian. I registered as a Republican years ago because of Ron Paul. The Democratic party has lost its mind. I would register as almost anything to avoid being associated with the Democrats.,0.54,39,-1.1536512674681476
US:204036509,The gop is extremely dangerous and as a progressive democrat we need to get rid of the corrupt politicians and vote in politicians who will fight for the people instead of the rich,0.74,34,-0.09927714481859125
US:164848105,Conservative social values,0.4,4,-1.9906356131342424
US:2009589,Its a conservative view that does not expose giving everything to the bone idle and illegal immigrants.,0.24,18,-6.180277350311801
US:29026889,I am a fair person who loves my country. I like to see people treated fairly and be given an equal opportunity to enjoy the benefits of living in the U.S. I also believe that every person should be treated humanly. We as a country should not be focused only on ourselves but also on others who need help.,0.86,65,0.6898673092712664
