person_id,why_are_pid
US:119918729,Because the Democrats live in a world that has no reality.
US:3571538,Republicans are more American friendly
US:545934,They are more conservative than the Democrats. The Democratic party is now socialist. They have gone too far left.
US:28082258,"When I choose to be a Democrat, I felt that it was the party for people who carried about all people."
US:2052555,"Because, TO THIS DAY, they are the ONLY PUBLIC SERVANTS interested in LISTENING to their constituents, even when many of those are MAGAs. Because they are the only ones making sense at this moment. REPUBS have ABDICATED their legislative responsibilities in service and fealty to one man, not their voters! CHAOS reigns in this WH."
US:24122608,To liberal.
US:131280207,"I had been registered as unaffiliated for most of my adult life. The Democrats always deliver better economic results, defend & expand civil rights, and are generally looking out for the People. I switched my affiliation to Democrat when the Republicans went completely off the rails, embraced the corruption of Trump and MAGA, and idealized plans to destroy the societal gains of the last half century. In the America my immigrant ancestors admired, my grandchildren should not have fewer rights than I have enjoyed."
US:23058926,no
US:132783487,"I believe that healthcare is a human right, and that includes women's reproductive care. I believe that new vaccines decreases the severity of a potential virus. I think the focus should be on bolstering the middle class and making the top 10% wage earners pay their fair share in taxes. I believe America should honor our agreements and keep our allies trust."
US:695229,Because I don't want the USA to become a left wing commie country
US:160083499,I agree with some Republicans and some Democrats but not all
US:46545015,They are actually trying to solve problems in this country while also trying to reduce spending. Democrats are trying to spend more on their select groups and projects.
US:1319756,it is the better of the two choices
US:184800349,they aren't doing enough
US:169021687,I never know how to answer these questions
US:4350869,I want things in this country to be fair and honest for everyone.
US:155602447,"This is the party of Common Sense and dedicated to returning the rule of order etc to the States, people."
US:121979575,Republicans are only for themselves and the rich.
US:35876375,I have interests covered by both sides
US:179577763,I am a Democrat because I believe government’s purpose is to make our lives better and solve problems without curtailing basic civil rights
US:203982855,Because they stand for the things that I believe are important and make good sense. Republicans are trying to save our Country.
US:173600587,Empathy for others. All sexes and races should have the same rights.
US:173643479,Too long to list
US:953521,for the most part the democratic party mirrors my own views.
US:114856733,Because they care more about the law and people and not about themselves.
US:39312245,Because Democrats are socialist/communist and against American citizens
US:2357493,They are not self serving crooks like republicans
US:1262235,More commitment to people and less to large corporations and billionaire
US:28279,"Because their policies are closer to mine. I believe in smaller government, lower taxes, much less government interference in our lives. Government should not be in our schools, etc. The Democrat's nanny government and nanny state is anathema to me!!!"
US:177379749,"About 8 years ago, after being a life-long Democrat,(I'm 83 years old) I left the Democratic Party because they left me, their core ideas no longer reflect my positions. They are no longer the Party of the working class, but of far left ideology. Now they haven't any strong leaders or vision. They are being represented by Socialists and Hate Fearing Mongering Idealogs."
US:182222365,The love of the vision portrayed by the party
US:193559759,They have more common sense than Democrats
US:205441099,Because democrats help the less fortunate
US:1582189,Morals
US:201835399,I am a Democrat because most of the time I side with their view on issues.
US:179187863,They support the same issues I do
US:34826173,it is how I was raised and it follows my beliefs
US:31223055,fiscal responsibility abortion is murder less goverment invasion of every single aspect of business and life
US:139404025,because they’re both trash. Both are corrupt and neither is doing anything for the average american worker. a third party should be able to access the same funds that dems and republicans do to run a proper campaign.
US:172252631,My opinion
US:25186974,Because it depends on what the person will do for me
US:2943117,because the democrats are tooo liberal and the republicans generally support the military
US:186835783,I am a Christian and believe in GOD.
US:127259295,"I don’t feel like the Republican party has the same outlook, values and morals that align with mine"
US:116563907,The Democrats and Republicans need to work together.
US:3694599,I like their policies
US:2740804,I'm a Democrat because the Republican Party has sold out to someone who is a conman and a criminal.
US:2267689,"Democrats generally support the average person, not the 1% or big corporations."
US:27479233,They listen to the needs of the people
US:2644452,I don't know
US:4276962,Democrats suck
US:194611817,They hate me less
US:168701603,Both parties seem to be too far to left or right and unwill8ng to compromise. We shouldn’t give the farm away but we also shouldn’t make life harder for people.
US:162801773,"Because the Republicans at this point are waging a war on human rights and American's rights. They started with women's health rights on abortion, have moved onto women's healthcare rights and now are going to all rights - free speech, due process, court orders..."
US:28282453,Because the Democrates are for the people and their rights and the Repuplicans are for rich.
US:41054125,both side has bad and good
US:1682916,"They are more humane in their policy and tend to be on the right side of history. Their policies carry us forward, not backward and support democracy."
US:179628811,I am a Republican because I believe in keeping the government's role limited to ensure individual liberties are protected.
US:41263315,"They are realistic, the democrats give away everything"
US:4542749,"I am a Democrat because I believe this party cares about middle and lower class people, the poor, and migrants. Republicans have become too spineless and let the President do whatever he pleases, even when it's not in the best interest of the country."
US:28973599,Empathy Care for all
US:40971218,"I was a Democrat until I was 51 years old when my eyes were opened. I am a Christian. When a party boos God and makes its major platforms about murdering unborn babies, mutilating minors, grooming children in grade schools, allowing men in women's sports and locker rooms, there is no choice in voting. I am a Republican because it is the party that is the most closely aligned with my religious views, which are what determine my actions. I am a Republican because I watched the government shut down our country based on a threat that did not exist. Covid was not that deadly and the actions taken destroyed businesses, children's learning and development and created mental illnesses in numbers we have not seen in decades. My Governor, Tim Walz turned into a dictator and a sick man offering money and scholarships to those who brought their children in for the deadly pretend vaccine. I am a Republican because even I could see that Biden was suffering from severe dementia even before he was elected and the Dems knew it and they allowed someone else to run and try to ruin our country. The mainstream media are not news shows, they are propaganda and brainwashing trolls that communists would love. I am Republican because I knew the Russia collusion was false, Hunters laptop was real, the impeachments and arrests of Trump were lawfare and January 6th was a set up and infiltrated with FBI and antifa to stir things up. I watched Minneapolis burn and the fake trial and the country go crazy with vandalizing and burning and killing and the Democrats were thrilled with it all. There is a severe sickness in the Democratic party and our news media and it will never align with people who wish to live their lives, protect others, help others and honor truth and service. The Dems are the lowest form of human in our country today. It is a sign. Those who scream their words, who use profanity (which children can hear) and attack, attack and attack are the ones who have the most to lose by Trump being President. They are criminals in my mind. Everyone I know, no matter which party they are in, want these 20 million illegals that the Dems let into the country deported. NOW. The Democrats are the ones using judges to slow everything done. They are all sick and frankly, evil. They hate this country. They hate the people of this country. No one does the things that Schumer, Pelosi, Waters, AOC, Crocket and that stupid shit who talked for 24 hours unless it is all about THEM. They do nothing to work in Congress to help this country. They can only tear down. Those who pushed people to destroy Tesla and Elon Musk are terrified on the money trail in USAID coming back to them. Those pushing for violence should be removed from office. All of these reasons are why I am sure I will be Republican until the day I die. President Trump truly loves this country and has given up more and taken more shit than anyone should have to, to serve his country. I am totally ashamed with the Dems in Congress. Too bad they do not know the meaning of the word, shame."
US:175215363,My people
US:135024081,After Trump was re-elected I ask myself that question everyday. Why am I still a Republican !
US:3031478,Because I believe Republicans have stronger moral values and are in touch/reality with middle and lower.class citizens
US:29509,I want our nation to remain a Democratic Republic with all rights In in our constitution and bill of rights.
US:164439309,Because Democrats have had control too long.
US:130500135,They are interested in what is best for the people.
US:121347853,Because I believe in justice and liberty for all men and we should live in a country where everyone is free.
US:2298732,Because I am more conservative than liberal. I am economically conservative but socially liberal.
US:100874949,I agree with their values
US:23412535,This party represents my ideas and the integrity of our country
US:123456859,Because the Republican policies and agenda most closely align with my beliefs and moral values.
US:3672190,They said Democrats are for the poor people
US:29252389,do not agree with democratic policies
US:26687139,My family and everyone back to Robert E Lee they were all Republicans. So who am u to rock the boat.Plus I like the people that run for a spot in the government.
US:1754261,"to portect the Republic, and stop thid nation from becoming socialist/communist"
US:428550,I want to see the American Experiment carried on. And not fall prey to socialist ideas.
US:44233318,"I grew up in a very Republican home until Trump's first term..... Now I am embarrassed and a bit apprehensive about even saying I was one. There are so many things these complete and totally brainless, heartless, money-loving morons have done against our own country and The Constitution..... makes me physically ill to think about the time they will remain in office"
US:41131719,"I believe in lifting people up who need help. I support services to the poor, homeless, elderly and disabled. I am Pro-choice. Immigrants enrich our country. People of color are equal. I don’t care who loves who, how much money anyone makes or the color of their skin. Tax the rich!!"
US:170210515,"There's no other choices. If a party existed that better aligned with my views, I would support that party."
US:3714122,"The Democrats at least tend to (or pretend to) promote policies that benefit everyone, not just favor the wealthy at the expenses of the poor and middle class. I'll never vote Republican again, because extremists and ignorant assholes have taken over the party. But the Democrats don't fight back, they just yap on about how bad the GOP is and whine that they can't do anything."
US:45034019,I like to see all people be able to make a living. I like to see all people receive benefits and help.
US:182729603,Because Republicans are against abortion and care more for the rights of the people.
US:174899901,"I’m not sure. the country is the wealthiest country and should take care of the people that are struggling. I don’t believe in big government per se , but not in a government catering to only the elites either"
US:44992931,The Republicans are too focused on identity politics
US:151356893,Why not
US:196670611,"I am fiscally conservative with my money and want a government that is the same. I like small government. I also think that unborn babies have rights and should not be killed, obviously they can't consent to being killed."
US:24360491,Democrats are supposed to work for the common good.
US:2866054,I believe they get more done and their values align better with my own. 10 years ago I would just call myself a Democrat as I believe I could see and vote across the political aisle. Now I call myself a strong Democrat because I can't believe what the GOP is allowing to happen in our counrty and their level of hypocrisy is mind bending.
US:2384262,Because I registered Republican as a teenager and have yet to have a compeling reason to change. I have voted for many Democrats in the past.
US:2061041,I believe in the Bill of Rights and the Constitution of the United States. Democrats want Socialism/Communism.
US:55290,Because I believe in the Constitution
US:30225565,"I believe in freedom of choice, free speech and the values of the Democratic Party."
US:99965,"they are basically the same, and both worthless"
US:4388959,I don't believe in handouts for no good reason like the Democrats want to do.
US:643193,"Because I believe in freedom of speech and the principals laid down in the US Constitution. People are all created equally and all should be given the same rights to vote no matter what your color, race, rich or poor. And all people should be given the right process of the law no matter what. NOT the will of a deranged president and his lackeys."
US:2391964,Because it is the best party to be a member of.
US:43177,Because the democrats are idiots.
US:46470277,I'm not really. I'm more of a socialist
US:4281017,It's the only major party that's not completely rotten and corrupt.
US:4523056,"I registered when I was 18 years old and really didn’t know much about politics. I just literally picked a party, no reason"
US:31418542,They align with my values more
US:305852,Because they are the same people just different letters and they are all owned by khazarian Jews except Massey it’s not maga it’s miga
US:195607747,Because there is no other choice
US:36700908,"Well if you want illegal immigrants, wars in countries, decrease the police involvement YOUR A POS DEMOCRAT"
US:442730,Because they aren't as liberal as Democrats with the people's money
US:127436837,"I’m a Democrat because I believe that the Democratic Party most closely supports middle class, working class and low income Americans. They are more concerned with creating policies that address both social and income inequality."
US:127340015,No real reason
US:401554,"I'm conservative and I'm tired of the liberal nonsense going on in our country. I used to vote for the person but after what I've witnessed in the last 16 years, unless something changes; I'll never vote for a democrat at any level of government."
US:1836309,"I am a conservative. I despise most Republicans almost as much as I do the Democrats. (E.g. It makes me cringe to vote for someone like Sen. Tillis here in NC.) Nonetheless less, I find that most Republicans, whether because of political pressure or by true belief, tend to vote some in accord with my beliefs."
US:25186591,"note sure, both aren’t doing much in the way of being lawful"
US:125636389,I was raised by my parents who were Democrats. My views generally align better with the Democrat's rather than the Republicans.
US:40875112,Republicans are conservative
US:972610,"I am a conservative Republican and hold the values of traditional Republicans in the mold of Reagan. Free speech, strong defense, pro-life, free trade, market economy, rule of law."
US:666744,"I hate them both! The Republicans represent the rich 🤑, and the Democrats represent the dead 💀 beats and criminals! Nobody represents the descent people!"
US:40573982,"Life, liberty and freedom of choice."
US:165231637,Why because both the parties are not doing what they say.. they only do for themselves and party benefits
US:112999883,Better policies
US:163597777,more in tune with america
US:737501,"Fiscally responsible, believe in law and order and criminals being punished, believe in secure borders, believe in America first"
US:42214437,"The Republican party is for the rich. I am in the poverty level. I am barely able, with credit cards, to make it month to month."
US:158393201,"Jesus said: fish from the right side of the boat. Also, who sits on the right hand of God.?"
US:442003,The Democratic Party closely advocates for my beliefs and priorities with most issues. I am strongly opposed to Republican Fascist Party positions on nearly every issue.
US:180892929,The Republican Party used to be closer to libertarianism. Not so much anymore.
US:1581459,Because democrats have devolved into ridiculously high levels of violence and idiocy. And that Donald Trump along with Ronald Reagan are two of the greatest presidents ever!
US:42581037,Because I don’t like the policies of the republican’s
US:197663877,I was a democrat for quite qwhile until the progressive faxction slowly started it rise. The quintessential moderate or cenrtristhas vanished. That party is the far left and the overeducated coastal liberal now. Which one will destroy the p[arty first. Im not a Rep but closer because they are more logical.
US:187113865,Democrat are very honest people
US:30591192,I believe in fighting for the people
US:170731037,Because the Democratic party is fighting for people like me and for our freedom of choice
US:4544169,Because they are the only ones that make sense
US:28216828,Fight more for people and their rights.
US:30907920,"I believe in helping the poor in America to be educated, to be healthy, and have decent housing"
US:724266,had to register republican to live where I do
US:1820899,"I support limited government, states rights, and common-sense solutions. ""Woke"" policies are abhorrent."
US:1117442,The Republican Party views align more with my views and values.
US:40902796,I support the Democratic platform
US:3706008,I've been for many years. I wouldn't change that.
US:186447633,Because the alternative is not a good one.
US:181820597,I agree with Bernie Sanders push for Medicare for all as we are spending the most money in healthcare with least amount of positive outcome with for Profit Hospitals and pharmaceutical companies
US:168623187,for the people
US:135240067,Because they're both terrible.
US:138677011,i think so of the things they do make more since
US:4102823,"I have followed politics for many years and I used to vote Democrat, but as I’ve grown older I am convinced that they are for the most part a pack of thieves and liars and the party should be dissolved or reformed extensively and brought back to common sense. Period"
US:176911157,I have no comment
US:40545848,Because their values align with my own.
US:171505951,I don't think we need parties. It divides people. Neither side is right on everything. They fight each other instead of fixing issues.
US:160752397,"Close the border, deport illegal aliens, voter ID, end fraud, waste and sbuse, DOGE every spending bill,politicians, elon misk DOGE California government from Savtsmento down to all leftist tim cities."
US:30106015,Because I care about other people and about the environment more than I care about money and Democrats are more aligned with this than Republicans/MAGA
US:124934653,I'm for God and country.
US:102837679,Neither party is getting things done for regular working class people.
US:106818053,Because they are more conservative than Democrats.
US:41880172,I feel the republican party is more for the working class and their agenda is more of how I feel our country should be.
US:252103,A republic buffers gut-reactions to avoid mobocracy. Pure democracies can be dangerous and destructive when they become driven by emotion rather than logic and long-term thinking.
US:1463449,"I used to identify as a Democrat in the seventies, but the party moved away from supporting blue collar workers and transitioned to identity politics and ""Wokeness"" leaving me behind. While agreeing with some Republicans ideas, the party as a whole does not represent my views in any real sense."
US:4291159,I want freedom.
US:36885750,"Democrats are responsible compassionate people, and care about the wellbeing of others"
US:173394155,I don’t feel like I’m I think I just in the middle
US:164392093,Because they provide a safety for people in need and care about more than billionaires
US:3375538,We are dedicated to preserving traditional America.
US:149151643,because i believe in human rights and civil liberties
US:26194102,Their policies and how they want to run the country align with mine get rid of only legal aliens no matter what two genders two sexes male female only that's it and stop the Democratic look towards from being such whiny ass f****** babies
US:2558435,"Because the Democrat politicians are only interested in raw power. Just in the past 4 years we have seen an administration that used the Justice Department against their political adversaries. They swept in a mentally diminished president and maintained him despite the risks to 330 Million people, and when it was clear he could not win and the nation knew he was non compos mentis, they Undemocratically installed another candidate."
US:2646941,I'm in the majority of the polling that gives congress the worst approval rating ever
US:4585355,because I actually care about people and can empathize and feel
US:44489967,because it is the right choice
US:241829,"Limited govt, states rights, protect the unborn, lower taxes, protect women against trans nonsense"
US:186102243,"My values align with the Republican Party. I don’t promote abortion, illegal aliens coming into the u.s., I don’t support criminals, dei, transgender agenda, men in women’s sports, rapist, murders, or Democrats."
US:136386101,"Republicans have become a cult party in their featy to Trump, MAGA, violence, racism, mysogyny, birtherism, conspiracy theories, billionaires, Nazism, etc."
US:125578563,no
US:2480369,fredom
US:187461569,"Because the MAGA movement under Trump is leaning into authroitarianism as Trump is backing fascist, white, male ideaology"
US:179810411,Both parties are bought and paid for they do not represent the people but the corporations who lobby them
US:122218845,I was raised to be a Democrat growing up that's why.
US:172850719,Democrats support important social issues and safety net issues. Republicans oppose safety net issues and support issues that discriminate against classes of people. Republicans want to tear down the separation of church and state.
US:34154111,I believe in that party more
US:413421,I WAS an independent that was neither close to either party. I voted for who was closest to what I believed in and wanted for others and myself. But this republician party is no longer aligned with what they use to be. They are totally a different party and worship and bend the knee to their king. We do not have a person who follows the law or constitution.
US:119069121,"Both parties sold their loyalty to Israel, and the military industrial complex, and are working against the interests of the American people"
US:206689041,i am not sure
US:4696576,Because my views and beliefs are more in line with democrats and their ways:
US:46355316,"The left wing is off the rails, and it is loony."
US:30934358,I am more conservative
US:1024893,The Republican have a ton of more common sense than the Democrats who have turned into a joke.
US:4274617,I believe in our constitution. I also believe in a woman’s right to choose. I believe you cannot override the constitution. We have separation of state and church. We cannot run over these values.
US:140343559,I would like less government and curtailment of spending. I don’t see either party working to balance our budget. I also think neither party follows the law and utilizes presidential power to push policy on people. Congress is weak and this is both parties. Let local people determine laws in their states.
US:28892150,"I'm a Democrat because I believe in making sure everyone has equal rights. I believe in making sure women are equal to men when it comes to income, Job opportunities, and safety. I believe in making sure minorities have the same rights as white people."
US:339849,I have always been a Democrat as long aI was eligible to vote. I was raised that way.
US:2566153,I think the Republican party is on its way to becoming the Republican Nazi party of the USA.
US:112846673,"The Democrats have historically been the party of the ordinary working class and middle class American. They have attempted to offer the majority of Americans a better socio-economic opportunity to upward mobility in our country; they have been abandoned by white working class American males based on a misunderstanding of the tenants of the Republican party, i.e. represent the rich and powerful at all costs- Elon Musk and the talented billionaire oligarcy."
US:2092695,"Respect for people w/o regard to race, gender, ethnicity, orientation; respect for our Constitution and the right to vote; commitment to due process and the rule of law. Republicans -- elected officials and the people who support them -- share none of those values."
US:29688019,Both parties have good ideas and bad ideas.
US:2956498,"Neither as a party have the best interest of America at heart, and neither, as a party, follow the constitution. Both parties are willing members of the Deep State and The Uniparty."
US:159110259,Because I believe in most everything Republicans believed in prior to most of them becoming MAGA.
US:36479134,Republicans want to do what's best for our country but Democrats just want to do what is best for them and the Democratic party.
US:672042,"The Republican Party actively works to take away my rights as a naturalized citizen, immigrant, and woman of color. The Democrats do nothing to defend democracy in the United States and are not progressive enough for me to align with them as a party."
US:31145307,"Both are dogmatic, both make horrible decisions"
US:2825383,democrats have no plan no policy only oppose
US:21633,I hate the religious right
US:24858805,I believe in smaller gov and more personal responsibility.
US:966316,Alot of reasons
US:148449893,All Democrats are Marxist.
US:146186243,"Freedom of speech, freedom of what I do with my body, protecting the rights of all people, equality and so much more."
US:39820822,0ur freedom
US:44901343,"The political system in America is two sides of the same coin. Lobbying has destroyed any semblance of the two party system. Congressmen/women are open to the highest bidder and/or being blackmailed to give big corporations whatever they want. The Supreme Court hasn’t followed the Constitution for a very long time. The agencies (CIA,FBI et al) have never been what we the people were told they were created to do; to keep America safe from foreign entities intent on harm to us. They were created to infiltrate other countries and control other countries to the best interests of the United States. Now, these same agencies are being trained on the American people. The people who are sick and tired of the agendas, lies, and propaganda being fed to us by a captured press."
US:176955665,"I believe in the commons, progressive taxation, universal healthcare, and freedom of thought and expression. Everything else is negotiable."
US:4357295,Both parties have strayed to extremes and have lost touch with the true ideals of their party.
US:183250517,My views align best with Republican candidates.
US:201883303,"I think Democrats work more to help all Americans, not just wealthy ones"
US:39460822,Feel they are more compassionate and kind
US:1159389,Because Democrats have always stood up and represented the average citizens and not bowed down to the billionaire class.
US:1479474,I've heard the democrats talk. That's way
US:819999,Because big government doesn’t help the middle and working class and it is taking away true freedom. It is destroying us and the democrats are all about big government and control and social programs and saving us from ourselves by stripping away our freedoms little by little.
US:28702767,I'm a single mom that struggles financially I work hard and still don't get paid enough. I have to budget and inflation hurts my finances.
US:28778303,"I believe in fairness, compassion, helping the downtrodden, truth, justice, and the American. I'm against the stupidity, corruption, avarice, greed, and meaness of the Republicans"
US:134905865,The Constitution is enormously important and needs to govern all our decisions and point the way forward.
US:206756117,"Because they have always fought for the vast majority of Americans, whereas the Republicans seem to have always wanted to protect the rich"
US:24868092,"Both parties are an embarrassment to this country. They simply want to get re-elected. They are kowtowing to lobbysits and lining their pockets, while we ""average"" people are getting screwed."
US:173316067,"I define myself as a republican, rather than democratic, because I believe that any true republican sticks to traditional values and principles. I like to keep those traditional values such as; respect for authority/elders, as this helps maintain discipline and general respectfulness. It also helps maintain stability in personal family relationships and societal relationships. Moral values and being able to know and choose what is right and what is wrong. I personally believe that this is the exact opposite of what the democratic viewpoints and goals are."
US:181029451,"Believe in equality , in democracy, and see republicans as liars who mess up the economy and increase the deficit while saying that they are fiscal conservatives"
US:184831129,It a good look for the states
US:188851393,The opinions they have more align with my own views.
US:40455808,"I believe in the rule of law and that government should work for the least well off of the nation, not the most well off."
US:35774641,I support freedom of choice and common sense approaches to issues.
US:146569343,They are more liberal than the Republican Party and have similar views to my own
US:43412611,"Because the Republican party represents Honesty, Integrity, True sence of how things should be run in our government! Business minded!"
US:173711639,"Democrats care about social justice, the environment and the rule of law. Most Dems are not full of themselves"
US:187555567,my values and beliefs align with the republican party. also the democrats have gone way to crazy and nation destroying.
US:137747145,Because I’m middle of the road
US:107382485,because republicans are pure evil and third parties act just as useless as all the other parties without even having any political power
US:167690135,They often don't do right to help the people.
US:110061661,I BELIEVE IN THEM
US:573073,Because Democrats are insane and lie.
US:28383797,It means working people come first not the ultra rich.
US:188435997,"I believe women should be able to get abortions up to 3 months, do not agree with woke democrat issues"
US:34480689,There is no party to the left of Democrats.
US:1492468,The Republican party generally represents my opinions about the welfare of the nation.
US:179051839,Beliefs along more with mine than other parties
US:191976925,They represent the normalcy I want in life. Life should not be too complicated like other sects make it to be. Republicans are close to how I perceived the world.
US:174510549,I believe people should work to earn a living not wait for the government to give them free money. I don't believe in abortion at any amount of weeks. I believe if people want to come to the US they should do so legally!
US:505145,"Are you kidding? Look at the racist, misogynistic, homophobic christofasists of the patriarchal GOP, akin to the Taliban or mullahs of Iran. They are speedily destroying every progressive advance of the last century and attempting to destroy our secular democracy, secular because the deistic Founders created it as such, in favor of theocracy and oligarchy. Furthermore, they are destroying the middle class, secular public education, access to higher education, and public health in order to create a sick, illiterate, and desperately poor populace unable to fight the increasingly powerful oligarchy and more likely to turn to the fairy tale of religion, just like it was in the Middle Ages. Key to all of this is to return women to the home to remain barefoot and trapped pumping out soldiers, laborers, and parishioners for the wealth and clerical class as it once was in feudal times. Rolling back women's reproductive rights and even the franchise as some in the GOP are seeking to do is the overarching goal. And don't get me started on the sick Republican obsession with eliminating gay and transgender rights. If able, they'd also willingly take up the cause of the old Southern Democrats of the Civil War era and return blacks and probably Hispanics or any dark skinned person to servitude. They value wealth, white European lineage, and the authoritarianism of Iron Age religion above all else and refuse to raise taxes on the wealthy to fund a healthy, highly educated, and well functioning society. As for destroying the environment and ignoring catastrophic climate change, if there's money to be made, they couldnt care less. And finally the GOP is increasingly aligned with fascist leaders such as Victor Orban and Vladimir Putin, enemies of multicultural secular democacry. Republicans are the antithesis of everything that America has come to mean for the average American who is not a wealthy, heterosexual, Christian male. The Democratic Party has its problems, primarily being they are too far to the right in comparison to The Left of Europe and not agressive enough in fighting for the working class as they were in the era of FDR and JFK, but they are the only choice in our two-party system for this highly-educated, very liberal, fully progressive, environmentally aware, atheistic woman."
US:195964929,I believe both parties do no have the best interest of the country at heart and only seek to grow their power
US:500025,the 2 party system perpetuates the problems
US:1795968,They prioritize actual long term well being of people and the country. They use logic and science to make laws.
US:2154710,Because I don't know why
US:40751771,I agree with our policies and ideals
US:1498458,Because the Republican party has lost it's way and has become a threat to our freedom.
US:46346460,"I agree with the positions of Democrats much more than Republicans, and a vote for anyone other than a major two party candidate is a throwaway."
US:173666495,Because I am a liberal and value democracy.
US:26689220,"Although the Democratic Party doesn't completely align with my values, they do so much more than the Republican party does."
US:1452858,"Because they fight for more conservative choices based on what's morally right, tough choices have to be made for the good of all, not just a few diverse groups."
US:45004983,Mostly because my beliefs align with Republicans views
US:200188113,Republicans are literally trying to destroy the world right now. Do i even need to say anything else?
US:132486697,They seem more inclined to listen to the people.
US:125398021,"I was a Republican until Trump got nominated in 2016, knowing some of his background I knew he would make a horrible president. My reason for being a Republican was a fiscal conservative one. I realize now that was not the case. Republicans are not conservative but are controll freaks."
US:2610151,they support issues I agree with
US:134700643,I have no clue why I’m democrat my parents and friends are democrats
US:4540660,Because I believe in democracy and freedom
US:40194712,Each and every issue is different and I am not one to side with democrats nor republicans on every issue like today’s democrats and republicans do. I can evaluate each issue and decide which way I would vote.
US:41552447,better than being a democrat
US:163996781,"Used to be a Democrat, but the party became too left wing and left me"
US:165991839,"I was a Republican until the January 6 insurrection and Trump. After those two events, I became independent. I do not identify with the MAGA Trump Republicans. I am independent now. I like that the Democratic Party looks out for the environment and wants to regulate big business."
US:41802865,I believe in their ideals
US:2678516,They are more for the people
US:125649539,The other party stands for NOTHING. I am not into that b.s.
US:184508483,"Government has lost touch with the people. They are focused on what they can gain financially and publicly, instead of the constitution and the voice of the people. They have their own agendas and no longer look at what is best for those who voted them in."
US:1885183,"We the people, all of us, not some, should reap the benefits of of our hard work. Our hard earned tax dollars should help us, not rich people that already have enough. Too many of us have fallen and there is no money to help us rise, but there always seems there is enough money to to help a rich person get a new yacht."
US:26001005,That seems to be the party with the most moral
US:44464788,Political parties are more interested in beating the other party and not doing what is right
US:203697687,Just am democrats are evil
US:40612866,Not very conservative but a whole lot closer than the democrats
US:25270743,We need to help each other.
US:3652422,This is a tradition in my family.
US:24044539,"Because no one or no organization is always right and they need to be listening to each other, doing the proper research and fully discussing things before making a decision, policy, or law."
US:188024777,i evaluate each issue based on facts - not politics
US:27542558,Raised as one
US:134688369,Have major policy differences with both parties.
US:179610051,I believe in a strong social safety net. I believe in addressing extreme income inequality.
US:187973569,"I believe we all deserve the same respect, opportunities regardless of our race, religion, gender."
US:461866,I agrree with the Republicans on economic and social issues but disagree on questions of personal responsibility like abortion
US:124008439,Because. They generally support the values that I believe in
US:4368204,Because we are a conservative organization!!
US:40777905,It is the right thing for the nation
US:3994727,"Neither Tweedle Dem nor TweedleRep understand the NEED FOR COMPROMISE on issue like immigration, nor the significance of national DEBT."
US:181724949,Conservative values more closely reflect my faith.
US:184659827,"I consider myself a leftist, not a Democrat. My closeness to the Democratic Party is mostly a matter of political necessity—there is no viable mainstream alternative that aligns even remotely with my values. The Republican Party has shifted so far to the right, embracing authoritarian, exclusionary, and often anti-democratic ideologies, that I could never support it in its current form. I used to identify as a Marxist, but over time I’ve come to see that Marx's framework doesn’t fully capture the realities of our current technofeudal era. So while I still care deeply about justice, equity, and dismantling systems of oppression, I now simply call myself a leftist."
US:1922876,I am totally against the two party system and against buying an election which is happening all the time.
US:37091193,not sure
US:172310643,"The democrat party has become too violent in presenting their causes, and don't seem to have common sense. They are on the wrong side and violently promoting 80-20 issues"
US:300316,dont like the decisions the democrates have been making
US:140834119,"Because the left is hateful, resentful, racist, and out of touch!"
US:150126927,Not sure
US:171698651,i have common sense
US:128217829,Democrats are very close of communism
US:26168856,they listen to the people
US:147887091,I believe that government should be helping people not billionaires and corporations.
US:268330,"It's the smarter choice, Republicans use there heads, and not buy into propaganda and psyops"
US:195668697,I believe in some of the same issues that other democrats are in favor of
US:940662,"It's because I grew up in a very liberal state. And I suffered a lot of abuse from it. I was hated for being from a ""different"" subculture and for my religion. I was also sexually harassed and abused in a liberal school system. No one helped me, and I couldn't get any help because I was only a kid. Later on, I was raped by an acid dropping liberal boyfriend. It's a fact that under liberalism, violence against girls and women has skyrocketed. Even liberal feminists admit this is a problem. And yet, people defend it. God knows why, because this supposed ""progressive"" movement is full of hatred and abuse. I can post more examples, but this statement would turn into a book! In a nutshell, liberalism is the opposite of what they claim to be. They're nothing but lying hypocrites!"
US:142887533,"I believe in the sovereign citizen making self interested decisions about his or her life. I believe in the natural rights, Nature and Nature's God. I am not a leftist know it all."
US:2728494,what?
US:41888239,Because I Relate to the ideals and principals of the Republican party
US:130448433,I don’t follow politics
US:156354275,My views tend to be more conservative.
US:23837436,It represents middle class people
US:2451008,They represent my views on freedom of speech and against illegal immigrants.
US:37130138,i just changed from democrat to republican last month because the democrats have lost their minds and i don't share their values anymore.
US:42207528,democrates have become to liberal
US:39862318,"The party believes in human rights and freedom for all people. They understand cutting taxes for the wealthy only puts an undue burden on the middle class. They are not perfect, but they stand on issues I believe in."
US:2673688,I believe they have the best policy for our country Dems destroy our country
US:2384615,"The are both the same, just different words, same shitty actions."
US:4322743,I vote for the person not the party. Many or even most in both parties are not good.
US:204662217,Capitalism makes life hard for many. Compassion and help goes a long way to keep out population safe and healthy.
US:128375305,I feel that the Democratic Party is more the voice of the people. I feel the Republican party has lost its way and is now the party of special interests.
US:190828781,Neither comes close to representing my views or stances
US:4311983,dont like either one of them
