person_id,question,text,prob_machine_generated,n_tokens,glimpse_criterion,full_text
US:1676013,when_decided_pid,In the last ten years,0.81,5,0.33363400726821174,In the last ten years   My values seemed to be the most in tune with them.   to live closer to family
US:1676013,why_are_pid_with_when,My values seemed to be the most in tune with them.,0.43,12,-1.780045970837886,In the last ten years   My values seemed to be the most in tune with them.   to live closer to family
US:1676013,why_moved_to_current_state,to live closer to family,0.24,5,-3.889507240812802,In the last ten years   My values seemed to be the most in tune with them.   to live closer to family
US:167619633,why_moved_to_current_state,Cheaper living in retirement,0.32,5,-2.70310752173635,"Cheaper living in retirement   I had been a lifelong Republican until tge 2016 presidential election. I did not like the course the GOP had been taking for a number of years, ignoring core issues which affect ordinary citizens' lives and wellbeing."
US:167619633,why_think_pid,"I had been a lifelong Republican until tge 2016 presidential election. I did not like the course the GOP had been taking for a number of years, ignoring core issues which affect ordinary citizens' lives and wellbeing.",0.4,44,-2.0549718949404707,"Cheaper living in retirement   I had been a lifelong Republican until tge 2016 presidential election. I did not like the course the GOP had been taking for a number of years, ignoring core issues which affect ordinary citizens' lives and wellbeing."
US:167634929,when_decided_pid,30 years ago,0.49,3,-1.4128783088334185,"30 years ago   I support making weed legal and support getting lots of people off social security who are able to work. both sides have mixed good ideas. I do not support boys playing in girls sports, DEI is junk and the dems should not have allowed people to violate are laws and stream into the USA   family"
US:167634929,why_are_pid_with_when,"I support making weed legal and support getting lots of people off social security who are able to work. both sides have mixed good ideas. I do not support boys playing in girls sports, DEI is junk and the dems should not have allowed people to violate are laws and stream into the USA",0.23,59,-5.821346437892391,"30 years ago   I support making weed legal and support getting lots of people off social security who are able to work. both sides have mixed good ideas. I do not support boys playing in girls sports, DEI is junk and the dems should not have allowed people to violate are laws and stream into the USA   family"
US:167634929,why_moved_to_current_state,family,0.39,1,-8.061827286318932,"30 years ago   I support making weed legal and support getting lots of people off social security who are able to work. both sides have mixed good ideas. I do not support boys playing in girls sports, DEI is junk and the dems should not have allowed people to violate are laws and stream into the USA   family"
US:167636091,when_think_pid,In 1976 after President Carter turned his back on the middle class.,0.3,15,-2.9185395882254332,In 1976 after President Carter turned his back on the middle class.   Work   Republican policies actually support the working middle class. Democrats say they support the middle class but their policies harm the middle class.
US:167636091,why_moved_to_current_state,Work,0.44,1,-1.709566926274204,In 1976 after President Carter turned his back on the middle class.   Work   Republican policies actually support the working middle class. Democrats say they support the middle class but their policies harm the middle class.
US:167636091,why_think_pid_with_when,Republican policies actually support the working middle class. Democrats say they support the middle class but their policies harm the middle class.,0.52,24,-1.270995847699052,In 1976 after President Carter turned his back on the middle class.   Work   Republican policies actually support the working middle class. Democrats say they support the middle class but their policies harm the middle class.
US:167673869,why_are_pid,My values are in line with the Republican party. I was raised in the midwest and have always been a Republican. I will never vote for a Democrat. I will never lean left.,0.97,38,1.9654701977073377,My values are in line with the Republican party. I was raised in the midwest and have always been a Republican. I will never vote for a Democrat. I will never lean left.   better economy
US:167673869,why_moved_to_current_state,better economy,0.31,2,-7.384013106944424,My values are in line with the Republican party. I was raised in the midwest and have always been a Republican. I will never vote for a Democrat. I will never lean left.   better economy
US:167686255,when_think_pid,From my teens onward.,0.24,5,-6.143717074799832,"From my teens onward.   Stupidity   I view myself as a classical liberal: small government, free trade, rule of law."
US:167686255,why_moved_to_current_state,Stupidity,0.7,3,-0.3119077468247007,"From my teens onward.   Stupidity   I view myself as a classical liberal: small government, free trade, rule of law."
US:167686255,why_think_pid_with_when,"I view myself as a classical liberal: small government, free trade, rule of law.",0.46,18,-1.603846486511476,"From my teens onward.   Stupidity   I view myself as a classical liberal: small government, free trade, rule of law."
US:167690135,why_are_pid,They often don't do right to help the people.,0.35,11,-2.4457237821822035,"They often don't do right to help the people.   Away for school, moved back home."
US:167690135,why_moved_to_current_state,"Away for school, moved back home.",0.27,8,-3.3638855262685925,"They often don't do right to help the people.   Away for school, moved back home."
US:167727741,why_are_pid,"While there are Republican views that I agree with, there are more that make sense with the Democrats",0.28,19,-3.2258445866892504,"While there are Republican views that I agree with, there are more that make sense with the Democrats   Start over"
US:167727741,why_moved_to_current_state,Start over,0.23,2,-4.093650154077666,"While there are Republican views that I agree with, there are more that make sense with the Democrats   Start over"
US:167767585,when_think_pid,Not believe,0.23,2,-6.065011623917777,Not believe   Parents
US:167767585,why_moved_to_current_state,Parents,0.22,1,-5.272819317914015,Not believe   Parents
US:167767585,why_think_pid_with_when,Not believe,0.23,2,-6.065011623917777,Not believe   Parents
US:167802817,when_think_pid,as a kid,0.39,3,-2.123589513789688,as a kid   i cared about people
US:167802817,why_think_pid_with_when,i cared about people,0.22,4,-4.852133647286493,as a kid   i cared about people
US:1678434,why_are_pid,I care about others.,0.51,5,-1.3039083933122748,I care about others.   Work
US:1678434,why_moved_to_current_state,Work,0.44,1,-1.709566926274204,I care about others.   Work
US:167873871,when_think_pid,A long time ago,0.87,4,0.7446733979419339,A long time ago   I vote issues not platforms
US:167873871,why_think_pid_with_when,I vote issues not platforms,0.29,5,-7.063213905282681,A long time ago   I vote issues not platforms
US:167886407,why_moved_to_current_state,Not willing to disclose,0.23,4,-4.3358150734885275,Not willing to disclose   I honestly don't i am more of third-party voter. Botgh sides are full of old rich white evil men that are greedy
US:167886407,why_think_pid,I honestly don't i am more of third-party voter. Botgh sides are full of old rich white evil men that are greedy,0.26,26,-6.599254745766305,Not willing to disclose   I honestly don't i am more of third-party voter. Botgh sides are full of old rich white evil men that are greedy
US:167901299,when_decided_pid,As a teenager,0.69,3,-0.35601915469780177,As a teenager   In line with my views
US:167901299,why_are_pid_with_when,In line with my views,0.43,5,-1.7874385990913784,As a teenager   In line with my views
US:167907833,why_moved_to_current_state,my parents got divorced and went to live my dad,0.28,10,-3.1355336069156756,"my parents got divorced and went to live my dad   Because I have morals, align with the constitution and believe in checks and balances."
US:167907833,why_think_pid,"Because I have morals, align with the constitution and believe in checks and balances.",0.23,16,-4.173716738207727,"my parents got divorced and went to live my dad   Because I have morals, align with the constitution and believe in checks and balances."
US:167908681,why_moved_to_current_state,My job took me here,0.26,5,-3.5426910963352145,My job took me here   I grew up in Massachusetts as a strong Democrat but even if I did not identify as a Democrat the ideology of the current Republican party is twisted and lost. I believe in principals before party
US:167908681,why_think_pid,I grew up in Massachusetts as a strong Democrat but even if I did not identify as a Democrat the ideology of the current Republican party is twisted and lost. I believe in principals before party,0.28,37,-3.256183844439597,My job took me here   I grew up in Massachusetts as a strong Democrat but even if I did not identify as a Democrat the ideology of the current Republican party is twisted and lost. I believe in principals before party
US:167953149,when_think_pid,Always,0.23,1,-4.413427954033356,Always   Better opeople and ideas
US:167953149,why_think_pid_with_when,Better opeople and ideas,0.45,5,-8.492927789030771,Always   Better opeople and ideas
US:167984309,when_think_pid,none,0.38,1,-8.00808747740049,none
US:167984309,why_think_pid_with_when,none,0.38,1,-8.00808747740049,none
US:168021167,when_decided_pid,obama?,0.22,3,-5.138233493907979,obama?   as opposed to a slack jaw idiot?   to change my life
US:168021167,why_are_pid_with_when,as opposed to a slack jaw idiot?,0.22,8,-5.079151479014723,obama?   as opposed to a slack jaw idiot?   to change my life
US:168021167,why_moved_to_current_state,to change my life,0.37,4,-2.268003755986737,obama?   as opposed to a slack jaw idiot?   to change my life
US:168035339,when_decided_pid,Young,0.25,1,-3.705057769212206,Young   Democrats are liars and traitors   Weather and good government policies
US:168035339,why_are_pid_with_when,Democrats are liars and traitors,0.23,7,-4.193609412803826,Young   Democrats are liars and traitors   Weather and good government policies
US:168035339,why_moved_to_current_state,Weather and good government policies,0.28,5,-6.995212881888738,Young   Democrats are liars and traitors   Weather and good government policies
US:168096025,why_moved_to_current_state,Born there,0.27,2,-6.753916288151027,Born there   Fiscally conservative
US:168096025,why_think_pid,Fiscally conservative,0.51,4,-1.2944375474633574,Born there   Fiscally conservative
US:168169113,when_decided_pid,During the Viet Nam war,0.32,5,-2.670971823802718,During the Viet Nam war   I didn’t like the policies of the Republican party   My parents emigrated from Europe
US:168169113,why_are_pid_with_when,I didn’t like the policies of the Republican party,0.62,10,-0.7325836562312932,During the Viet Nam war   I didn’t like the policies of the Republican party   My parents emigrated from Europe
US:168169113,why_moved_to_current_state,My parents emigrated from Europe,0.35,6,-2.44899072945923,During the Viet Nam war   I didn’t like the policies of the Republican party   My parents emigrated from Europe
US:168171309,why_are_pid,"party of compassion, rule of law and moral government",0.22,10,-4.6028791747641575,"party of compassion, rule of law and moral government   Job"
US:168171309,why_moved_to_current_state,Job,0.33,1,-2.6298001581011357,"party of compassion, rule of law and moral government   Job"
US:168182813,when_decided_pid,When I was 18,0.86,5,0.6650241478731009,When I was 18   I valued similar things
US:168182813,why_are_pid_with_when,I valued similar things,0.22,4,-4.840882302471736,When I was 18   I valued similar things
US:168194249,why_moved_to_current_state,Family,0.25,1,-3.7675180728671025,Family   I am not a sheep and will not accept everything because of the party. The Democrats are lost and the Republican's do not seem to be able to think for themselves (hence they follow an Authoritarian who does not seem to be very bright).
US:168194249,why_think_pid,I am not a sheep and will not accept everything because of the party. The Democrats are lost and the Republican's do not seem to be able to think for themselves (hence they follow an Authoritarian who does not seem to be very bright).,0.41,50,-1.938905450505967,Family   I am not a sheep and will not accept everything because of the party. The Democrats are lost and the Republican's do not seem to be able to think for themselves (hence they follow an Authoritarian who does not seem to be very bright).
US:168196209,why_are_pid,"The Democrats have gone crazy. Coddling criminals, DEI, illegal aliens, gender theory, teaching sex to children, abortion up to the 9th month. All of it is crazy.",0.38,40,-2.186734681585719,"The Democrats have gone crazy. Coddling criminals, DEI, illegal aliens, gender theory, teaching sex to children, abortion up to the 9th month. All of it is crazy.   Parents moved"
US:168196209,why_moved_to_current_state,Parents moved,0.49,2,-8.710171425794718,"The Democrats have gone crazy. Coddling criminals, DEI, illegal aliens, gender theory, teaching sex to children, abortion up to the 9th month. All of it is crazy.   Parents moved"
US:168260829,when_think_pid,Since I was in elementary school,0.54,6,-1.1359241582792914,Since I was in elementary school   Parents moved here I was an infant   I am very liberal on social issues and believe in taking care of other people
US:168260829,why_moved_to_current_state,Parents moved here I was an infant,0.22,7,-4.465813859298583,Since I was in elementary school   Parents moved here I was an infant   I am very liberal on social issues and believe in taking care of other people
US:168260829,why_think_pid_with_when,I am very liberal on social issues and believe in taking care of other people,0.53,15,-1.192747929306686,Since I was in elementary school   Parents moved here I was an infant   I am very liberal on social issues and believe in taking care of other people
US:1682916,why_are_pid,"They are more humane in their policy and tend to be on the right side of history. Their policies carry us forward, not backward and support democracy.",0.45,30,-1.649504928590824,"They are more humane in their policy and tend to be on the right side of history. Their policies carry us forward, not backward and support democracy.   Job"
US:1682916,why_moved_to_current_state,Job,0.33,1,-2.6298001581011357,"They are more humane in their policy and tend to be on the right side of history. Their policies carry us forward, not backward and support democracy.   Job"
US:168293435,why_are_pid,I believe in the freedom of choice. There is no republican party anymore only trumpites. I will never have any connection with them on any level. Many of the questions you asked I could not answer because I am on a total blackout of any political news because I am so distraught about the outcome of the election and destruction of our county by this administration,0.39,71,-2.1157974371433044,I believe in the freedom of choice. There is no republican party anymore only trumpites. I will never have any connection with them on any level. Many of the questions you asked I could not answer because I am on a total blackout of any political news because I am so distraught about the outcome of the election and destruction of our county by this administration   personal
US:168293435,why_moved_to_current_state,personal,0.26,1,-6.574304969733376,I believe in the freedom of choice. There is no republican party anymore only trumpites. I will never have any connection with them on any level. Many of the questions you asked I could not answer because I am on a total blackout of any political news because I am so distraught about the outcome of the election and destruction of our county by this administration   personal
US:1684571,when_decided_pid,I don't know,0.79,4,0.2193787796126488,I don't know
US:1684571,why_are_pid_with_when,I don't know,0.79,4,0.2193787796126488,I don't know
US:168557029,why_think_pid,"I am an ""old school"" Republican and do not agree with very much if the current ""faux Republicans"" in office. The party used to stand for safeguarding our freedom and incomes, reducing government waste, enforcing the rule of law, and supporting the US Constitution. The current regime seems to only be interested in bettering themselves rather than the people and the government they are supposed to serve and being subservient to a man who has proven to have no interests except his own.",0.3,98,-2.9656767934229986,"I am an ""old school"" Republican and do not agree with very much if the current ""faux Republicans"" in office. The party used to stand for safeguarding our freedom and incomes, reducing government waste, enforcing the rule of law, and supporting the US Constitution. The current regime seems to only be interested in bettering themselves rather than the people and the government they are supposed to serve and being subservient to a man who has proven to have no interests except his own."
US:168597189,when_decided_pid,Early on while learning about the goals and basis of each party.,0.22,13,-4.542332836248827,"Early on while learning about the goals and basis of each party.   I believe is smaller government, less government and government out of my every day life.   New York is awful on numerous levels"
US:168597189,why_are_pid_with_when,"I believe is smaller government, less government and government out of my every day life.",0.26,17,-3.5289868372166606,"Early on while learning about the goals and basis of each party.   I believe is smaller government, less government and government out of my every day life.   New York is awful on numerous levels"
US:168597189,why_moved_to_current_state,New York is awful on numerous levels,0.26,7,-3.543658990738757,"Early on while learning about the goals and basis of each party.   I believe is smaller government, less government and government out of my every day life.   New York is awful on numerous levels"
US:168601691,when_think_pid,1970,0.28,2,-3.14481343197934,1970   Birth   Support small government
US:168601691,why_moved_to_current_state,Birth,0.22,1,-4.78186739641837,1970   Birth   Support small government
US:168601691,why_think_pid_with_when,Support small government,0.29,3,-7.101245253317547,1970   Birth   Support small government
US:168623187,why_are_pid,for the people,0.39,3,-2.0780505447940194,for the people
US:168640605,when_think_pid,2008,0.38,2,-2.135997334621634,2008   Parents relocated for work   They were for the working-class an progressive at one point
US:168640605,why_moved_to_current_state,Parents relocated for work,0.23,4,-5.813062595963271,2008   Parents relocated for work   They were for the working-class an progressive at one point
US:168640605,why_think_pid_with_when,They were for the working-class an progressive at one point,0.22,11,-4.996637941413385,2008   Parents relocated for work   They were for the working-class an progressive at one point
US:168688403,when_decided_pid,I don’t know,0.83,4,0.46175977550999014,I don’t know   Nothing   personal interest
US:168688403,why_are_pid_with_when,Nothing,0.24,1,-3.99537906814426,I don’t know   Nothing   personal interest
US:168688403,why_moved_to_current_state,personal interest,0.26,2,-6.656960553195877,I don’t know   Nothing   personal interest
US:168701603,why_are_pid,Both parties seem to be too far to left or right and unwill8ng to compromise. We shouldn’t give the farm away but we also shouldn’t make life harder for people.,0.35,37,-2.459195823700264,Both parties seem to be too far to left or right and unwill8ng to compromise. We shouldn’t give the farm away but we also shouldn’t make life harder for people.   Was engaged to someone from NC and we chose to settle here
US:168701603,why_moved_to_current_state,Was engaged to someone from NC and we chose to settle here,0.24,12,-6.291706715803516,Both parties seem to be too far to left or right and unwill8ng to compromise. We shouldn’t give the farm away but we also shouldn’t make life harder for people.   Was engaged to someone from NC and we chose to settle here
US:168714757,why_moved_to_current_state,Returned to finish school.,0.22,5,-5.235042701748853,Returned to finish school.   Both major US political parties are self-serving and are concerned only with Washington-centric affairs. Both pander to global economic powerhouses and war hawks at the expense of everyday citizens.
US:168714757,why_think_pid,Both major US political parties are self-serving and are concerned only with Washington-centric affairs. Both pander to global economic powerhouses and war hawks at the expense of everyday citizens.,0.23,36,-4.33527513372127,Returned to finish school.   Both major US political parties are self-serving and are concerned only with Washington-centric affairs. Both pander to global economic powerhouses and war hawks at the expense of everyday citizens.
US:1687600,why_think_pid,Because I am for the right of people,0.33,8,-2.6548578164126893,Because I am for the right of people
US:168783063,when_think_pid,15 years ago,0.53,3,-1.1747781181724044,15 years ago   My parents moved to Nebraska and I was just a baby.   I value the constitution and the bill of rights.
US:168783063,why_moved_to_current_state,My parents moved to Nebraska and I was just a baby.,0.55,12,-1.0888365051147408,15 years ago   My parents moved to Nebraska and I was just a baby.   I value the constitution and the bill of rights.
US:168783063,why_think_pid_with_when,I value the constitution and the bill of rights.,0.69,10,-0.3597520176271605,15 years ago   My parents moved to Nebraska and I was just a baby.   I value the constitution and the bill of rights.
US:168833811,when_think_pid,always,0.43,1,-8.35809255657001,always   Born here moved back.   I'm not stupid and can think for myself.
US:168833811,why_moved_to_current_state,Born here moved back.,0.43,5,-8.344143272659505,always   Born here moved back.   I'm not stupid and can think for myself.
US:168833811,why_think_pid_with_when,I'm not stupid and can think for myself.,0.54,10,-1.1335837037983827,always   Born here moved back.   I'm not stupid and can think for myself.
US:168865609,why_moved_to_current_state,for work,0.23,2,-5.750939931528807,for work
US:168875531,when_decided_pid,"After spending nine years in higher education and, as a consequence, becoming a teacher at several universities overseas.",0.26,21,-3.46651109638574,"After spending nine years in higher education and, as a consequence, becoming a teacher at several universities overseas.   I think Donald Trump and MAGA Republicans are a good example of why I became a Democrat.   To be closer to family"
US:168875531,why_are_pid_with_when,I think Donald Trump and MAGA Republicans are a good example of why I became a Democrat.,0.42,19,-1.8873300342196977,"After spending nine years in higher education and, as a consequence, becoming a teacher at several universities overseas.   I think Donald Trump and MAGA Republicans are a good example of why I became a Democrat.   To be closer to family"
US:168875531,why_moved_to_current_state,To be closer to family,0.31,5,-2.7828602354045757,"After spending nine years in higher education and, as a consequence, becoming a teacher at several universities overseas.   I think Donald Trump and MAGA Republicans are a good example of why I became a Democrat.   To be closer to family"
US:168889139,why_are_pid,Better economic policies and positions on social issues.,0.25,9,-3.8009380439869824,Better economic policies and positions on social issues.   My parents getting better jobs.
US:168889139,why_moved_to_current_state,My parents getting better jobs.,0.22,6,-5.5437002718091914,Better economic policies and positions on social issues.   My parents getting better jobs.
US:168892315,when_decided_pid,I decided I was a leftist when I saw the system working as intended and hurting people.,0.42,18,-1.9085125826109992,I decided I was a leftist when I saw the system working as intended and hurting people.   I care that all people are taken care of.   Parent's retirement
US:168892315,why_are_pid_with_when,I care that all people are taken care of.,0.47,10,-1.540531222065323,I decided I was a leftist when I saw the system working as intended and hurting people.   I care that all people are taken care of.   Parent's retirement
US:168892315,why_moved_to_current_state,Parent's retirement,0.22,3,-5.049637177961678,I decided I was a leftist when I saw the system working as intended and hurting people.   I care that all people are taken care of.   Parent's retirement
US:168924813,when_decided_pid,18 years old,0.37,3,-2.2584985159569984,"18 years old   Don't want communist to run are government, socialism ideas should be outlawed.   Family"
US:168924813,why_are_pid_with_when,"Don't want communist to run are government, socialism ideas should be outlawed.",0.22,16,-4.552050509299273,"18 years old   Don't want communist to run are government, socialism ideas should be outlawed.   Family"
US:168924813,why_moved_to_current_state,Family,0.25,1,-3.7675180728671025,"18 years old   Don't want communist to run are government, socialism ideas should be outlawed.   Family"
US:168937605,why_are_pid,If I had to pick between the two I'd say Republican because I believe with them more often.,0.41,20,-1.9214481143223243,If I had to pick between the two I'd say Republican because I believe with them more often.
US:169005997,why_moved_to_current_state,New job.,0.34,3,-2.4706917797192633,New job.   I agree with most of the values they support.
US:169005997,why_think_pid,I agree with most of the values they support.,0.42,10,-1.9084956171748817,New job.   I agree with most of the values they support.
US:169009619,why_moved_to_current_state,Parents wanted to give me a better chance in life,0.36,10,-2.35112347069193,Parents wanted to give me a better chance in life   Because at the end of the day both parties work to gain power for themselves and keep that power. They are two sides of the same coin. I’m not closer to either side as I try to be not of this system.
US:169009619,why_think_pid,Because at the end of the day both parties work to gain power for themselves and keep that power. They are two sides of the same coin. I’m not closer to either side as I try to be not of this system.,0.32,46,-2.7449815942817333,Parents wanted to give me a better chance in life   Because at the end of the day both parties work to gain power for themselves and keep that power. They are two sides of the same coin. I’m not closer to either side as I try to be not of this system.
US:169013383,why_are_pid,The Republican Party leans more to Conservatives.,0.23,8,-4.179447431574869,The Republican Party leans more to Conservatives.   returning from college out-of-state
US:169013383,why_moved_to_current_state,returning from college out-of-state,0.23,7,-4.111515680912893,The Republican Party leans more to Conservatives.   returning from college out-of-state
US:169021687,why_are_pid,I never know how to answer these questions,0.64,8,-0.6356132504870791,I never know how to answer these questions   Dad moved back here for a job
US:169021687,why_moved_to_current_state,Dad moved back here for a job,0.28,8,-3.196859807367212,I never know how to answer these questions   Dad moved back here for a job
US:169109395,why_moved_to_current_state,"My parents were from here, but my father was in the military when I was born.",0.78,18,0.12907771235620188,"My parents were from here, but my father was in the military when I was born.   The Republicans under Trump are actively trying to take away my rights and the rights of others chose to me."
US:169109395,why_think_pid,The Republicans under Trump are actively trying to take away my rights and the rights of others chose to me.,0.4,21,-2.0491794328146953,"My parents were from here, but my father was in the military when I was born.   The Republicans under Trump are actively trying to take away my rights and the rights of others chose to me."
US:169123083,when_think_pid,When I stopped caring about what was happening with the government,0.49,11,-1.4450962433436538,When I stopped caring about what was happening with the government   Missed being so far away from family   I really don't care about politics
US:169123083,why_moved_to_current_state,Missed being so far away from family,0.33,8,-2.6588819709775255,When I stopped caring about what was happening with the government   Missed being so far away from family   I really don't care about politics
US:169123083,why_think_pid_with_when,I really don't care about politics,0.61,7,-0.7800354718101753,When I stopped caring about what was happening with the government   Missed being so far away from family   I really don't care about politics
US:169143651,why_are_pid,Republicans are for American people and do what is right.,0.34,11,-2.5232454042309755,Republicans are for American people and do what is right.   It's my home state
US:169143651,why_moved_to_current_state,It's my home state,0.3,5,-2.892881664430593,Republicans are for American people and do what is right.   It's my home state
US:169156455,when_think_pid,I've just never much cared to discuss or follow the topic,0.26,12,-3.4794619448858137,I've just never much cared to discuss or follow the topic   To be closer to father   It's something I can't keep up with nor want to debate with anyone
US:169156455,why_moved_to_current_state,To be closer to father,0.23,5,-4.2645246820773925,I've just never much cared to discuss or follow the topic   To be closer to father   It's something I can't keep up with nor want to debate with anyone
US:169156455,why_think_pid_with_when,It's something I can't keep up with nor want to debate with anyone,0.3,15,-2.932251705923483,I've just never much cared to discuss or follow the topic   To be closer to father   It's something I can't keep up with nor want to debate with anyone
US:169221259,when_decided_pid,"I can't remember ever making that decision. My perspective has always been towards helping people, equality, rights, and making things fairer.",0.33,28,-2.5980842598570373,"I can't remember ever making that decision. My perspective has always been towards helping people, equality, rights, and making things fairer.   I care more about people, animals, and the environment than I do about money   I was born here."
US:169221259,why_are_pid_with_when,"I care more about people, animals, and the environment than I do about money",0.83,16,0.4534810386415114,"I can't remember ever making that decision. My perspective has always been towards helping people, equality, rights, and making things fairer.   I care more about people, animals, and the environment than I do about money   I was born here."
US:169221259,why_moved_to_current_state,I was born here.,0.64,5,-0.6347928988493824,"I can't remember ever making that decision. My perspective has always been towards helping people, equality, rights, and making things fairer.   I care more about people, animals, and the environment than I do about money   I was born here."
US:169224063,why_are_pid,I don’t identify with either party,0.41,7,-1.9711391163629215,I don’t identify with either party   Military assignment
US:169224063,why_moved_to_current_state,Military assignment,0.31,2,-7.30709935355629,I don’t identify with either party   Military assignment
US:169227615,why_moved_to_current_state,School,0.27,1,-3.413737255616781,School   I want the government to support people for a better quality of life and think taxes should go to supporting that not defense spending
US:169227615,why_think_pid,I want the government to support people for a better quality of life and think taxes should go to supporting that not defense spending,0.26,24,-3.5428425927631673,School   I want the government to support people for a better quality of life and think taxes should go to supporting that not defense spending
US:1692599,why_moved_to_current_state,my husband is from Texas and we retired here,0.25,9,-3.786939053058786,my husband is from Texas and we retired here   I think of myself of caring about our country and those who are running it and it appears that the republicans are doing a better job
US:1692599,why_think_pid,I think of myself of caring about our country and those who are running it and it appears that the republicans are doing a better job,0.32,27,-2.7147479758309485,my husband is from Texas and we retired here   I think of myself of caring about our country and those who are running it and it appears that the republicans are doing a better job
US:1692904,why_moved_to_current_state,Health care,0.33,2,-2.627728179099869,"Health care   My positions on every issue align better with the Democrats than the Republicans, and until there is a viable party to theleft of the Democrats, I will be a Democrat."
US:1692904,why_think_pid,"My positions on every issue align better with the Democrats than the Republicans, and until there is a viable party to theleft of the Democrats, I will be a Democrat.",0.48,34,-1.4877389198853916,"Health care   My positions on every issue align better with the Democrats than the Republicans, and until there is a viable party to theleft of the Democrats, I will be a Democrat."
US:169320249,why_are_pid,I don't want to answer because Republicans are wrongfully criticized and put into an unfair category.,0.24,19,-3.9969059395396496,I don't want to answer because Republicans are wrongfully criticized and put into an unfair category.
US:169341243,why_moved_to_current_state,Parent’s new job,0.28,4,-3.2613418320886094,Parent’s new job
US:169360,when_think_pid,"During the Vietnam war, especially in 1970 when Nixon invaded Cambodia.",0.25,15,-3.6858681173799592,"During the Vietnam war, especially in 1970 when Nixon invaded Cambodia.   I retired, and we chose Oregon as our retirement location.   The Democratic party is aligned with my values. It is concerned with promoting democracy, addressing climate change, enforcing civil rights, using government as a means of helping the neediest in society and reducing economic inequality, and providing access to health care, education, the arts, national parks, etc. It doesn't always do these things well, but at least it tries."
US:169360,why_moved_to_current_state,"I retired, and we chose Oregon as our retirement location.",0.31,12,-2.8078896315874884,"During the Vietnam war, especially in 1970 when Nixon invaded Cambodia.   I retired, and we chose Oregon as our retirement location.   The Democratic party is aligned with my values. It is concerned with promoting democracy, addressing climate change, enforcing civil rights, using government as a means of helping the neediest in society and reducing economic inequality, and providing access to health care, education, the arts, national parks, etc. It doesn't always do these things well, but at least it tries."
US:169360,why_think_pid_with_when,"The Democratic party is aligned with my values. It is concerned with promoting democracy, addressing climate change, enforcing civil rights, using government as a means of helping the neediest in society and reducing economic inequality, and providing access to health care, education, the arts, national parks, etc. It doesn't always do these things well, but at least it tries.",0.48,73,-1.4846131971614156,"During the Vietnam war, especially in 1970 when Nixon invaded Cambodia.   I retired, and we chose Oregon as our retirement location.   The Democratic party is aligned with my values. It is concerned with promoting democracy, addressing climate change, enforcing civil rights, using government as a means of helping the neediest in society and reducing economic inequality, and providing access to health care, education, the arts, national parks, etc. It doesn't always do these things well, but at least it tries."
US:169367785,when_decided_pid,2004,0.35,2,-2.4061705586301803,2004   Because I am liberal and agree with more of Democrats views than repubs   Because my mom did
US:169367785,why_are_pid_with_when,Because I am liberal and agree with more of Democrats views than repubs,0.22,14,-4.808721679633975,2004   Because I am liberal and agree with more of Democrats views than repubs   Because my mom did
US:169367785,why_moved_to_current_state,Because my mom did,0.22,4,-4.618809626247683,2004   Because I am liberal and agree with more of Democrats views than repubs   Because my mom did
US:169401729,why_moved_to_current_state,My family moved when I was a teenager,0.49,8,-1.4228400892680368,"My family moved when I was a teenager   Because they're less insane than the current republican party. I'm not really close to either, if I had to pick Id say I'm probably a Democratic Socialist. I think that taking care of your *people* not the *corporations* is the job of the fucking government."
US:169401729,why_think_pid,"Because they're less insane than the current republican party. I'm not really close to either, if I had to pick Id say I'm probably a Democratic Socialist. I think that taking care of your *people* not the *corporations* is the job of the fucking government.",0.34,58,-2.4778507666837473,"My family moved when I was a teenager   Because they're less insane than the current republican party. I'm not really close to either, if I had to pick Id say I'm probably a Democratic Socialist. I think that taking care of your *people* not the *corporations* is the job of the fucking government."
US:169495565,when_think_pid,My whole life,0.57,3,-0.9646398752253084,My whole life   got engaged to person who lived here
US:169495565,why_moved_to_current_state,got engaged to person who lived here,0.25,7,-6.425684563926971,My whole life   got engaged to person who lived here
US:169500497,when_decided_pid,About 20 years ago.,0.32,6,-2.7100383632513663,About 20 years ago.   I lost respect and confidence in the Democratic Party.   Family was here.
US:169500497,why_are_pid_with_when,I lost respect and confidence in the Democratic Party.,0.43,10,-1.8298951672562471,About 20 years ago.   I lost respect and confidence in the Democratic Party.   Family was here.
US:169500497,why_moved_to_current_state,Family was here.,0.23,4,-4.215848509522445,About 20 years ago.   I lost respect and confidence in the Democratic Party.   Family was here.
US:169649039,why_are_pid,I agree with the Republican agenda. They have the same goals as I do in my life.,0.74,19,-0.05859010667494031,I agree with the Republican agenda. They have the same goals as I do in my life.
US:169655929,why_moved_to_current_state,"Coming back home to a state that, while I had more faith in before, still is a great place to live.",0.45,24,-1.6517148286949492,"Coming back home to a state that, while I had more faith in before, still is a great place to live.   At this point, it's getting harder to think of myself as one-they are being exceedingly frustrating at the federal level (overall). That said, there is no other major party to push back the continuing fascism of the GOP. I guess I'm a strong progressive Democrat (more Ilhan Omar much less Amy Klobuchar)."
